Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
547_R1	(0.0, 4.066038780283999e-06)	(1.0, 2.7242459827902796e-05)	(2.0, 0.00012279437116457677)	(3.0, 0.0004220548253934791)	(4.0, 0.0009441342047819446)	(5.0, 0.0018894882211979744)	(6.0, 0.003746854736031705)	(7.0, 0.006397912020776873)	(8.0, 0.01012606297841927)	(9.0, 0.01564611722653283)	(10.0, 0.02367532400595964)	(11.0, 0.03541560438015166)	(12.0, 0.05208798979482817)	(13.0, 0.07672574518008103)	(14.0, 0.11254063456845659)	(15.0, 0.16148760940551538)	(16.0, 0.2262470024552206)	(17.0, 0.3062463154573083)	(18.0, 0.3994842441241226)	(19.0, 0.5068199424499377)	(20.0, 0.6311866508108502)	(21.0, 0.7768561495494268)	(22.0, 0.9446351407596756)	(23.0, 1.1350253736270837)	(24.0, 1.3460853146340654)	(25.0, 1.5765780747836589)	(26.0, 1.8211433951518148)	(27.0, 2.062032609858716)	(28.0, 2.2853264483478166)	(29.0, 2.4817746723939695)	(30.0, 2.6450338548960546)	(31.0, 2.7775070247732194)	(32.0, 2.881412206180109)	(33.0, 2.960283600024546)	(34.0, 3.0244843193458397)	(35.0, 3.0684150221396624)	(36.0, 3.085731468097136)	(37.0, 3.081340959422185)	(38.0, 3.0578457609341925)	(39.0, 3.005986689122694)	(40.0, 2.9222380817613067)	(41.0, 2.8171513094848666)	(42.0, 2.6879248715737587)	(43.0, 2.5406627054449444)	(44.0, 2.380628704903381)	(45.0, 2.2096993468461683)	(46.0, 2.0395047219965523)	(47.0, 1.8791702411891258)	(48.0, 1.7240467956825107)	(49.0, 1.5775644957917556)	(50.0, 1.4445322455823018)	(51.0, 1.32570470185177)	(52.0, 1.2223691724779984)	(53.0, 1.1314440066694096)	(54.0, 1.0583524869511463)	(55.0, 0.9995502473184352)	(56.0, 0.9511603197942753)	(57.0, 0.9176707979843441)	(58.0, 0.9014412041928407)	(59.0, 0.9017599816332149)	(60.0, 0.9238576825924244)	(61.0, 0.963338919148982)	(62.0, 1.0128104129886972)	(63.0, 1.0686903905500185)	(64.0, 1.124092608554656)	(65.0, 1.1734738363334491)	(66.0, 1.2159192151608338)	(67.0, 1.2465730815253948)	(68.0, 1.2566531982655968)	(69.0, 1.2442310431879513)	(70.0, 1.2124187623748874)	(71.0, 1.1580440323700274)	(72.0, 1.0807039087302457)	(73.0, 0.98455632271226)	(74.0, 0.8717717258169864)	(75.0, 0.7506192211118882)	(76.0, 0.6286287058141736)	(77.0, 0.5102699763550087)	(78.0, 0.4009317539299037)	(79.0, 0.30329111847179785)	(80.0, 0.2189025166063936)	(81.0, 0.15225688816651461)	(82.0, 0.10208156301393205)	(83.0, 0.06578037538743454)	(84.0, 0.04134551533731785)	(85.0, 0.026593926642447495)	(86.0, 0.01780843664988786)	(87.0, 0.011411337836867043)	(88.0, 0.006769547965294829)	(89.0, 0.0030605073899197663)	(90.0, 0.0009803219499264723)	(91.0, 0.00043709916888052993)	(92.0, 0.00020655477003842716)	(93.0, 8.741983377610598e-05)	(94.0, 4.310001107101039e-05)	(95.0, 1.8297174511277995e-05)	(96.0, 6.505662048454399e-06)	(97.0, 5.285850414369199e-06)	(98.0, 4.066038780283999e-06)	(99.0, 2.4396232681703993e-06)	(100.0, 4.066038780283999e-06)
547_R2	(0.0, 4.0660386976206445e-06)	(1.0, 2.7242459274058316e-05)	(2.0, 0.0001504434318119638)	(3.0, 0.0004883312475842394)	(4.0, 0.0010762804432601844)	(5.0, 0.002180616553533951)	(6.0, 0.004335210459403131)	(7.0, 0.007507127247416995)	(8.0, 0.01191796602659587)	(9.0, 0.01813819202621593)	(10.0, 0.026480890225993967)	(11.0, 0.038142289210769974)	(12.0, 0.054746364836373636)	(13.0, 0.07829889399234122)	(14.0, 0.11271181250965354)	(15.0, 0.16067765121387498)	(16.0, 0.22404767752403223)	(17.0, 0.30289792636377083)	(18.0, 0.39584513136816013)	(19.0, 0.5027628387337043)	(20.0, 0.625828412182979)	(21.0, 0.7701601812285493)	(22.0, 0.9377261086000633)	(23.0, 1.1285290405246098)	(24.0, 1.3404391859323745)	(25.0, 1.5709843932952046)	(26.0, 1.8157294276017353)	(27.0, 2.057617256515448)	(28.0, 2.2804434960147146)	(29.0, 2.4779037530988752)	(30.0, 2.642544978835191)	(31.0, 2.780249511407509)	(32.0, 2.8912889622008318)	(33.0, 2.974959906520469)	(34.0, 3.0401958379889646)	(35.0, 3.0807562004132096)	(36.0, 3.098067766772199)	(37.0, 3.0926883975752473)	(38.0, 3.068618668296942)	(39.0, 3.016373323863475)	(40.0, 2.930114345912802)	(41.0, 2.8229673139647122)	(42.0, 2.691822521623265)	(43.0, 2.542307366445968)	(44.0, 2.3832297014596064)	(45.0, 2.2116936939037357)	(46.0, 2.0374989036434905)	(47.0, 1.878126450851552)	(48.0, 1.7224671045982805)	(49.0, 1.5745442101749714)	(50.0, 1.4422239260460423)	(51.0, 1.322838930825854)	(52.0, 1.2189256194539817)	(53.0, 1.129579298320205)	(54.0, 1.0570911802306338)	(55.0, 0.9977347407188977)	(56.0, 0.9514615939244957)	(57.0, 0.9186820031520175)	(58.0, 0.9023544181578521)	(59.0, 0.9044500545026057)	(60.0, 0.9264213012090688)	(61.0, 0.9660639586992608)	(62.0, 1.0152284656115407)	(63.0, 1.0709405146385993)	(64.0, 1.1264256787063305)	(65.0, 1.1740845314888817)	(66.0, 1.215125906291055)	(67.0, 1.2444412320931604)	(68.0, 1.2518377630880022)	(69.0, 1.237575725752228)	(70.0, 1.2048449274441213)	(71.0, 1.148295274445353)	(72.0, 1.070664430611031)	(73.0, 0.9736210982226585)	(74.0, 0.8611186867059324)	(75.0, 0.7439289457785893)	(76.0, 0.6232111030733206)	(77.0, 0.5062620716368765)	(78.0, 0.3998717294904139)	(79.0, 0.30278326407249795)	(80.0, 0.21889072064383996)	(81.0, 0.1537023618281068)	(82.0, 0.10483386253301354)	(83.0, 0.06885592572098703)	(84.0, 0.043984780215381075)	(85.0, 0.028452105786600457)	(86.0, 0.019086392250501065)	(87.0, 0.012397758592915106)	(88.0, 0.007373761178135038)	(89.0, 0.0035553442371994916)	(90.0, 0.0013145503109407543)	(91.0, 0.0005960812730711865)	(92.0, 0.00028909535140082777)	(93.0, 0.00012401418027742963)	(94.0, 5.692454176668902e-05)	(95.0, 3.049529023215483e-05)	(96.0, 1.7077362530006706e-05)	(97.0, 9.758492874289546e-06)	(98.0, 1.016509674405161e-05)	(99.0, 1.0978304483575738e-05)	(100.0, 6.099058046430966e-06)
548_R1	(0.0, 6.749574036683536e-05)	(1.0, 0.00013294615526800903)	(2.0, 0.0005747364558509314)	(3.0, 0.0019624897843023795)	(4.0, 0.004631639516990868)	(5.0, 0.009743930518412231)	(6.0, 0.019682166956062324)	(7.0, 0.034754170312523223)	(8.0, 0.055852725153556264)	(9.0, 0.08468567824298893)	(10.0, 0.12236824329097326)	(11.0, 0.1682581881012915)	(12.0, 0.22209166568887326)	(13.0, 0.28403281342233794)	(14.0, 0.35641585898937184)	(15.0, 0.44252252709962925)	(16.0, 0.5421702724552998)	(17.0, 0.6501839102968929)	(18.0, 0.7615784711332249)	(19.0, 0.8765042863860216)	(20.0, 1.0014971935808052)	(21.0, 1.146324644478843)	(22.0, 1.312622899452664)	(23.0, 1.4982939659058665)	(24.0, 1.701606475831767)	(25.0, 1.918991847624153)	(26.0, 2.145056558030074)	(27.0, 2.369277407528701)	(28.0, 2.5802624446076647)	(29.0, 2.767052304090584)	(30.0, 2.922164162761335)	(31.0, 3.048075421090201)	(32.0, 3.145872146899448)	(33.0, 3.2177592010410585)	(34.0, 3.2668971226908474)	(35.0, 3.286841602637881)	(36.0, 3.281156620506074)	(37.0, 3.2526130809700327)	(38.0, 3.199118616078384)	(39.0, 3.117331164020238)	(40.0, 3.0065021356751616)	(41.0, 2.872892783624912)	(42.0, 2.7188138143143195)	(43.0, 2.5527390111476223)	(44.0, 2.3908392285877063)	(45.0, 2.239112894893992)	(46.0, 2.1090440012248024)	(47.0, 2.0144829803022324)	(48.0, 1.941599852658844)	(49.0, 1.887475427523772)	(50.0, 1.8412909558463986)	(51.0, 1.797113971113572)	(52.0, 1.7519485828494643)	(53.0, 1.685594134092468)	(54.0, 1.596143358845854)	(55.0, 1.4843785941002372)	(56.0, 1.356189354533991)	(57.0, 1.2142320065956427)	(58.0, 1.0639537633316167)	(59.0, 0.9201193179471578)	(60.0, 0.7933577155559433)	(61.0, 0.6852617533643571)	(62.0, 0.59475865816566)	(63.0, 0.5222784596390071)	(64.0, 0.46572981249575945)	(65.0, 0.4211851805104802)	(66.0, 0.3873161247932221)	(67.0, 0.3617873949935658)	(68.0, 0.337552844882307)	(69.0, 0.31538816414229787)	(70.0, 0.2944859605459683)	(71.0, 0.27049378150239045)	(72.0, 0.24443582373849426)	(73.0, 0.21567241171489407)	(74.0, 0.18512752121070258)	(75.0, 0.15589675231819872)	(76.0, 0.12753729207406675)	(77.0, 0.1016603456138816)	(78.0, 0.07933459549345157)	(79.0, 0.05907053344240849)	(80.0, 0.041223534760411115)	(81.0, 0.02768399150909722)	(82.0, 0.01819010202886213)	(83.0, 0.011623584621355314)	(84.0, 0.007341184427626177)	(85.0, 0.005100530379993809)	(86.0, 0.003847768532276031)	(87.0, 0.0026328452056729947)	(88.0, 0.001531437442414181)	(89.0, 0.0006647307763400452)	(90.0, 0.00018816994284087432)	(91.0, 7.414304813023581e-05)	(92.0, 2.8634556519263484e-05)	(93.0, 1.3294615526800904e-05)	(94.0, 7.158639129815871e-06)	(95.0, 4.601982297738774e-06)	(96.0, 3.5793195649079355e-06)	(97.0, 3.0679881984925165e-06)	(98.0, 2.556656832077097e-06)	(99.0, 3.5793195649079355e-06)	(100.0, 5.113313664154194e-06)
548_R2	(0.0, 7.158638910189676e-05)	(1.0, 0.00017334132789673568)	(2.0, 0.000662174099192545)	(3.0, 0.0021169117920132323)	(4.0, 0.004853557181108599)	(5.0, 0.01025219358209307)	(6.0, 0.02058926816840696)	(7.0, 0.035949150612920366)	(8.0, 0.05753704890929878)	(9.0, 0.087140066128336)	(10.0, 0.12567195139378265)	(11.0, 0.17330758002758764)	(12.0, 0.22881668879989986)	(13.0, 0.29163169991141136)	(14.0, 0.3648420773832197)	(15.0, 0.4507851168195018)	(16.0, 0.5486247914618178)	(17.0, 0.655175506995133)	(18.0, 0.7646720024399913)	(19.0, 0.8773678981463537)	(20.0, 1.0013074589238704)	(21.0, 1.1446955076263203)	(22.0, 1.3071040599131443)	(23.0, 1.4885827149253628)	(24.0, 1.688755644120191)	(25.0, 1.9055524668585315)	(26.0, 2.129345836468881)	(27.0, 2.349324674202801)	(28.0, 2.558579870849257)	(29.0, 2.7448604385761604)	(30.0, 2.906181389079986)	(31.0, 3.042692031115147)	(32.0, 3.1492775171803116)	(33.0, 3.22732150991055)	(34.0, 3.279896599392386)	(35.0, 3.304047801749963)	(36.0, 3.3013060430473606)	(37.0, 3.274051570722216)	(38.0, 3.2204047307292547)	(39.0, 3.1376723408441927)	(40.0, 3.0245852766545234)	(41.0, 2.88994815268843)	(42.0, 2.7359566257659367)	(43.0, 2.571002154683839)	(44.0, 2.4084984947657797)	(45.0, 2.2519861042841987)	(46.0, 2.1194889020209007)	(47.0, 2.023127486313539)	(48.0, 1.9499252901433421)	(49.0, 1.8936599223033035)	(50.0, 1.8469697453369942)	(51.0, 1.801756293311587)	(52.0, 1.75259485192721)	(53.0, 1.6837384609068493)	(54.0, 1.5903489030099176)	(55.0, 1.4762422441068972)	(56.0, 1.3455520868370716)	(57.0, 1.2001923444462153)	(58.0, 1.0494620888786643)	(59.0, 0.9069775626729506)	(60.0, 0.7798411582906833)	(61.0, 0.6717175875225292)	(62.0, 0.5838703501361366)	(63.0, 0.5136297851493555)	(64.0, 0.4582797004271197)	(65.0, 0.4143732113341727)	(66.0, 0.38088816650040985)	(67.0, 0.3554698850557292)	(68.0, 0.3324916768167218)	(69.0, 0.3100749104008136)	(70.0, 0.28863632085884766)	(71.0, 0.2653257472418672)	(72.0, 0.23942118968264442)	(73.0, 0.21106326430262945)	(74.0, 0.18119333211851232)	(75.0, 0.1522811235543084)	(76.0, 0.12411136811136131)	(77.0, 0.09898301154254337)	(78.0, 0.07733273082137615)	(79.0, 0.05781879248354982)	(80.0, 0.04057721066835799)	(81.0, 0.027412473712519175)	(82.0, 0.018229473984798007)	(83.0, 0.011791300947783849)	(84.0, 0.007488958962759856)	(85.0, 0.005174161938014951)	(86.0, 0.003866176342853152)	(87.0, 0.002715169472364798)	(88.0, 0.0016285903520681512)	(89.0, 0.0006913199861840315)	(90.0, 0.0002275424510738861)	(91.0, 0.00010431159554847811)	(92.0, 4.090650805822671e-05)	(93.0, 1.8919259976929856e-05)	(94.0, 6.135976208734007e-06)	(95.0, 2.5566567536391695e-06)	(96.0, 1.5339940521835017e-06)	(97.0, 1.5339940521835017e-06)	(98.0, 1.0226627014556678e-06)	(99.0, 1.0226627014556678e-06)	(100.0, 2.5566567536391695e-06)
549_R1	(0.0, 0.0)	(1.0, 3.5034712761268346e-07)	(2.0, 2.4524298932887844e-06)	(3.0, 6.656595424640986e-06)	(4.0, 1.3663537976894657e-05)	(5.0, 3.1531241485141515e-05)	(6.0, 5.9208664566543505e-05)	(7.0, 9.77468486039387e-05)	(8.0, 0.00015905759593615832)	(9.0, 0.0002722197181550551)	(10.0, 0.00047927487057415104)	(11.0, 0.0008432855361637292)	(12.0, 0.0015089450786278278)	(13.0, 0.002886860331528512)	(14.0, 0.005586284949784238)	(15.0, 0.01008929658099006)	(16.0, 0.017227969653226097)	(17.0, 0.027465813416323932)	(18.0, 0.04139526486307662)	(19.0, 0.05940941347066558)	(20.0, 0.08221876321388934)	(21.0, 0.11081164333974326)	(22.0, 0.14519085662524828)	(23.0, 0.18557326794239665)	(24.0, 0.23324885541505824)	(25.0, 0.2877495552807425)	(26.0, 0.3484972947788885)	(27.0, 0.4122422539537611)	(28.0, 0.4759059325950274)	(29.0, 0.5386877875160927)	(30.0, 0.5984394901304358)	(31.0, 0.657614171025601)	(32.0, 0.7152445217822493)	(33.0, 0.7726068569862741)	(34.0, 0.8336863752142691)	(35.0, 0.8973777312786171)	(36.0, 0.9686131120418486)	(37.0, 1.0523590383850017)	(38.0, 1.154715053799813)	(39.0, 1.278583083544298)	(40.0, 1.4289765950145947)	(41.0, 1.6118448327846937)	(42.0, 1.823964252933431)	(43.0, 2.066032396591883)	(44.0, 2.3323652319616626)	(45.0, 2.602474459019979)	(46.0, 2.8592102355230637)	(47.0, 3.0848796811793493)	(48.0, 3.25450900169122)	(49.0, 3.3529572452446392)	(50.0, 3.370732106764069)	(51.0, 3.308306554871786)	(52.0, 3.1791517869716257)	(53.0, 2.9966289914693522)	(54.0, 2.7787165815655395)	(55.0, 2.54997319021158)	(56.0, 2.3321714900000927)	(57.0, 2.1380059587529954)	(58.0, 1.9787679340461162)	(59.0, 1.8662525526247924)	(60.0, 1.8014625079682514)	(61.0, 1.7795787753361805)	(62.0, 1.793658525700679)	(63.0, 1.835947876433423)	(64.0, 1.896091267136437)	(65.0, 1.9650185610229565)	(66.0, 2.0357238665821105)	(67.0, 2.0983547218911744)	(68.0, 2.1427689279528894)	(69.0, 2.163423993208423)	(70.0, 2.154318821708897)	(71.0, 2.1098650264217613)	(72.0, 2.029333534974455)	(73.0, 1.9123526290645798)	(74.0, 1.7615047173697693)	(75.0, 1.5826998055857224)	(76.0, 1.3840424738155024)	(77.0, 1.175049201086453)	(78.0, 0.9650704018874292)	(79.0, 0.7644549800209821)	(80.0, 0.5823974455041787)	(81.0, 0.4254930830143279)	(82.0, 0.2979751368943739)	(83.0, 0.19942494232681932)	(84.0, 0.12800317689169766)	(85.0, 0.0792040261807822)	(86.0, 0.04713710393752089)	(87.0, 0.02702893054819092)	(88.0, 0.014931444231724959)	(89.0, 0.007743722561623144)	(90.0, 0.0038019670288528414)	(91.0, 0.0018610439418785749)	(92.0, 0.0008629049753100394)	(93.0, 0.0003759224679284094)	(94.0, 0.00013208086710998169)	(95.0, 4.3443043823972755e-05)	(96.0, 1.6115967870183438e-05)	(97.0, 7.707636807479037e-06)	(98.0, 5.605554041802935e-06)	(99.0, 5.605554041802935e-06)	(100.0, 5.955901169415619e-06)
549_R2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 4.9048597693935335e-06)	(3.0, 1.5415273560951104e-05)	(4.0, 3.083054712190221e-05)	(5.0, 6.656595401319795e-05)	(6.0, 0.00014644509882903552)	(7.0, 0.00028237978386651345)	(8.0, 0.0005118571516488537)	(9.0, 0.0008993410734309429)	(10.0, 0.0015418777032214959)	(11.0, 0.0025302069467542927)	(12.0, 0.003985198562632246)	(13.0, 0.006299241332406838)	(14.0, 0.009996454557150406)	(15.0, 0.01557433115633001)	(16.0, 0.02361409701261878)	(17.0, 0.034591523523647895)	(18.0, 0.04889549599970498)	(19.0, 0.06707921255335235)	(20.0, 0.0898959195063183)	(21.0, 0.1179899052240253)	(22.0, 0.15163233838229553)	(23.0, 0.19131545669370031)	(24.0, 0.23793825088454418)	(25.0, 0.2911332068192489)	(26.0, 0.35017265351631255)	(27.0, 0.41221912959914075)	(28.0, 0.47403472692568105)	(29.0, 0.5360629849579372)	(30.0, 0.5957407641192747)	(31.0, 0.6538027423337234)	(32.0, 0.7110827457620803)	(33.0, 0.7678974882065975)	(34.0, 0.8300655347422813)	(35.0, 0.8959034674268509)	(36.0, 0.9661021707935374)	(37.0, 1.0494420445238084)	(38.0, 1.1523533597753388)	(39.0, 1.2767556684535935)	(40.0, 1.4278852587095263)	(41.0, 1.6118283608227018)	(42.0, 1.825248619108553)	(43.0, 2.0686067400382773)	(44.0, 2.335998323490903)	(45.0, 2.6092266900691072)	(46.0, 2.8677254124126965)	(47.0, 3.0903300206167374)	(48.0, 3.2581935910173354)	(49.0, 3.3567563977361723)	(50.0, 3.375427096795495)	(51.0, 3.314547977337782)	(52.0, 3.1833668021110992)	(53.0, 2.994914031787093)	(54.0, 2.7752253627159567)	(55.0, 2.546752440144963)	(56.0, 2.3268640732117865)	(57.0, 2.1334426799413846)	(58.0, 1.9777428114217561)	(59.0, 1.8664417335346783)	(60.0, 1.8023439750268644)	(61.0, 1.7808379166737058)	(62.0, 1.7942285341912765)	(63.0, 1.8360235449805313)	(64.0, 1.8975301361416002)	(65.0, 1.9664234461153753)	(66.0, 2.034501848673178)	(67.0, 2.0957943777400256)	(68.0, 2.139301885283052)	(69.0, 2.155569553402498)	(70.0, 2.144055745440973)	(71.0, 2.0990599633050624)	(72.0, 2.015957975273607)	(73.0, 1.897644699651928)	(74.0, 1.7455131166145337)	(75.0, 1.5671419351993892)	(76.0, 1.3714558981040328)	(77.0, 1.1651893777918416)	(78.0, 0.9585560440383254)	(79.0, 0.7619062019982833)	(80.0, 0.5835353709302653)	(81.0, 0.4295150665345279)	(82.0, 0.30360065965879457)	(83.0, 0.20633939251447908)	(84.0, 0.13417068725612818)	(85.0, 0.08410818497843393)	(86.0, 0.05111249261547086)	(87.0, 0.0299399647266309)	(88.0, 0.016860105110163885)	(89.0, 0.008926494433169846)	(90.0, 0.00453244077404601)	(91.0, 0.0023028316617302643)	(92.0, 0.0010780181078874217)	(93.0, 0.00046596167809238566)	(94.0, 0.00019759577928128233)	(95.0, 7.707636780475553e-05)	(96.0, 2.9429158616361198e-05)	(97.0, 1.6466314940106862e-05)	(98.0, 9.809719538787067e-06)	(99.0, 8.75867815963131e-06)	(100.0, 6.656595401319796e-06)
550_R1	(0.0, 1.5852861852946223e-06)	(1.0, 2.3779292779419336e-06)	(2.0, 1.3474932575004289e-05)	(3.0, 3.844318999339459e-05)	(4.0, 7.926430926473111e-05)	(5.0, 0.00017398515883608478)	(6.0, 0.0003495556038574642)	(7.0, 0.0005980492134023961)	(8.0, 0.0009808958271510474)	(9.0, 0.0015615068925152029)	(10.0, 0.0025523107583243416)	(11.0, 0.004284235915758716)	(12.0, 0.0073287780346170395)	(13.0, 0.012677929945347418)	(14.0, 0.022268515044833556)	(15.0, 0.03839285715701148)	(16.0, 0.06360445600484452)	(17.0, 0.10012310856929144)	(18.0, 0.1497643638540609)	(19.0, 0.2156052623448098)	(20.0, 0.299876698025794)	(21.0, 0.40620857993979176)	(22.0, 0.5363189619901163)	(23.0, 0.6913658957351252)	(24.0, 0.8739028808977818)	(25.0, 1.0872724933997797)	(26.0, 1.3288752602187826)	(27.0, 1.584492749558882)	(28.0, 1.839239520461709)	(29.0, 2.0864530114120154)	(30.0, 2.319388622334466)	(31.0, 2.536039777240024)	(32.0, 2.7353522608154686)	(33.0, 2.914311255057915)	(34.0, 3.0733447872373936)	(35.0, 3.201271833889021)	(36.0, 3.2939706509310316)	(37.0, 3.3526127648543578)	(38.0, 3.3820055560159052)	(39.0, 3.377500568998844)	(40.0, 3.333419308687449)	(41.0, 3.2592291041803003)	(42.0, 3.157095852728055)	(43.0, 3.039782693408521)	(44.0, 2.918067194352424)	(45.0, 2.7916338836088905)	(46.0, 2.671703813118982)	(47.0, 2.5742380405177907)	(48.0, 2.481992615324774)	(49.0, 2.3860431689598176)	(50.0, 2.2795301680991495)	(51.0, 2.156825450463429)	(52.0, 2.0233229522981206)	(53.0, 1.865975768298249)	(54.0, 1.6926140232545313)	(55.0, 1.5128936953215968)	(56.0, 1.330001209731888)	(57.0, 1.150176252910724)	(58.0, 0.9857230235852696)	(59.0, 0.8493816741836446)	(60.0, 0.753514662700323)	(61.0, 0.6941373723085665)	(62.0, 0.6646026980334351)	(63.0, 0.6611570785096972)	(64.0, 0.6757912516076982)	(65.0, 0.7017522944996292)	(66.0, 0.7374878156885406)	(67.0, 0.7784662746137676)	(68.0, 0.8093107915994987)	(69.0, 0.8295465734332383)	(70.0, 0.838073827823938)	(71.0, 0.8277096230660282)	(72.0, 0.7986057503117505)	(73.0, 0.7492102143857017)	(74.0, 0.6830978356357211)	(75.0, 0.6073243265510087)	(76.0, 0.5222836307486103)	(77.0, 0.43518602612079216)	(78.0, 0.3512058867763559)	(79.0, 0.2705318617713515)	(80.0, 0.19762415378810552)	(81.0, 0.1384085625872492)	(82.0, 0.09406137051827111)	(83.0, 0.06255142965626255)	(84.0, 0.040704204415171044)	(85.0, 0.02799496506766406)	(86.0, 0.020547686890696245)	(87.0, 0.014014722521097107)	(88.0, 0.00877099214168882)	(89.0, 0.004109458113829984)	(90.0, 0.0012935935272004118)	(91.0, 0.0005893301393832759)	(92.0, 0.00027861404706552986)	(93.0, 0.00012008542853606762)	(94.0, 4.478433473457308e-05)	(95.0, 1.4663897213975255e-05)	(96.0, 6.341144741178489e-06)	(97.0, 3.9632154632365554e-06)	(98.0, 2.3779292779419336e-06)	(99.0, 3.9632154632365554e-06)	(100.0, 3.9632154632365554e-06)
550_R2	(0.0, 7.926430957887265e-07)	(1.0, 5.1521801226267215e-06)	(2.0, 2.417561442155616e-05)	(3.0, 7.728270183940083e-05)	(4.0, 0.0001735888379777311)	(5.0, 0.00038363925836174364)	(6.0, 0.0007930394173366209)	(7.0, 0.0013558160153466167)	(8.0, 0.002318877376729919)	(9.0, 0.003956874334177322)	(10.0, 0.006468363983183902)	(11.0, 0.01024847890700034)	(12.0, 0.015908743254027635)	(13.0, 0.02441102942100541)	(14.0, 0.03725977400374066)	(15.0, 0.056285189910409573)	(16.0, 0.08310823227190008)	(17.0, 0.11981949725335495)	(18.0, 0.16914131756726056)	(19.0, 0.23338068094390998)	(20.0, 0.31503401681348986)	(21.0, 0.4183118453008299)	(22.0, 0.5457585507434118)	(23.0, 0.6983740524065732)	(24.0, 0.8784074750746145)	(25.0, 1.088154709474488)	(26.0, 1.3251847192314092)	(27.0, 1.5751498716685068)	(28.0, 1.824850281311611)	(29.0, 2.0690441993682707)	(30.0, 2.301234330382306)	(31.0, 2.5217210860870205)	(32.0, 2.724569154981149)	(33.0, 2.9067815535195134)	(34.0, 3.0695091994771992)	(35.0, 3.1981242608429743)	(36.0, 3.2908008842456877)	(37.0, 3.3504773976414293)	(38.0, 3.381788781532823)	(39.0, 3.37893605903108)	(40.0, 3.3372212345074583)	(41.0, 3.264882247656492)	(42.0, 3.163071997861005)	(43.0, 3.0452531317814207)	(44.0, 2.9238550858028027)	(45.0, 2.7961127244854915)	(46.0, 2.675609572562019)	(47.0, 2.579813898577376)	(48.0, 2.4848073007945914)	(49.0, 2.385150265968815)	(50.0, 2.276874822762527)	(51.0, 2.1547162357334995)	(52.0, 2.019916972934381)	(53.0, 1.8606761639550697)	(54.0, 1.6860041791869433)	(55.0, 1.5045986913200917)	(56.0, 1.320867588610196)	(57.0, 1.1402943759939226)	(58.0, 0.978232153915151)	(59.0, 0.8441938284879901)	(60.0, 0.7492082357472438)	(61.0, 0.6910282325163511)	(62.0, 0.6617697942430498)	(63.0, 0.6600469844743531)	(64.0, 0.6770364965894886)	(65.0, 0.7025453366981614)	(66.0, 0.735186775704289)	(67.0, 0.7750686130688988)	(68.0, 0.8064136842918641)	(69.0, 0.8253511168149004)	(70.0, 0.834071776154768)	(71.0, 0.8236259291169162)	(72.0, 0.7923605185250778)	(73.0, 0.7427703885232476)	(74.0, 0.6765755746292875)	(75.0, 0.6000066478976444)	(76.0, 0.5161148879255572)	(77.0, 0.43020505863159186)	(78.0, 0.3470449082369176)	(79.0, 0.26785550343059694)	(80.0, 0.19659213326061573)	(81.0, 0.13855480578696516)	(82.0, 0.0948762079935274)	(83.0, 0.06376853337775093)	(84.0, 0.04193914251972941)	(85.0, 0.028839922718724917)	(86.0, 0.021056960161175413)	(87.0, 0.014411836767630625)	(88.0, 0.009000066031133094)	(89.0, 0.004341702557182749)	(90.0, 0.0015448613936922277)	(91.0, 0.0006903921364319808)	(92.0, 0.00031547195212391313)	(93.0, 0.00015377276058301293)	(94.0, 7.688638029150646e-05)	(95.0, 3.3687331571020875e-05)	(96.0, 1.5060218819985804e-05)	(97.0, 7.926430957887266e-06)	(98.0, 3.170572383154906e-06)	(99.0, 2.7742508352605426e-06)	(100.0, 2.7742508352605426e-06)
