Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
557_R1	(1, 0.0006247764076326803)	(2, 0.00035199821135906557)	(3, 0.00029319572593481335)	(4, 0.00023194313695121724)	(5, 0.00021397571084936238)	(6, 0.0001666070420353814)	(7, 0.00012822208627232784)	(8, 0.0001445561100012868)	(9, 0.0001053544530517853)	(10, 9.326727549235565e-05)	(15, 4.671530786482263e-05)	(20, 0.00010012756545851841)	(25, 0.0001615434946794041)	(30, 0.00922169977665836)	(35, 6.41927132548087e-05)	(40, 7.023630203452353e-05)	(45, 4.508190549192673e-05)	(50, 3.0544624373153254e-05)	(55, 3.724157410202643e-05)	(60, 4.099839955968699e-05)	(65, 2.6134437966334336e-05)	(70, 2.6624458678203107e-05)	(75, 4.916541142416647e-05)	(80, 2.9891263423994897e-05)	(85, 3.0054603661284483e-05)	(90, 4.834871023771852e-05)	(95, 3.871163623763273e-05)	(100, 0.00010878459803486666)	(105, 0.0021209729812053206)	(110, 7.497316891592162e-05)	(115, 8.95104500346951e-05)	(120, 0.002525730089208924)	(125, 0.0001633402372895896)	(130, 0.00025856759562942037)	(135, 0.00012609866318756316)	(140, 0.0059313740366968674)	(145, 0.0031583468282315045)	(150, 0.0009530902845847553)
557_R2	(1, 8.16701186447948e-07)	(2, 2.450103559343844e-06)	(3, 8.16701186447948e-07)	(4, 8.16701186447948e-07)	(5, 0.0)	(6, 0.0)	(7, 1.633402372895896e-06)	(8, 8.16701186447948e-07)	(9, 4.08350593223974e-06)	(10, 1.3067218983167168e-06)	(15, 1.633402372895896e-07)	(20, 1.633402372895896e-07)	(25, 1.633402372895896e-07)	(30, 1.633402372895896e-07)	(35, 0.0)	(40, 3.266804745791792e-07)	(45, 0.0)	(50, 3.266804745791792e-07)	(55, 1.633402372895896e-07)	(60, 9.800414237375376e-07)	(65, 4.900207118687688e-07)	(70, 0.0)	(75, 8.16701186447948e-07)	(80, 0.0)	(85, 3.266804745791792e-07)	(90, 1.633402372895896e-07)	(95, 1.633402372895896e-07)	(100, 0.0)	(105, 0.006521522314024155)	(110, 9.800414237375376e-07)	(115, 0.00012217849749261302)	(120, 0.002165401525748089)	(125, 0.0035018513472515112)	(130, 3.266804745791792e-07)	(135, 1.3067218983167168e-06)	(140, 8.16701186447948e-07)	(145, 1.9274148000171572e-05)	(150, 8.16701186447948e-07)
558_R1	(1, 0.0006715747588626882)	(2, 0.0003692106602543714)	(3, 0.0003171325250184916)	(4, 0.00024018125056547525)	(5, 0.0002456222497692239)	(6, 0.0001989851137370928)	(7, 0.00013291583769157368)	(8, 0.0001422432648979999)	(9, 0.0001165928400803278)	(10, 9.482884326533327e-05)	(15, 4.523802195116719e-05)	(20, 0.00010866452695486551)	(25, 0.0001664945756347081)	(30, 0.00920741430970354)	(35, 6.871204708733985e-05)	(40, 7.974950261494422e-05)	(45, 4.648167891202402e-05)	(50, 3.233508098227758e-05)	(55, 3.6998794585490694e-05)	(60, 3.7465165945812004e-05)	(65, 3.295690946270599e-05)	(70, 2.6894081778528946e-05)	(75, 4.6015307551702705e-05)	(80, 3.420056642356282e-05)	(85, 2.4717682097029494e-05)	(90, 4.97462784342732e-05)	(95, 4.461619347073877e-05)	(100, 0.0001038453562315453)	(105, 0.0019436803726991178)	(110, 8.845510134094203e-05)	(115, 0.0001038453562315453)	(120, 0.0029201065440918367)	(125, 0.0001742674316400633)	(130, 0.0002512187060930796)	(135, 0.00013229400921114528)	(140, 0.005623816776994585)	(145, 0.0030035870175893513)	(150, 0.0009397382910474421)
558_R2	(1, 0.0)	(2, 3.109142402142075e-06)	(3, 7.772856005355187e-07)	(4, 2.331856801606556e-06)	(5, 3.109142402142075e-06)	(6, 7.772856005355187e-07)	(7, 3.109142402142075e-06)	(8, 3.109142402142075e-06)	(9, 3.886428002677594e-06)	(10, 2.0209425613923487e-06)	(15, 9.327427206426224e-07)	(20, 1.24365696085683e-06)	(25, 4.663713603213112e-07)	(30, 9.327427206426224e-07)	(35, 1.5545712010710374e-07)	(40, 0.0)	(45, 1.5545712010710374e-07)	(50, 6.21828480428415e-07)	(55, 0.0)	(60, 1.088199840749726e-06)	(65, 1.5545712010710374e-07)	(70, 7.772856005355187e-07)	(75, 3.109142402142075e-07)	(80, 3.109142402142075e-07)	(85, 4.663713603213112e-07)	(90, 6.21828480428415e-07)	(95, 3.109142402142075e-07)	(100, 1.5545712010710374e-07)	(105, 0.006693672677571673)	(110, 4.663713603213112e-07)	(115, 0.00015467983450656822)	(120, 0.0024156481893442853)	(125, 0.00395638370672579)	(130, 1.24365696085683e-06)	(135, 2.48731392171366e-06)	(140, 2.0209425613923487e-06)	(145, 1.336931232921092e-05)	(150, 7.772856005355187e-07)
559_R1	(1, 0.000658804646682685)	(2, 0.0003786485178608123)	(3, 0.0003244777038893955)	(4, 0.0002123058163728254)	(5, 0.0002314571142415081)	(6, 0.0001969847780778792)	(7, 0.0001389837045327259)	(8, 0.00012585138599420062)	(9, 9.302058964788742e-05)	(10, 9.652254125816082e-05)	(15, 5.176322223935382e-05)	(20, 0.00010888880788193879)	(25, 0.0001628407498777135)	(30, 0.009108357266345493)	(35, 6.620877263173162e-05)	(40, 7.11333920836786e-05)	(45, 5.132547828806964e-05)	(50, 2.921940874821875e-05)	(55, 3.6113875980944524e-05)	(60, 3.939695561557585e-05)	(65, 2.648350905269265e-05)	(70, 2.6921253003976827e-05)	(75, 4.7276346738691015e-05)	(80, 3.315910430977634e-05)	(85, 3.3049668321955294e-05)	(90, 5.1216042300248596e-05)	(95, 4.3774395128417607e-05)	(100, 9.597536131905561e-05)	(105, 0.001956606026252446)	(110, 7.463534369395202e-05)	(115, 0.00011107752763835967)	(120, 0.0032208105575611467)	(125, 0.00016470116167067124)	(130, 0.00023375526998575)	(135, 0.0001265080019211269)	(140, 0.005491169560896525)	(145, 0.0029378090930559262)	(150, 0.0009756218314246073)
559_R2	(1, 5.4717993910522e-07)	(2, 1.1490778721209622e-05)	(3, 2.7358996955261004e-06)	(4, 4.37743951284176e-06)	(5, 1.09435987821044e-06)	(6, 1.6415398173156602e-06)	(7, 4.37743951284176e-06)	(8, 7.1133392083678606e-06)	(9, 6.018979330157421e-06)	(10, 2.9547716711681885e-06)	(15, 9.84923890389396e-07)	(20, 1.4226678416735723e-06)	(25, 0.0)	(30, 7.660519147473081e-07)	(35, 0.0)	(40, 3.283079634631321e-07)	(45, 1.09435987821044e-07)	(50, 3.283079634631321e-07)	(55, 2.18871975642088e-07)	(60, 2.18871975642088e-07)	(65, 2.18871975642088e-07)	(70, 3.283079634631321e-07)	(75, 1.09435987821044e-07)	(80, 2.18871975642088e-07)	(85, 9.84923890389396e-07)	(90, 3.283079634631321e-07)	(95, 0.0)	(100, 1.09435987821044e-07)	(105, 0.006598333449682028)	(110, 1.09435987821044e-07)	(115, 0.00015944823425526113)	(120, 0.00264047151414615)	(125, 0.004362775090473741)	(130, 9.84923890389396e-07)	(135, 1.8604117929577482e-06)	(140, 1.4226678416735723e-06)	(145, 1.8494681941756437e-05)	(150, 1.09435987821044e-06)
560_R1	(1, 0.0006616923330747871)	(2, 0.0003790827431337546)	(3, 0.00029622932921529924)	(4, 0.0002372104590268105)	(5, 0.0002502627091646493)	(6, 0.00019010886070330505)	(7, 0.0001316574796512441)	(8, 0.00014300726237979962)	(9, 0.00010839042505770527)	(10, 9.81756206020053e-05)	(15, 5.5840931024493185e-05)	(20, 0.00011712975775869302)	(25, 0.00016797678438262178)	(30, 0.009098893817828394)	(35, 7.161712901718538e-05)	(40, 7.139013336261425e-05)	(45, 5.016603966021543e-05)	(50, 3.2006387294526587e-05)	(55, 3.3368361221953244e-05)	(60, 3.972423954994434e-05)	(65, 3.166589381266992e-05)	(70, 2.655849158481993e-05)	(75, 4.8690567905503205e-05)	(80, 3.55248199403788e-05)	(85, 3.5297824285807685e-05)	(90, 5.254949403321208e-05)	(95, 4.1540204786513226e-05)	(100, 0.00011860522951340525)	(105, 0.0020087980451270427)	(110, 8.569085960059422e-05)	(115, 0.00011383832076741193)	(120, 0.0030132538166042066)	(125, 0.00017717010839275176)	(130, 0.0002706923180760493)	(135, 0.00014368824934351296)	(140, 0.005635621116036962)	(145, 0.0029960021468568025)	(150, 0.0009062801508751588)
560_R2	(1, 5.674891364277764e-07)	(2, 6.809869637133316e-06)	(3, 1.702467409283329e-06)	(4, 2.2699565457111054e-06)	(5, 1.702467409283329e-06)	(6, 1.1349782728555527e-06)	(7, 1.702467409283329e-06)	(8, 3.972423954994434e-06)	(9, 1.1349782728555527e-05)	(10, 3.2914369912811027e-06)	(15, 9.079826182844421e-07)	(20, 1.3619739274266632e-06)	(25, 3.404934818566658e-07)	(30, 1.702467409283329e-06)	(35, 3.404934818566658e-07)	(40, 1.1349782728555526e-07)	(45, 4.5399130914222105e-07)	(50, 3.404934818566658e-07)	(55, 3.404934818566658e-07)	(60, 3.404934818566658e-07)	(65, 7.944847909988869e-07)	(70, 4.5399130914222105e-07)	(75, 1.1349782728555526e-07)	(80, 3.404934818566658e-07)	(85, 4.5399130914222105e-07)	(90, 3.404934818566658e-07)	(95, 1.1349782728555526e-07)	(100, 1.1349782728555527e-06)	(105, 0.006641325363614266)	(110, 2.2699565457111053e-07)	(115, 0.00015969144299077625)	(120, 0.002521581228803181)	(125, 0.00415333949168761)	(130, 1.1349782728555526e-07)	(135, 1.702467409283329e-06)	(140, 1.0214804455699973e-06)	(145, 1.9294630638544395e-05)	(150, 5.674891364277764e-07)
561_R1	(1, 0.000651035266768075)	(2, 0.0003850556498280364)	(3, 0.00030286730104121183)	(4, 0.0002161488857858221)	(5, 0.00024203497989190863)	(6, 0.0001805555063899532)	(7, 0.00012295894700391078)	(8, 0.00015855232639977972)	(9, 9.642570054517214e-05)	(10, 0.00010367380689487635)	(15, 5.384307574065988e-05)	(20, 0.00010665070771707631)	(25, 0.00017149537345282294)	(30, 0.009119153231692146)	(35, 7.079846738014653e-05)	(40, 6.911587126325091e-05)	(45, 5.241934056482513e-05)	(50, 3.0027869163060317e-05)	(55, 3.27459090441994e-05)	(60, 3.882914115912972e-05)	(65, 2.847470351669513e-05)	(70, 2.9769008221999452e-05)	(75, 4.6206677979364366e-05)	(80, 3.1969326221016805e-05)	(85, 3.3522491867382e-05)	(90, 4.905414833103388e-05)	(95, 3.999401539390361e-05)	(100, 0.00010690956865813717)	(105, 0.001994394120403433)	(110, 7.558739478977254e-05)	(115, 9.396652160509393e-05)	(120, 0.0032366677765545233)	(125, 0.0001677418898074404)	(130, 0.00024190554942137818)	(135, 0.0001214057813575456)	(140, 0.005732216678851791)	(145, 0.003073455953215648)	(150, 0.0010089105177847207)
561_R2	(1, 3.882914115912972e-06)	(2, 1.2295894700391079e-05)	(3, 1.941457057956486e-06)	(4, 1.941457057956486e-06)	(5, 3.2357617632608102e-06)	(6, 3.2357617632608102e-06)	(7, 5.824371173869458e-06)	(8, 4.530066468565134e-06)	(9, 1.3590199405695402e-05)	(10, 2.718039881139081e-06)	(15, 7.765828231825944e-07)	(20, 5.177218821217297e-07)	(25, 3.882914115912972e-07)	(30, 1.0354437642434593e-06)	(35, 2.588609410608648e-07)	(40, 0.0)	(45, 0.0)	(50, 1.294304705304324e-07)	(55, 1.294304705304324e-07)	(60, 3.882914115912972e-07)	(65, 5.177218821217297e-07)	(70, 5.177218821217297e-07)	(75, 2.588609410608648e-07)	(80, 0.0)	(85, 5.177218821217297e-07)	(90, 1.294304705304324e-07)	(95, 0.0)	(100, 1.0354437642434593e-06)	(105, 0.00685489658023276)	(110, 2.588609410608648e-07)	(115, 0.00016308239286834484)	(120, 0.0026943541050320117)	(125, 0.004441794887663379)	(130, 1.5531656463651888e-06)	(135, 2.3297484695477833e-06)	(140, 1.294304705304324e-06)	(145, 1.721425258054751e-05)	(150, 6.47152352652162e-07)
562_R1	(1, 0.0006635809862389543)	(2, 0.00038270718865335887)	(3, 0.00032812981566279287)	(4, 0.0002336177795083982)	(5, 0.00021830949196226381)	(6, 0.00017904040651783222)	(7, 0.00013577785475701775)	(8, 0.00014309920967038635)	(9, 0.00011714167861389766)	(10, 9.437892061051528e-05)	(15, 5.484360407832482e-05)	(20, 0.00010702489727906105)	(25, 0.00016785870083196015)	(30, 0.008997279610810616)	(35, 6.429480769376428e-05)	(40, 7.241485587040946e-05)	(45, 4.619109372616192e-05)	(50, 3.1947730531062994e-05)	(55, 3.70061211984813e-05)	(60, 3.793793000563731e-05)	(65, 2.8087379758559554e-05)	(70, 2.8220495302438984e-05)	(75, 5.085013776194194e-05)	(80, 2.9684766285112704e-05)	(85, 3.567496575968701e-05)	(90, 5.4976719622204244e-05)	(95, 4.1265818602623044e-05)	(100, 0.0001009015822606073)	(105, 0.0020985665492592007)	(110, 7.427847348472148e-05)	(115, 9.371334289111813e-05)	(120, 0.0029346652803658954)	(125, 0.00017544628683308764)	(130, 0.0002698252074436029)	(135, 0.0001327161972477909)	(140, 0.005887301159155514)	(145, 0.0031404619112034926)	(150, 0.0009690811594422442)
562_R2	(1, 0.0)	(2, 1.3311554387942916e-06)	(3, 0.0)	(4, 6.655777193971458e-07)	(5, 1.3311554387942916e-06)	(6, 6.655777193971458e-07)	(7, 1.996733158191437e-06)	(8, 2.662310877588583e-06)	(9, 1.996733158191437e-06)	(10, 9.318088071560041e-07)	(15, 9.318088071560041e-07)	(20, 1.3311554387942915e-07)	(25, 2.662310877588583e-07)	(30, 1.3311554387942916e-06)	(35, 1.3311554387942915e-07)	(40, 2.662310877588583e-07)	(45, 2.662310877588583e-07)	(50, 1.3311554387942915e-07)	(55, 6.655777193971458e-07)	(60, 1.3311554387942915e-07)	(65, 6.655777193971458e-07)	(70, 5.324621755177166e-07)	(75, 1.3311554387942915e-07)	(80, 5.324621755177166e-07)	(85, 0.0)	(90, 2.662310877588583e-07)	(95, 1.3311554387942915e-07)	(100, 2.662310877588583e-07)	(105, 0.006618504841685218)	(110, 0.0)	(115, 0.00014988810240823723)	(120, 0.002441072843660972)	(125, 0.003998790938138052)	(130, 1.3311554387942915e-07)	(135, 1.3311554387942916e-06)	(140, 2.1298487020708664e-06)	(145, 2.089914038907038e-05)	(150, 1.996733158191437e-06)
563_R1	(1, 0.0016720028751655762)	(2, 0.001431392980601681)	(3, 0.00030477253311426695)	(4, 0.00020758500707473293)	(5, 0.00020569787064678082)	(6, 0.00019531862029304419)	(7, 0.00013115598174267217)	(8, 0.00011794602674700734)	(9, 9.246968496965376e-05)	(10, 9.379068046922025e-05)	(15, 5.3217247268249715e-05)	(20, 9.982951703866702e-05)	(25, 0.00014851763687983164)	(30, 0.00863440401245212)	(35, 6.28416430508055e-05)	(40, 6.28416430508055e-05)	(45, 4.982040169793591e-05)	(50, 3.019418284723388e-05)	(55, 3.491202391711417e-05)	(60, 3.3779742060342904e-05)	(65, 2.9250614633257822e-05)	(70, 2.9439328276053036e-05)	(75, 5.812380198092522e-05)	(80, 3.6987873987861504e-05)	(85, 2.8495760062076974e-05)	(90, 5.283981998265929e-05)	(95, 4.4725133342465185e-05)	(100, 9.605524418276277e-05)	(105, 0.0019475247936465853)	(110, 9.454553504040109e-05)	(115, 0.000330626302177211)	(120, 0.0026161372300700205)	(125, 0.0001700309921584858)	(130, 0.0002460825902049561)	(135, 0.00014700792773746996)	(140, 0.005385321224446958)	(145, 0.002842971028709865)	(150, 0.0008643084840020698)
563_R2	(1, 4.434770605687476e-05)	(2, 4.434770605687476e-05)	(3, 0.0)	(4, 9.435682139760588e-07)	(5, 9.435682139760588e-07)	(6, 9.435682139760588e-07)	(7, 0.0)	(8, 9.435682139760588e-07)	(9, 9.435682139760588e-07)	(10, 7.548545711808471e-07)	(15, 9.435682139760588e-07)	(20, 0.001811839684476828)	(25, 0.0)	(30, 1.8871364279521177e-07)	(35, 0.0)	(40, 0.0)	(45, 0.0)	(50, 5.661409283856352e-07)	(55, 0.0)	(60, 0.0)	(65, 1.8871364279521177e-07)	(70, 7.548545711808471e-07)	(75, 1.8871364279521177e-07)	(80, 0.0)	(85, 7.548545711808471e-07)	(90, 1.8871364279521177e-07)	(95, 0.0)	(100, 3.7742728559042353e-07)	(105, 0.006182258937971137)	(110, 3.7742728559042353e-07)	(115, 0.00042536055086040726)	(120, 0.002231350112410584)	(125, 0.0035296999748416404)	(130, 4.982040169793591e-05)	(135, 6.114322026564861e-05)	(140, 0.00012228644053129722)	(145, 1.2077673138893553e-05)	(150, 0.0)
564_R1	(1, 0.0006514738884175883)	(2, 0.000350035869482434)	(3, 0.0002955274695442689)	(4, 0.0002521834406777761)	(5, 0.00022722778769403786)	(6, 0.0001700924769154792)	(7, 0.00013397245286006856)	(8, 0.00015367428416301982)	(9, 9.456879025416604e-05)	(10, 9.233591603983156e-05)	(15, 5.47710910222045e-05)	(20, 0.00010113606735514978)	(25, 0.00015682657717149202)	(30, 0.008982064891015478)	(35, 6.987582835446712e-05)	(40, 7.00071738964868e-05)	(45, 4.977996042545684e-05)	(50, 2.4561616357679234e-05)	(55, 3.0603511290584284e-05)	(60, 4.0060390316000894e-05)	(65, 2.4561616357679234e-05)	(70, 2.1277977807187358e-05)	(75, 4.662766741698464e-05)	(80, 3.309907658895811e-05)	(85, 3.1522930084722016e-05)	(90, 5.1750143555751966e-05)	(95, 4.268730115639439e-05)	(100, 0.0001116437107167238)	(105, 0.002086949317150617)	(110, 7.460426786717543e-05)	(115, 9.430609917012667e-05)	(120, 0.002827738174141584)	(125, 0.00017442687980212846)	(130, 0.00025967013657289756)	(135, 0.00012333346395647488)	(140, 0.005960329351310834)	(145, 0.003185786121687219)	(150, 0.001010047218131301)
564_R2	(1, 1.3134554201967506e-06)	(2, 3.940366260590252e-06)	(3, 3.283638550491876e-06)	(4, 1.3134554201967506e-06)	(5, 3.283638550491876e-06)	(6, 0.0)	(7, 5.253821680787002e-06)	(8, 4.597093970688627e-06)	(9, 5.9105493908853775e-06)	(10, 2.2328742143344756e-06)	(15, 6.567277100983753e-07)	(20, 3.940366260590251e-07)	(25, 2.6269108403935007e-07)	(30, 3.940366260590251e-07)	(35, 0.0)	(40, 2.6269108403935007e-07)	(45, 0.0)	(50, 1.3134554201967504e-07)	(55, 2.6269108403935007e-07)	(60, 5.253821680787001e-07)	(65, 2.6269108403935007e-07)	(70, 1.0507643361574003e-06)	(75, 3.940366260590251e-07)	(80, 1.3134554201967504e-07)	(85, 0.0)	(90, 2.6269108403935007e-07)	(95, 0.0)	(100, 1.0507643361574003e-06)	(105, 0.006481902498670963)	(110, 1.3134554201967504e-07)	(115, 0.00014474278730568192)	(120, 0.0023128636494244583)	(125, 0.0038355525180585512)	(130, 2.6269108403935007e-07)	(135, 7.880732521180502e-07)	(140, 3.940366260590251e-07)	(145, 1.720626600457743e-05)	(150, 0.0)
