Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
557_R1	(1, 36.69166788545707)	(2, 36.051411200847696)	(3, 36.10213413493753)	(4, 36.141321507783275)	(5, 36.04795139327752)	(6, 35.95777921110651)	(7, 35.9210793875695)	(8, 36.012478728609246)	(9, 35.962125025125815)	(10, 35.95020241612225)	(15, 35.90438969374065)	(20, 35.88319520193933)	(25, 35.82149012129678)	(30, 35.788856504327484)	(35, 35.725891686605884)	(40, 35.6808926223821)	(45, 35.63533297446394)	(50, 35.56326998302013)	(55, 35.50743636158184)	(60, 35.48356356194226)	(65, 35.43929252639032)	(70, 35.35296518719722)	(75, 35.251691066376864)	(80, 35.206823327703866)	(85, 35.13260067124344)	(90, 35.08015747370933)	(95, 34.98752883077693)	(100, 34.86066849736227)	(105, 34.80730326215608)	(110, 34.68565298739004)	(115, 34.61856035116322)	(120, 34.50806839192941)	(125, 34.42943032380798)	(130, 34.310437008311176)	(135, 34.25610831888235)	(140, 34.0941552844928)	(145, 34.01178754622815)	(150, 33.925848162966254)
557_R2	(1, 35.854918693966745)	(2, 35.69632307405281)	(3, 35.71883793319587)	(4, 35.71334712044719)	(5, 35.653584994794834)	(6, 35.56983239429575)	(7, 35.53161839859206)	(8, 35.57911200635354)	(9, 35.49064114342609)	(10, 35.412058887030334)	(15, 35.272466907349596)	(20, 35.153856046484805)	(25, 35.03123541637109)	(30, 34.862669057553944)	(35, 34.76534417045717)	(40, 34.617038268428836)	(45, 34.528913997150894)	(50, 34.306215135230524)	(55, 34.18490053118571)	(60, 33.974927162504684)	(65, 33.900996277443326)	(70, 33.78314384776873)	(75, 33.54590353138652)	(80, 33.30008865128038)	(85, 33.18384052491541)	(90, 32.93223668875887)	(95, 32.79362267281405)	(100, 32.51214357894336)	(105, 32.30643648738649)	(110, 32.04594327206626)	(115, 31.77479709957394)	(120, 31.556919714777894)	(125, 31.263445902089092)	(130, 31.001059506449177)	(135, 30.74999364769817)	(140, 30.430696569995483)	(145, 30.10407347684167)	(150, 29.92709725026184)
558_R1	(1, 36.76474722205899)	(2, 36.11496040818065)	(3, 36.15297423671331)	(4, 36.173494778661706)	(5, 36.08763893591467)	(6, 35.99583365590686)	(7, 35.95845768348371)	(8, 36.060087806845154)	(9, 36.006281695763576)	(10, 35.993542112245635)	(15, 35.952987318429976)	(20, 35.93296741370032)	(25, 35.87606297847758)	(30, 35.84562915206535)	(35, 35.785974548249385)	(40, 35.74362064607357)	(45, 35.699519956185966)	(50, 35.63299266926404)	(55, 35.57560776427477)	(60, 35.5568359734616)	(65, 35.51114584955917)	(70, 35.429007572627235)	(75, 35.325022794677515)	(80, 35.286136047987746)	(85, 35.20851484506677)	(90, 35.160496780327584)	(95, 35.06517039188564)	(100, 34.941142591177936)	(105, 34.88385071483847)	(110, 34.76363607674732)	(115, 34.693847170416134)	(120, 34.58379273710553)	(125, 34.5022790588999)	(130, 34.383079010148556)	(135, 34.32389135132967)	(140, 34.160192709309804)	(145, 34.07485851225671)	(150, 33.98975559342491)
558_R2	(1, 36.36281449364041)	(2, 36.1272944382728)	(3, 36.171593685767064)	(4, 36.186176970520044)	(5, 36.14142656314466)	(6, 36.069736159730326)	(7, 36.01618887698088)	(8, 36.072895336006574)	(9, 35.98823472532748)	(10, 35.94615643618905)	(15, 35.84381510583054)	(20, 35.74873832711349)	(25, 35.661879125249)	(30, 35.524854705111835)	(35, 35.45905618095956)	(40, 35.33968353127688)	(45, 35.27759815018464)	(50, 35.097799650594574)	(55, 35.00445657631809)	(60, 34.83368490893788)	(65, 34.78014392531094)	(70, 34.68727740639072)	(75, 34.49267805203523)	(80, 34.28897390216959)	(85, 34.194750214608554)	(90, 33.98309241987973)	(95, 33.86834283798166)	(100, 33.63840078617775)	(105, 33.465530015505294)	(110, 33.24287417518339)	(115, 33.00703460879682)	(120, 32.81582616909195)	(125, 32.55931958128557)	(130, 32.32513304642167)	(135, 32.102990436899795)	(140, 31.816934255007503)	(145, 31.521231873311155)	(150, 31.359904017664903)
559_R1	(1, 36.35909323704309)	(2, 35.54160909467339)	(3, 35.64849839215005)	(4, 35.668778970920656)	(5, 35.5461710487335)	(6, 35.44639990564867)	(7, 35.3410301432783)	(8, 35.47109542217334)	(9, 35.41049695659065)	(10, 35.39805273980711)	(15, 35.341972625703896)	(20, 35.32642007667107)	(25, 35.265988367457894)	(30, 35.241501182034526)	(35, 35.18515419952013)	(40, 35.14900653408358)	(45, 35.10897244542999)	(50, 35.053521481009476)	(55, 35.0032810813335)	(60, 34.991765259280825)	(65, 34.95825533383618)	(70, 34.88835621882422)	(75, 34.8029647730261)	(80, 34.77527835563323)	(85, 34.71357211222586)	(90, 34.67895605706251)	(95, 34.604665839454626)	(100, 34.49796299354222)	(105, 34.45576249365833)	(110, 34.36260910891101)	(115, 34.31309256482159)	(120, 34.2266466409023)	(125, 34.169232997852575)	(130, 34.07649634753561)	(135, 34.04051981371938)	(140, 33.914066743192336)	(145, 33.85701656222844)	(150, 33.794924685004105)
559_R2	(1, 36.285159564072245)	(2, 35.81821673970297)	(3, 35.95107091814244)	(4, 36.028815015414224)	(5, 35.992221700370635)	(6, 35.95097660073633)	(7, 35.8355605380788)	(8, 35.95145236822159)	(9, 35.888617457848184)	(10, 35.88891187020314)	(15, 35.81802898366174)	(20, 35.76461137600883)	(25, 35.71303361493803)	(30, 35.63065361223737)	(35, 35.59282733007084)	(40, 35.522815889960974)	(45, 35.487796457029596)	(50, 35.37642431129662)	(55, 35.31764000876407)	(60, 35.21251750497023)	(65, 35.18466612595804)	(70, 35.12951244768153)	(75, 35.00652157723654)	(80, 34.877024667276565)	(85, 34.820802849984524)	(90, 34.68703767932495)	(95, 34.62096665158238)	(100, 34.47412531180091)	(105, 34.36465655884511)	(110, 34.22538331514197)	(115, 34.06807511257215)	(120, 33.93881558896824)	(125, 33.77120806463561)	(130, 33.610661616166645)	(135, 33.47087928390867)	(140, 33.27834860963055)	(145, 33.0814546732718)	(150, 32.97369971962171)
560_R1	(1, 36.7265123042115)	(2, 35.9897990649788)	(3, 36.06680713082106)	(4, 36.15898415858048)	(5, 36.064589525148186)	(6, 35.992387649649935)	(7, 35.93517526195455)	(8, 36.02081936612519)	(9, 35.990266148262315)	(10, 35.98151832365389)	(15, 35.939166086177295)	(20, 35.92011365876721)	(25, 35.868969205411986)	(30, 35.84204788737783)	(35, 35.78968687805142)	(40, 35.75211536768129)	(45, 35.71598079882348)	(50, 35.655678929900716)	(55, 35.60831328682688)	(60, 35.591411676158216)	(65, 35.553501328239534)	(70, 35.48188974586117)	(75, 35.396229855277724)	(80, 35.35953260164651)	(85, 35.29555033867837)	(90, 35.253643867323376)	(95, 35.173055344542604)	(100, 35.063778684185294)	(105, 35.017451018466225)	(110, 34.91310886342158)	(115, 34.855790506209786)	(120, 34.761575206154475)	(125, 34.69286995015465)	(130, 34.59117970475889)	(135, 34.54361847201427)	(140, 34.403638230737535)	(145, 34.33220559924847)	(150, 34.26088013013797)
560_R2	(1, 36.511188085211465)	(2, 36.109888301283526)	(3, 36.18582441419643)	(4, 36.267665586392454)	(5, 36.21509070857017)	(6, 36.16136810099413)	(7, 36.09609014909965)	(8, 36.14828978608026)	(9, 36.09477423826543)	(10, 36.06384211585101)	(15, 35.96944734735631)	(20, 35.89141510322511)	(25, 35.81351925964778)	(30, 35.7031390689956)	(35, 35.640231987970004)	(40, 35.543282888448424)	(45, 35.48636375757415)	(50, 35.33470094999441)	(55, 35.25179919735131)	(60, 35.107795325304835)	(65, 35.056552633905206)	(70, 34.974529172848776)	(75, 34.80920546373774)	(80, 34.63155612211905)	(85, 34.54782888048348)	(90, 34.36486634010655)	(95, 34.2621727898073)	(100, 34.062212349475)	(105, 33.910340417608566)	(110, 33.71439329790336)	(115, 33.50715986118466)	(120, 33.33440010357358)	(125, 33.10767535583143)	(130, 32.89748845027667)	(135, 32.70375723604688)	(140, 32.44784390135344)	(145, 32.18712410392118)	(150, 32.04287088168807)
561_R1	(1, 36.68416829587811)	(2, 35.82519919236163)	(3, 35.94151200766275)	(4, 36.055072251033195)	(5, 35.964080565834294)	(6, 35.90661668562359)	(7, 35.83538609520301)	(8, 35.92538111400663)	(9, 35.90641760861687)	(10, 35.905435499266616)	(15, 35.863300156399255)	(20, 35.85179212179894)	(25, 35.80749297456259)	(30, 35.7902384095677)	(35, 35.74768314765896)	(40, 35.72175215023973)	(45, 35.69450881456774)	(50, 35.6496452171665)	(55, 35.61206746156865)	(60, 35.60544949005333)	(65, 35.57930773970463)	(70, 35.5230868812582)	(75, 35.45539596699443)	(80, 35.43177419166643)	(85, 35.38169139337655)	(90, 35.353993627322524)	(95, 35.29179408810664)	(100, 35.2033098775336)	(105, 35.17050505303352)	(110, 35.08995161947256)	(115, 35.04832759426763)	(120, 34.974396505677575)	(125, 34.92529023957898)	(130, 34.84535970051187)	(135, 34.81453651605362)	(140, 34.70308702220798)	(145, 34.65142956763641)	(150, 34.596028093375466)
561_R2	(1, 36.723299217122324)	(2, 36.110081838304076)	(3, 36.231460445734335)	(4, 36.35386770830066)	(5, 36.31330819176644)	(6, 36.28407509040767)	(7, 36.19969134197971)	(8, 36.261530185654614)	(9, 36.22563056729395)	(10, 36.21983316425292)	(15, 36.15618396105505)	(20, 36.10249940657748)	(25, 36.05793627036483)	(30, 35.981949051908536)	(35, 35.94810364007731)	(40, 35.88477133962071)	(45, 35.85467519588444)	(50, 35.7525320466771)	(55, 35.70038835806829)	(60, 35.60481154926727)	(65, 35.57741472588319)	(70, 35.526616202977365)	(75, 35.41437773204669)	(80, 35.29273034930132)	(85, 35.23853006617087)	(90, 35.112660887980134)	(95, 35.04616285282204)	(100, 34.90826477298843)	(105, 34.80232858488962)	(110, 34.66531649027871)	(115, 34.514435718838946)	(120, 34.38723556699629)	(125, 34.223482675107014)	(130, 34.06411555542055)	(135, 33.92348076794904)	(140, 33.730209912472716)	(145, 33.53292553200405)	(150, 33.42140089729874)
562_R1	(1, 36.4574327905942)	(2, 35.76725678961489)	(3, 35.87177267853247)	(4, 35.92892477902853)	(5, 35.8501982429893)	(6, 35.77309753361257)	(7, 35.69959272766888)	(8, 35.80533031111352)	(9, 35.75791293037403)	(10, 35.75906062863256)	(15, 35.71645924181087)	(20, 35.69837669987052)	(25, 35.64771489131774)	(30, 35.62101472328467)	(35, 35.57272682812136)	(40, 35.53427395128347)	(45, 35.501298697875725)	(50, 35.44416632110981)	(55, 35.400601981768304)	(60, 35.384228845746996)	(65, 35.35525523061888)	(70, 35.285495577256015)	(75, 35.20536696181622)	(80, 35.17428932107039)	(85, 35.11599512248673)	(90, 35.0785711249729)	(95, 35.00703033238672)	(100, 34.90330386922825)	(105, 34.862459425217466)	(110, 34.768483794120996)	(115, 34.718325054500504)	(120, 34.63106131811784)	(125, 34.57241412905954)	(130, 34.47903706931115)	(135, 34.43964589028987)	(140, 34.31181458756538)	(145, 34.24928185428674)	(150, 34.18449846994997)
562_R2	(1, 36.075151911125886)	(2, 35.7315026467297)	(3, 35.83857615780539)	(4, 35.87432398435802)	(5, 35.83563155544967)	(6, 35.78572088729444)	(7, 35.71037003498822)	(8, 35.78257404914868)	(9, 35.716485236614275)	(10, 35.68163773970498)	(15, 35.59071040930407)	(20, 35.51155086437447)	(25, 35.43661553223848)	(30, 35.321484289696855)	(35, 35.264231154502994)	(40, 35.16466956255982)	(45, 35.11229097614919)	(50, 34.95848748900915)	(55, 34.87699192469196)	(60, 34.730900099220335)	(65, 34.687619141573265)	(70, 34.609403118287524)	(75, 34.440646045941875)	(80, 34.26576459498458)	(85, 34.1860154613438)	(90, 34.004189355157294)	(95, 33.9094186408911)	(100, 33.707226050839736)	(105, 33.55714109982751)	(110, 33.36730855292528)	(115, 33.16125694991263)	(120, 32.99376917554368)	(125, 32.7721087074245)	(130, 32.56627024369609)	(135, 32.37732839419645)	(140, 32.12961863448291)	(145, 31.873303958548775)	(150, 31.73286069816414)
563_R1	(1, 36.53465220769156)	(2, 35.85825860768452)	(3, 35.934560175822234)	(4, 35.984328058513384)	(5, 35.89813680095407)	(6, 35.81446647459203)	(7, 35.77702228158021)	(8, 35.848027214469916)	(9, 35.7999258053442)	(10, 35.80482195438661)	(15, 35.760685343410564)	(20, 35.73155963078893)	(25, 35.6755183121633)	(30, 35.64586967592461)	(35, 35.5920319098918)	(40, 35.54724719210376)	(45, 35.505103802929966)	(50, 35.443191551924286)	(55, 35.392980141219894)	(60, 35.374176085435344)	(65, 35.32917931390116)	(70, 35.2528227319623)	(75, 35.16122980680281)	(80, 35.12670952410109)	(85, 35.05376367516951)	(90, 35.01094693307259)	(95, 34.92610096978149)	(100, 34.81441161742321)	(105, 34.76334953656978)	(110, 34.65775573866629)	(115, 34.59421213370411)	(120, 34.499089072641254)	(125, 34.42558382740688)	(130, 34.3220019452791)	(135, 34.27207235386744)	(140, 34.12793540981182)	(145, 34.05607257149201)	(150, 33.983422987882534)
563_R2	(1, 36.08256667236488)	(2, 35.78325458737625)	(3, 35.84860588598418)	(4, 35.87193460045675)	(5, 35.825025578483036)	(6, 35.75775671337225)	(7, 35.72465203775492)	(8, 35.75834414119955)	(9, 35.678109648646426)	(10, 35.643946098892236)	(15, 35.5317743491717)	(20, 35.43847758891977)	(25, 35.345562943600314)	(30, 35.21672448239362)	(35, 35.14273753615034)	(40, 35.02830344010157)	(45, 34.96098617748996)	(50, 34.78927306551792)	(55, 34.6941660658732)	(60, 34.52964693875947)	(65, 34.475277732462914)	(70, 34.375201753519626)	(75, 34.18965440672446)	(80, 33.99419728571469)	(85, 33.89553116375108)	(90, 33.69759195824741)	(95, 33.58127402825943)	(100, 33.359530674454355)	(105, 33.18864567380248)	(110, 32.9765699802697)	(115, 32.748239465421804)	(120, 32.561929147481685)	(125, 32.321267245324975)	(130, 32.08856846633338)	(135, 31.880372823427564)	(140, 31.605009964127515)	(145, 31.323159486456962)	(150, 31.16993672969391)
564_R1	(1, 36.42019256714396)	(2, 35.72564905696626)	(3, 35.82388335323251)	(4, 35.85340050554505)	(5, 35.758392397289214)	(6, 35.67434215207661)	(7, 35.609716874898936)	(8, 35.718888038623525)	(9, 35.664535473603685)	(10, 35.648790533143966)	(15, 35.60514263636601)	(20, 35.57959624498594)	(25, 35.5232955326774)	(30, 35.48801321210062)	(35, 35.433282943272864)	(40, 35.384075078057506)	(45, 35.346001331095124)	(50, 35.27694733836435)	(55, 35.226660374952516)	(60, 35.2060806300467)	(65, 35.170986841547474)	(70, 35.08959824675768)	(75, 34.995439619735215)	(80, 34.96056243579624)	(85, 34.891693122778285)	(90, 34.84997989592297)	(95, 34.76657917805785)	(100, 34.6493816931595)	(105, 34.60204098363126)	(110, 34.4958635709652)	(115, 34.43769340048217)	(120, 34.34052056139265)	(125, 34.27258714446707)	(130, 34.16890340835049)	(135, 34.12433601791143)	(140, 33.98245650431629)	(145, 33.91151908087227)	(150, 33.84037679384599)
564_R2	(1, 35.7721402826342)	(2, 35.50299194308714)	(3, 35.60623531175117)	(4, 35.61113180131762)	(5, 35.56646647570207)	(6, 35.509602294958626)	(7, 35.44725156136849)	(8, 35.51875080748776)	(9, 35.44002249318676)	(10, 35.38417895924669)	(15, 35.28657118252933)	(20, 35.19255473048883)	(25, 35.1096888582381)	(30, 34.974157914341546)	(35, 34.91245236450182)	(40, 34.79662047132311)	(45, 34.74164804203299)	(50, 34.56446683964744)	(55, 34.47673217860506)	(60, 34.3117653879134)	(65, 34.26911974693602)	(70, 34.18561012916855)	(75, 33.997838791853766)	(80, 33.80639823670186)	(85, 33.724818054737185)	(90, 33.527177745699255)	(95, 33.43007288055465)	(100, 33.20822553033045)	(105, 33.05071056854632)	(110, 32.84846772783225)	(115, 32.63043146964583)	(120, 32.46076984157147)	(125, 32.22759308854241)	(130, 32.01697188645212)	(135, 31.82166403387812)	(140, 31.565421690214986)	(145, 31.3005333292301)	(150, 31.156481085857763)
