0	0
1	0
2	0
3	0
4	0
5	0
6	1
7	1
8	5
9	2
10	3
11	4
12	16
13	10
14	26
15	29
16	81
17	47
18	150
19	88
20	247
21	160
22	467
23	279
24	689
25	406
26	944
27	587
28	1194
29	669
30	1475
31	708
32	1572
33	804
34	1724
35	917
36	2063
37	1043
38	2515
39	1394
40	3146
41	1920
42	4514
43	2609
44	6165
45	3597
46	8402
47	4793
48	10433
49	5804
50	12081
51	6344
52	12497
53	6124
54	11811
55	5552
56	10335
57	4556
58	8174
59	3516
60	6191
61	2812
62	4914
63	2163
64	4105
65	1886
66	3793
67	1863
68	3492
69	1725
70	3317
71	1560
72	2675
73	1164
74	1904
75	740
76	1230
77	422
78	618
79	200
80	265
81	94
82	105
83	28
84	16
85	8
86	15
87	2
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
