0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	4
11	4
12	12
13	13
14	45
15	40
16	129
17	97
18	357
19	269
20	757
21	512
22	1354
23	950
24	2530
25	1605
26	4048
27	2490
28	5853
29	3205
30	7178
31	3949
32	8505
33	4431
34	9691
35	4976
36	10200
37	4929
38	9855
39	4945
40	9342
41	4374
42	8149
43	3882
44	7348
45	3460
46	6620
47	3225
48	6229
49	2939
50	5751
51	2730
52	5121
53	2210
54	3901
55	1666
56	2749
57	1124
58	1907
59	844
60	1505
61	772
62	1455
63	767
64	1628
65	870
66	1934
67	1099
68	2182
69	1043
70	2053
71	1052
72	1864
73	831
74	1397
75	613
76	921
77	345
78	509
79	184
80	225
81	67
82	88
83	26
84	18
85	16
86	22
87	4
88	6
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
