0	0
1	0
2	0
3	0
4	0
5	0
6	2
7	1
8	8
9	3
10	14
11	15
12	46
13	34
14	103
15	66
16	209
17	121
18	387
19	240
20	585
21	352
22	809
23	496
24	1154
25	786
26	1619
27	957
28	2136
29	1131
30	2370
31	1246
32	2537
33	1332
34	2909
35	1534
36	3154
37	1525
38	3290
39	1702
40	3602
41	1845
42	3905
43	2164
44	4537
45	2510
46	5400
47	2899
48	6237
49	3349
50	6895
51	3621
52	7153
53	3529
54	6958
55	3209
56	6024
57	2889
58	5499
59	2669
60	5148
61	2555
62	5195
63	2711
64	5582
65	3032
66	6242
67	3190
68	6762
69	3400
70	6873
71	3359
72	6410
73	3011
74	5296
75	2276
76	3885
77	1557
78	2404
79	842
80	1200
81	389
82	490
83	150
84	165
85	35
86	50
87	7
88	11
89	3
90	2
91	1
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
