0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	5
9	0
10	10
11	9
12	25
13	16
14	83
15	75
16	232
17	160
18	473
19	299
20	836
21	589
22	1407
23	878
24	2060
25	1274
26	2920
27	1589
28	3549
29	1768
30	3883
31	1962
32	4141
33	2140
34	4422
35	2233
36	4511
37	2281
38	4795
39	2367
40	4783
41	2432
42	5265
43	2826
44	6133
45	3249
46	7029
47	3756
48	8015
49	4147
50	8128
51	3949
52	7656
53	3505
54	6217
55	2884
56	4813
57	2162
58	4008
59	1866
60	3537
61	1735
62	3627
63	1824
64	3955
65	2025
66	4349
67	2263
68	4545
69	2317
70	4636
71	2257
72	4328
73	2003
74	3572
75	1497
76	2642
77	1030
78	1676
79	584
80	842
81	299
82	340
83	113
84	109
85	34
86	28
87	8
88	7
89	1
90	2
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
