0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	3
13	1
14	11
15	8
16	38
17	35
18	113
19	76
20	247
21	197
22	569
23	394
24	1138
25	780
26	1946
27	1238
28	2902
29	1586
30	3845
31	2128
32	4523
33	2394
34	5228
35	2720
36	5627
37	2861
38	5829
39	2971
40	6112
41	2950
42	6178
43	3241
44	6770
45	3381
46	7464
47	4034
48	8361
49	4403
50	8997
51	4602
52	9115
53	4391
54	7963
55	3740
56	6634
57	3121
58	5470
59	2339
60	4565
61	2142
62	4010
63	1880
64	3726
65	1888
66	3527
67	1752
68	3323
69	1627
70	2985
71	1370
72	2348
73	980
74	1644
75	713
76	1068
77	433
78	574
79	196
80	265
81	101
82	111
83	27
84	38
85	12
86	12
87	5
88	3
89	0
90	0
91	0
92	0
93	0
94	1
95	0
96	0
97	0
98	0
99	0
100	0
