0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	1
13	1
14	0
15	2
16	11
17	5
18	28
19	25
20	62
21	39
22	127
23	92
24	227
25	159
26	366
27	252
28	532
29	376
30	743
31	414
32	956
33	513
34	1199
35	612
36	1318
37	729
38	1595
39	805
40	1876
41	1105
42	2284
43	1247
44	2898
45	1583
46	3505
47	1938
48	4291
49	2314
50	4807
51	2532
52	5393
53	2793
54	5608
55	2837
56	5933
57	3084
58	6462
59	3422
60	7126
61	3855
62	8400
63	4470
64	9293
65	5111
66	10829
67	5626
68	11179
69	5662
70	10861
71	5137
72	9267
73	4291
74	7101
75	2847
76	4696
77	1752
78	2438
79	827
80	1122
81	302
82	414
83	93
84	120
85	27
86	35
87	11
88	6
89	1
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
