0	0
1	0
2	0
3	0
4	0
5	1
6	2
7	1
8	8
9	2
10	30
11	9
12	45
13	22
14	135
15	75
16	231
17	152
18	379
19	294
20	684
21	412
22	943
23	635
24	1486
25	897
26	2044
27	1213
28	2740
29	1487
30	3162
31	1665
32	3598
33	1920
34	3916
35	2050
36	3984
37	2110
38	4226
39	2110
40	4234
41	2128
42	4409
43	2321
44	4925
45	2487
46	5403
47	2746
48	5544
49	2806
50	5607
51	2771
52	5203
53	2509
54	4790
55	2267
56	4574
57	2309
58	4473
59	2330
60	4909
61	2513
62	5472
63	2962
64	6129
65	3285
66	7113
67	3577
68	7296
69	3737
70	7304
71	3441
72	6638
73	2916
74	5074
75	2094
76	3427
77	1315
78	1857
79	687
80	885
81	262
82	323
83	95
84	109
85	34
86	32
87	2
88	6
89	0
90	2
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
