0	0
1	0
2	0
3	1
4	2
5	4
6	7
7	33
8	104
9	91
10	283
11	208
12	534
13	378
14	912
15	591
16	1474
17	877
18	2095
19	1217
20	2733
21	1609
22	3735
23	2187
24	5094
25	2856
26	6606
27	3685
28	8013
29	4237
30	8867
31	4562
32	9169
33	4647
34	9611
35	4746
36	9597
37	4640
38	8859
39	4227
40	8012
41	3665
42	6812
43	3164
44	5680
45	2509
46	4963
47	2309
48	4520
49	2335
50	4552
51	2398
52	4562
53	2168
54	3853
55	1844
56	3177
57	1364
58	2143
59	925
60	1554
61	693
62	1203
63	499
64	954
65	455
66	812
67	457
68	785
69	383
70	664
71	306
72	509
73	247
74	350
75	145
76	209
77	91
78	104
79	33
80	55
81	11
82	16
83	3
84	12
85	2
86	2
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
