0	0
1	0
2	0
3	0
4	0
5	0
6	1
7	0
8	1
9	0
10	2
11	2
12	4
13	1
14	15
15	15
16	56
17	46
18	151
19	131
20	381
21	289
22	878
23	610
24	1776
25	1176
26	3217
27	2076
28	5301
29	3065
30	6785
31	3850
32	8734
33	4889
34	10296
35	5423
36	11418
37	5970
38	11667
39	5763
40	11050
41	5328
42	9562
43	4293
44	8199
45	3691
46	6835
47	3303
48	5751
49	2699
50	4936
51	2333
52	4115
53	1784
54	3168
55	1410
56	2274
57	931
58	1693
59	782
60	1529
61	813
62	1560
63	780
64	1735
65	994
66	1983
67	1101
68	2146
69	1051
70	1965
71	912
72	1572
73	689
74	1084
75	405
76	617
77	216
78	316
79	109
80	120
81	42
82	44
83	20
84	20
85	20
86	26
87	2
88	2
89	1
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
