0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	1
9	0
10	4
11	1
12	10
13	11
14	30
15	39
16	125
17	120
18	368
19	279
20	783
21	596
22	1523
23	1080
24	2851
25	1768
26	4563
27	2839
28	6802
29	3820
30	8463
31	4448
32	9878
33	5066
34	11008
35	5722
36	11205
37	5508
38	11198
39	5231
40	10128
41	4666
42	8389
43	3773
44	6993
45	3076
46	5662
47	2625
48	4616
49	2123
50	3948
51	1738
52	3123
53	1399
54	2468
55	1072
56	1812
57	851
58	1585
59	704
60	1435
61	729
62	1452
63	816
64	1710
65	895
66	1919
67	1043
68	2135
69	1076
70	2082
71	1003
72	1829
73	787
74	1501
75	643
76	1028
77	386
78	631
79	218
80	302
81	69
82	101
83	30
84	35
85	16
86	27
87	7
88	3
89	1
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
