0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	1
8	2
9	2
10	7
11	11
12	15
13	11
14	39
15	54
16	129
17	95
18	289
19	207
20	514
21	323
22	880
23	504
24	1238
25	690
26	1579
27	853
28	1822
29	862
30	1900
31	983
32	1989
33	1042
34	2206
35	1108
36	2406
37	1281
38	2729
39	1535
40	3453
41	2026
42	4907
43	2718
44	6488
45	3655
46	8509
47	4833
48	10336
49	5440
50	11058
51	5533
52	10710
53	4849
54	8631
55	3821
56	6581
57	2748
58	5144
59	2306
60	4295
61	2012
62	4090
63	2062
64	4223
65	2203
66	4409
67	2329
68	4785
69	2436
70	4768
71	2283
72	4305
73	1989
74	3512
75	1574
76	2637
77	1020
78	1632
79	595
80	812
81	296
82	361
83	94
84	129
85	38
86	36
87	5
88	13
89	4
90	1
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
