0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	1
11	0
12	2
13	2
14	8
15	10
16	40
17	32
18	106
19	71
20	210
21	149
22	393
23	265
24	726
25	442
26	1133
27	703
28	1597
29	957
30	2008
31	1058
32	2389
33	1244
34	2551
35	1435
36	3088
37	1553
38	3445
39	1867
40	4235
41	2338
42	5360
43	3248
44	7193
45	4114
46	9196
47	4879
48	10005
49	5057
50	9936
51	4741
52	8646
53	3936
54	6949
55	2979
56	5336
57	2406
58	4546
59	2185
60	4470
61	2347
62	4720
63	2349
64	5085
65	2675
66	5638
67	2798
68	5643
69	2697
70	5477
71	2536
72	4718
73	2129
74	3630
75	1511
76	2487
77	993
78	1505
79	484
80	627
81	229
82	265
83	72
84	85
85	27
86	27
87	2
88	3
89	1
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
