0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	2
12	3
13	0
14	5
15	8
16	23
17	18
18	56
19	55
20	171
21	111
22	370
23	256
24	717
25	486
26	1177
27	770
28	1727
29	979
30	2271
31	1204
32	2787
33	1428
34	3067
35	1622
36	3429
37	1784
38	3639
39	1873
40	3905
41	2025
42	4427
43	2488
44	5370
45	2899
46	6344
47	3285
48	6985
49	3631
50	7380
51	3687
52	7250
53	3419
54	6362
55	3037
56	5613
57	2645
58	4972
59	2394
60	4973
61	2579
62	5369
63	2816
64	5809
65	3298
66	6700
67	3734
68	7445
69	3808
70	7331
71	3504
72	6430
73	2810
74	4955
75	2038
76	3261
77	1188
78	1700
79	573
80	736
81	231
82	311
83	89
84	99
85	21
86	24
87	3
88	8
89	0
90	0
91	0
92	1
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
