0	0
1	0
2	0
3	0
4	0
5	1
6	0
7	3
8	4
9	3
10	12
11	14
12	42
13	50
14	135
15	104
16	315
17	198
18	676
19	399
20	1118
21	722
22	1819
23	1171
24	2808
25	1787
26	4260
27	2493
28	5534
29	2968
30	6562
31	3412
32	6914
33	3722
34	7504
35	3756
36	7721
37	3812
38	7267
39	3655
40	6719
41	3237
42	5926
43	2723
44	5253
45	2420
46	4418
47	2041
48	3921
49	1818
50	3424
51	1597
52	2998
53	1413
54	2722
55	1272
56	2479
57	1235
58	2502
59	1299
60	2845
61	1537
62	3418
63	1903
64	4289
65	2395
66	5286
67	2790
68	5812
69	2864
70	5682
71	2695
72	4890
73	2126
74	3645
75	1524
76	2345
77	865
78	1217
79	419
80	559
81	159
82	199
83	52
84	60
85	19
86	19
87	3
88	5
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
