IID,FROH_maf005,FROH_maf010,delta_FROH
547,0,0,0
548,0.0030792965183939957,0.0012831797734874505,0.0017961167449065452
550,0.001051100934017203,0.001051100934017203,0
551,0.0010513833404473421,0.0010513833404473421,0
552,0,0,0
554,0,0,0
556,0,0,0
559,0,0,0
561,0,0,0
