Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72
558_R2	(1, 2.343296114526817e-06)	(2, 7.810987048422722e-07)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 7.810987048422722e-07)	(7, 7.810987048422722e-07)	(8, 1.5621974096845444e-06)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 3.905493524211361e-07)	(18, 1.5621974096845444e-06)	(20, 0.0)	(22, 3.905493524211361e-07)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 3.905493524211361e-07)	(36, 0.0)	(38, 0.0)	(40, 7.810987048422722e-07)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 3.905493524211361e-07)	(50, 7.811001325144186e-07)	(52, 3.90552804178312e-07)	(54, 0.0)	(56, 3.905581672592456e-07)	(58, 0.0)	(60, 0.0)	(62, 3.905674874118243e-07)	(64, 3.9057070151848807e-07)	(66, 0.0)	(68, 0.0)	(70, 3.9058293604864505e-07)	(72, 3.9058790482917927e-07)	(74, 0.0)	(76, 3.906001678994822e-07)	(78, 3.9060779952451545e-07)	(80, 0.0)	(82, 0.0)	(84, 7.8127863569312e-07)	(86, 0.0)	(88, 0.0)	(90, 3.9068748557972496e-07)	(92, 0.008729608376398176)	(94, 0.0043304944089480185)	(96, 3.9076040305888337e-07)	(98, 3.907916879201983e-07)	(100, 3.908281604164815e-07)	(102, 1.1726115878782622e-06)	(104, 3.5182710146679536e-06)	(106, 0.00022911017864311)	(108, 0.00045360171413897976)	(110, 0.007557774806024708)	(112, 0.003760126979003004)	(114, 0.0)	(116, 0.0)	(118, 7.830353573194708e-07)	(120, 1.1749780067616694e-06)	(122, 1.1754706637433809e-06)	(124, 7.840844591943277e-07)	(126, 1.177217475016453e-06)	(128, 3.930288241640724e-07)	(130, 0.0)	(132, 1.4166960080150993e-05)	(134, 7.088555572316489e-06)	(136, 0.0)
559_R1	(1, 6.145758740558441e-05)	(2, 4.499573363623144e-05)	(3, 5.267793206192949e-05)	(4, 4.828810439010204e-05)	(5, 4.115463442338242e-05)	(6, 6.913978583128247e-05)	(7, 7.078597120821775e-05)	(8, 7.737071271595894e-05)	(9, 0.00013334101553175902)	(10, 0.00017778802070901205)	(12, 0.00014266939933439238)	(14, 0.00015336960428447181)	(16, 0.021682456328073772)	(18, 0.00013224355861380218)	(20, 5.6244667045289303e-05)	(22, 6.4749958159455e-05)	(24, 5.377538897988635e-05)	(26, 8.093744769931875e-05)	(28, 5.295229629141871e-05)	(30, 5.0757382455504985e-05)	(32, 4.828810439010204e-05)	(34, 4.033154173491477e-05)	(36, 2.4418416424540235e-05)	(38, 2.0028588752712776e-05)	(40, 3.210061485023828e-05)	(42, 2.524150911300788e-05)	(44, 3.292370753870594e-05)	(46, 4.142899865287163e-05)	(48, 3.045442947330299e-05)	(50, 2.880841221440132e-05)	(52, 1.536483594426893e-05)	(54, 2.2498970473177027e-05)	(56, 2.4968845260517645e-05)	(58, 1.865836914356837e-05)	(60, 3.1280747826094356e-05)	(62, 3.183009315790196e-05)	(64, 3.402589838997983e-05)	(66, 1.7013278463205265e-05)	(68, 2.2501912086258852e-05)	(70, 3.238156637622185e-05)	(72, 2.3326319685301272e-05)	(74, 2.6071348840147166e-05)	(76, 2.771885440016628e-05)	(78, 3.4855683486922615e-05)	(80, 3.9523082755222936e-05)	(82, 2.6898962963457433e-05)	(84, 2.1136061899740646e-05)	(86, 3.184327425590661e-05)	(88, 6.561265148966058e-05)	(90, 3.733904657352817e-05)	(92, 0.0010757933215854395)	(94, 0.0020856294136016884)	(96, 1.0710838913357709e-05)	(98, 1.290959760105837e-05)	(100, 3.4888570575704816e-05)	(102, 4.038959373492448e-05)	(104, 4.864162785467821e-05)	(106, 0.00410490812600455)	(108, 0.002062575256022034)	(110, 1.5675720926405404e-05)	(112, 2.3383431059752613e-05)	(114, 5.5314727341407595e-05)	(116, 7.956585477760223e-05)	(118, 2.3964486020005816e-05)	(120, 3.803468561578958e-05)	(122, 5.2126299751702025e-05)	(124, 4.9691199424390395e-05)	(126, 3.4013175409993985e-05)	(128, 0.00438837915801249)	(130, 0.008749990925940481)	(132, 1.725818175323842e-05)	(134, 0.00025440440907306103)	(136, 0.0004936159946217831)
559_R2	(1, 0.0)	(2, 0.0)	(3, 5.487284589784323e-07)	(4, 5.487284589784323e-07)	(5, 2.194913835913729e-06)	(6, 2.194913835913729e-06)	(7, 1.6461853769352966e-06)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 2.743642294892161e-07)	(18, 1.6461853769352966e-06)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 2.743642294892161e-07)	(28, 0.0)	(30, 5.487284589784323e-07)	(32, 0.0)	(34, 0.0)	(36, 2.743642294892161e-07)	(38, 2.743642294892161e-07)	(40, 2.743642294892161e-07)	(42, 2.743642294892161e-07)	(44, 2.743642294892161e-07)	(46, 0.0)	(48, 2.743642294892161e-07)	(50, 0.0)	(52, 2.7437208323098e-07)	(54, 0.0)	(56, 2.7438288634207244e-07)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 2.7440246359629426e-07)	(66, 5.488156601958227e-07)	(68, 0.0)	(70, 0.0)	(72, 2.744275841259406e-07)	(74, 1.3721781263176084e-06)	(76, 5.488891353889008e-07)	(78, 2.744547754162097e-07)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 5.491060080584876e-07)	(92, 0.008056134596712798)	(94, 0.003991690725669904)	(96, 0.0)	(98, 0.0)	(100, 0.0)	(102, 5.495247398194751e-07)	(104, 3.297784426404318e-06)	(106, 0.00021550171214735928)	(108, 0.00043385966412696364)	(110, 0.00798219005745788)	(112, 0.003997596226214141)	(114, 8.256249842838843e-07)	(116, 2.7532846265719094e-07)	(118, 0.0)	(120, 0.0)	(122, 5.516614113653692e-07)	(124, 2.7611245916883466e-07)	(126, 5.532513114843085e-07)	(128, 2.776318382883828e-07)	(130, 5.559600968313477e-07)	(132, 1.949614491725155e-05)	(134, 9.758172141572788e-06)	(136, 5.58074106794579e-07)
560_R1	(1, 6.725887536434504e-05)	(2, 5.5859065980557737e-05)	(3, 5.471908504217901e-05)	(4, 4.160930425082362e-05)	(5, 4.730920894271727e-05)	(6, 6.78288658335344e-05)	(7, 7.238878958704931e-05)	(8, 7.865868474813232e-05)	(9, 0.0001481975219892348)	(10, 0.0001906618119438425)	(12, 0.00014905250769301886)	(14, 0.000151617464804371)	(16, 0.02142594173682822)	(18, 0.00011884301282598255)	(20, 6.29839468454248e-05)	(22, 7.865868474813232e-05)	(24, 4.9304175584880044e-05)	(26, 8.207862756326852e-05)	(28, 5.3864099338394964e-05)	(30, 4.901918035028536e-05)	(32, 4.502924706595981e-05)	(34, 3.533940908974061e-05)	(36, 2.821452822487355e-05)	(38, 2.1089647360006493e-05)	(40, 2.9639504397846965e-05)	(42, 2.536457587892673e-05)	(44, 2.678955205190014e-05)	(46, 3.847435667028211e-05)	(48, 2.7074547286494822e-05)	(50, 3.305952456601829e-05)	(52, 1.738491393598356e-05)	(54, 2.593510954082541e-05)	(56, 2.2515300949644376e-05)	(58, 1.681539350206796e-05)	(60, 3.391616022096692e-05)	(62, 2.9071342719559756e-05)	(64, 3.904730259210074e-05)	(66, 2.0236484642613036e-05)	(68, 2.4512221960609677e-05)	(70, 3.249360295730779e-05)	(72, 2.2232986598220763e-05)	(74, 2.3943863816515297e-05)	(76, 2.651009028196531e-05)	(78, 3.3637698441397244e-05)	(80, 3.591974912278841e-05)	(82, 2.1666972166222682e-05)	(84, 1.7961819023177776e-05)	(86, 3.5355768648068e-05)	(88, 8.383400220843284e-05)	(90, 5.3613149103913965e-05)	(92, 0.001029026434268766)	(94, 0.002001824843903087)	(96, 1.6260992373788566e-05)	(98, 1.3410298287918344e-05)	(100, 2.682552254070323e-05)	(102, 3.2539952582324396e-05)	(104, 3.5117212748080406e-05)	(106, 0.0036683001411571604)	(108, 0.0018365655906932854)	(110, 1.1430763555087375e-05)	(112, 2.5157749236578097e-05)	(114, 5.2340848789922046e-05)	(116, 7.812355642226472e-05)	(118, 2.892055273899597e-05)	(120, 5.243687556510225e-05)	(122, 5.505894711245732e-05)	(124, 4.8221348388880256e-05)	(126, 3.448828774730376e-05)	(128, 0.004271233673574388)	(130, 0.008517743612472662)	(132, 1.7347370397557232e-05)	(134, 0.00023045693022712328)	(136, 0.0004451880966371888)
560_R2	(1, 0.0)	(2, 1.1399809383787294e-06)	(3, 1.1399809383787294e-06)	(4, 5.699904691893647e-07)	(5, 1.1399809383787294e-06)	(6, 1.1399809383787294e-06)	(7, 5.699904691893647e-07)	(8, 0.0)	(9, 0.0)	(10, 5.699904691893647e-07)	(12, 5.699904691893647e-07)	(14, 0.0)	(16, 2.8499523459468234e-07)	(18, 3.1349475805415057e-06)	(20, 8.54985703784047e-07)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 5.699904691893647e-07)	(32, 2.8499523459468234e-07)	(34, 5.699904691893647e-07)	(36, 2.8499523459468234e-07)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 5.699904691893647e-07)	(46, 2.8499523459468234e-07)	(48, 2.8499523459468234e-07)	(50, 2.8499589899451226e-07)	(52, 5.699972058451971e-07)	(54, 2.850012208027293e-07)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 2.8501707531597873e-07)	(66, 0.0)	(68, 2.8502625838608533e-07)	(70, 8.55096335537955e-07)	(72, 0.0)	(74, 2.850467453288506e-07)	(76, 0.0)	(78, 2.8506622267944563e-07)	(80, 2.8507847194027764e-07)	(82, 2.850929931434964e-07)	(84, 0.0)	(86, 5.702575751961312e-07)	(88, 8.554546589241253e-07)	(90, 2.8517850293531526e-07)	(92, 0.007541220365850351)	(94, 0.0037452575747271093)	(96, 0.0)	(98, 0.0)	(100, 0.0)	(102, 0.0)	(104, 3.7116389339572267e-06)	(106, 0.0002007679514079185)	(108, 0.0003945179037638279)	(110, 0.007199292082567101)	(112, 0.0035962439637585403)	(114, 0.0)	(116, 2.861809347995493e-07)	(118, 0.0)	(120, 2.865635068417768e-07)	(122, 1.4339781242736721e-06)	(124, 2.870893914027591e-07)	(126, 8.625998238254873e-07)	(128, 0.0)	(130, 0.0)	(132, 2.343866379476481e-05)	(134, 1.2749538162468176e-05)	(136, 0.0)
561_R1	(1, 5.187676855199164e-05)	(2, 6.160366265549008e-05)	(3, 4.993138973129195e-05)	(4, 4.085295523469342e-05)	(5, 4.539217248299269e-05)	(6, 7.003363754518872e-05)	(7, 6.743979911758913e-05)	(8, 7.003363754518872e-05)	(9, 0.00011737118884888108)	(10, 0.00017119333622157243)	(12, 0.0001439580327317768)	(14, 0.00015789991428012456)	(16, 0.020818795679521145)	(18, 9.921431985568401e-05)	(20, 4.701332150024243e-05)	(22, 7.003363754518872e-05)	(24, 5.447060697959122e-05)	(26, 7.586977400728778e-05)	(28, 5.284945796234149e-05)	(30, 4.733755130369237e-05)	(32, 4.960715992784201e-05)	(34, 3.761065720019394e-05)	(36, 2.2371856438046397e-05)	(38, 2.302031604494629e-05)	(40, 2.9504912113945246e-05)	(42, 1.9778018010446815e-05)	(44, 2.7883763096695507e-05)	(46, 3.501681877259436e-05)	(48, 2.2047626634596447e-05)	(50, 2.9180733874381964e-05)	(52, 1.3942012188366442e-05)	(54, 2.107529596929777e-05)	(56, 2.6911743026289507e-05)	(58, 1.4915068186925414e-05)	(60, 2.950618066939213e-05)	(62, 2.7561011771227065e-05)	(64, 3.0479624946269526e-05)	(66, 1.6537049810677045e-05)	(68, 2.0752722719120048e-05)	(70, 2.4968633721356497e-05)	(72, 1.9132279895734136e-05)	(74, 1.8159967436843533e-05)	(76, 2.2700712377865345e-05)	(78, 2.918782625969769e-05)	(80, 3.0810912070456966e-05)	(82, 1.8811960719873538e-05)	(84, 1.784017771697384e-05)	(86, 3.146611289249138e-05)	(88, 6.910216232053159e-05)	(90, 3.763733144376625e-05)	(92, 0.0009001695222997968)	(94, 0.0017454428039748685)	(96, 7.141446011674447e-06)	(98, 9.091053071937937e-06)	(100, 2.0784762145271294e-05)	(102, 2.6638243877020973e-05)	(104, 2.79471530514658e-05)	(106, 0.003683315000144943)	(108, 0.001843790168053489)	(110, 1.4643503135187039e-05)	(112, 1.9210832606895234e-05)	(114, 5.0504352264689935e-05)	(116, 7.858981693480442e-05)	(118, 2.4480825664219635e-05)	(120, 3.7905249763376475e-05)	(122, 4.1878839426642306e-05)	(124, 3.2438927656866135e-05)	(126, 2.6593925211388136e-05)	(128, 0.003825609894110807)	(130, 0.0076520870035689985)	(132, 1.4570512937688275e-05)	(134, 0.00022834146368338546)	(136, 0.00044088512789861435)
561_R2	(1, 0.0)	(2, 6.484596068998956e-07)	(3, 6.484596068998956e-07)	(4, 0.0)	(5, 1.2969192137997911e-06)	(6, 0.0)	(7, 6.484596068998956e-07)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 9.726894103498432e-07)	(14, 0.0)	(16, 3.242298034499478e-07)	(18, 1.9453788206996864e-06)	(20, 6.484596068998956e-07)	(22, 3.242298034499478e-07)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 3.242298034499478e-07)	(42, 0.0)	(44, 0.0)	(46, 6.484596068998956e-07)	(48, 0.0)	(50, 3.242303816382888e-07)	(52, 6.484657147179167e-07)	(54, 0.0)	(56, 0.0)	(58, 6.484814336798735e-07)	(60, 6.484877942308282e-07)	(62, 3.242474338652774e-07)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 3.2427664864558644e-07)	(74, 0.0)	(76, 3.24296915450213e-07)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 6.488514887430237e-07)	(90, 3.244625330864584e-07)	(92, 0.00691034571659714)	(94, 0.003416278116689415)	(96, 0.0)	(98, 0.0)	(100, 0.0)	(102, 0.0)	(104, 6.499467898312367e-06)	(106, 0.00017555466447475614)	(108, 0.0003512692530636948)	(110, 0.007008925172082894)	(112, 0.003507568053479146)	(114, 0.0)	(116, 3.26115614285818e-07)	(118, 0.0)	(120, 6.53590443875035e-07)	(122, 3.2721114304197413e-07)	(124, 3.277191235011778e-07)	(126, 0.0)	(128, 0.0)	(130, 0.0)	(132, 1.6234104049852692e-05)	(134, 7.637181266348985e-06)	(136, 0.0)
562_R1	(1, 6.0175947650990766e-05)	(2, 5.081524468305887e-05)	(3, 5.95073260104242e-05)	(4, 4.680351483965948e-05)	(5, 4.4797649917959793e-05)	(6, 7.8228731946288e-05)	(7, 7.020527225948923e-05)	(8, 6.351905585382357e-05)	(9, 0.00011968327366141495)	(10, 0.00017049851834447384)	(12, 0.00014609382846379426)	(14, 0.0001594662612751255)	(16, 0.02113646730159022)	(18, 0.00010397066510810071)	(20, 4.981231222220902e-05)	(22, 6.051025847127404e-05)	(24, 5.716715026844123e-05)	(26, 8.023459686798768e-05)	(28, 5.9841636830707476e-05)	(30, 5.1483866323625435e-05)	(32, 4.145454171512697e-05)	(34, 3.476832530946133e-05)	(36, 2.97536630052121e-05)	(38, 1.9055716756147076e-05)	(40, 3.2093838747195076e-05)	(42, 2.7079176442945845e-05)	(44, 2.7413487263229128e-05)	(46, 3.777712269201087e-05)	(48, 3.0422284645778662e-05)	(50, 2.9419499123666667e-05)	(52, 1.337275800697229e-05)	(54, 2.875194993384176e-05)	(56, 2.574344821720436e-05)	(58, 1.8388460282298235e-05)	(60, 3.644309995038389e-05)	(62, 3.142843725111561e-05)	(64, 4.413417805213946e-05)	(66, 1.939258316948133e-05)	(68, 2.0396000111663085e-05)	(70, 2.608063768041858e-05)	(72, 1.7387466602480166e-05)	(74, 2.6416219505275033e-05)	(76, 3.0429628806580623e-05)	(78, 3.8456269695357625e-05)	(80, 3.6785639763740954e-05)	(82, 2.1069055514974773e-05)	(84, 1.806009085871177e-05)	(86, 3.143976374556087e-05)	(88, 6.756662557634666e-05)	(90, 4.8839129027057984e-05)	(92, 0.0011394619419895376)	(94, 0.0022199468761191954)	(96, 1.673110960267145e-05)	(98, 1.8741494958986315e-05)	(100, 2.543911689792704e-05)	(102, 3.080060216114635e-05)	(104, 3.4156041648564524e-05)	(106, 0.003577580299394401)	(108, 0.001795854738402933)	(110, 1.4411995590586268e-05)	(112, 1.844123558451129e-05)	(114, 6.306404265906785e-05)	(116, 0.00011377672716847619)	(118, 3.1232665765551645e-05)	(120, 4.335378830040016e-05)	(122, 5.011671476525869e-05)	(124, 4.814832923125842e-05)	(126, 3.540873029155973e-05)	(128, 0.004745297861961273)	(130, 0.009487699937627627)	(132, 2.410462602742149e-05)	(134, 0.00025770758859636715)	(136, 0.0004962645540727714)
562_R2	(1, 0.0)	(2, 6.68621640566564e-07)	(3, 2.0058649216996923e-06)	(4, 1.337243281133128e-06)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 3.34310820283282e-07)	(14, 3.34310820283282e-07)	(16, 0.0)	(18, 2.674486562266256e-06)	(20, 6.68621640566564e-07)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 3.34310820283282e-07)	(30, 0.0)	(32, 0.0)	(34, 6.68621640566564e-07)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 3.34310820283282e-07)	(44, 1.337243281133128e-06)	(46, 3.34310820283282e-07)	(48, 0.0)	(50, 0.0)	(52, 1.0029569678805539e-06)	(54, 0.0)	(56, 6.686611580844831e-07)	(58, 0.0)	(60, 3.343405364282604e-07)	(62, 0.0)	(64, 0.0)	(66, 3.343552746269846e-07)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 3.3439252276382954e-07)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 3.344479066231612e-07)	(86, 0.0)	(88, 3.3449043498009183e-07)	(90, 0.0)	(92, 0.007734425876718618)	(94, 0.0038303263526048214)	(96, 0.0)	(98, 0.0)	(100, 0.0)	(102, 3.347952323391196e-07)	(104, 3.348702246945051e-06)	(106, 0.0002126972023367551)	(108, 0.0004282035813044413)	(110, 0.006982360811001208)	(112, 0.003492244671832175)	(114, 3.3546318912106297e-07)	(116, 3.356454933243787e-07)	(118, 0.0)	(120, 0.0)	(122, 3.3639696553520917e-07)	(124, 6.735581794246438e-07)	(126, 1.0121783340272042e-06)	(128, 3.384853351262405e-07)	(130, 3.390257175213176e-07)	(132, 2.10676408244109e-05)	(134, 1.0208471657415369e-05)	(136, 0.0)
563_R1	(1, 5.313945731291263e-05)	(2, 5.9781889477026704e-05)	(3, 6.642432164114078e-05)	(4, 4.175243074585992e-05)	(5, 3.1314323059394935e-05)	(6, 5.5986213954675797e-05)	(7, 6.73732405217285e-05)	(8, 7.116891604407941e-05)	(9, 0.00011956377895405341)	(10, 0.00016368850690138265)	(12, 0.00013711877824492633)	(14, 0.00014043999432698337)	(16, 0.021148080632218343)	(18, 0.00011434472511082092)	(20, 5.408837619350035e-05)	(22, 6.50009433202592e-05)	(24, 5.3613916753206487e-05)	(26, 7.354121324554872e-05)	(28, 5.171607899203103e-05)	(30, 5.171607899203103e-05)	(32, 4.554810626821082e-05)	(34, 4.080351186527219e-05)	(36, 3.4161079701158115e-05)	(38, 1.5657161529697468e-05)	(40, 3.605891746233357e-05)	(42, 2.9890944738513352e-05)	(44, 3.4161079701158115e-05)	(46, 3.700783634292129e-05)	(48, 2.1825134253517685e-05)	(50, 4.032922272274425e-05)	(52, 1.6606402348855096e-05)	(54, 2.94174567325674e-05)	(56, 2.751991603275054e-05)	(58, 1.8504997919990787e-05)	(60, 5.3617638536661336e-05)	(62, 4.128126140958312e-05)	(64, 4.982273899843341e-05)	(66, 2.2301837356325397e-05)	(68, 3.0368786778736093e-05)	(70, 3.938495617289529e-05)	(72, 1.8980930362259693e-05)	(74, 1.945570372117904e-05)	(76, 3.843739171243615e-05)	(78, 3.3217995076276915e-05)	(80, 4.318405305363076e-05)	(82, 2.6575273163317736e-05)	(84, 2.6101197665319052e-05)	(86, 3.179663774094893e-05)	(88, 6.786595232895233e-05)	(90, 5.0782104445243784e-05)	(92, 0.0012140572605218423)	(94, 0.0023636361470344386)	(96, 2.1833466280157354e-05)	(98, 2.420751329729385e-05)	(100, 3.560063577039384e-05)	(102, 0.0003555468059711395)	(104, 0.00019605851741954293)	(106, 0.0035026544737324318)	(108, 0.0017590294829008804)	(110, 1.6143337414606435e-05)	(112, 1.4720036212428699e-05)	(114, 5.2236801444911717e-05)	(116, 0.00010068439839870392)	(118, 4.0848489433072886e-05)	(120, 4.7029560915060154e-05)	(122, 5.5114373704654835e-05)	(124, 5.9881498791142244e-05)	(126, 5.1833275918865836e-05)	(128, 0.0049987266055857)	(130, 0.009912263513191383)	(132, 1.6196908677065083e-05)	(134, 0.00026493080824476303)	(136, 0.0005175754417677968)
563_R2	(1, 0.0)	(2, 9.489188805877255e-07)	(3, 0.0)	(4, 1.897837761175451e-06)	(5, 9.489188805877255e-07)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.004435246847867029)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 4.7445944029386274e-07)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 4.7445944029386274e-07)	(38, 0.0)	(40, 9.489188805877255e-07)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 9.489628064276819e-07)	(58, 0.0)	(60, 0.0)	(62, 4.7449762682384435e-07)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 4.7452418676827835e-07)	(74, 1.4235910292506197e-06)	(76, 0.0)	(78, 4.745440546318653e-07)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 4.745788358426444e-07)	(88, 4.745894712088518e-07)	(90, 0.0)	(92, 0.008413027299870165)	(94, 0.004168194874264161)	(96, 0.0)	(98, 0.0)	(100, 0.0)	(102, 9.683916169242898e-05)	(104, 0.00028103752426791065)	(106, 0.0002520931146510228)	(108, 0.00042492994377051616)	(110, 0.00695844115534054)	(112, 0.0034811654489860797)	(114, 0.0)	(116, 4.7495214251600166e-07)	(118, 4.560166675232022e-05)	(120, 2.280434352620818e-05)	(122, 0.0)	(124, 3.707862918824746e-05)	(126, 7.089541817186601e-05)	(128, 0.0)	(130, 9.53666835871005e-07)	(132, 1.5261968881932866e-05)	(134, 7.632817403377058e-06)	(136, 0.0)
564_R1	(1, 6.538976440939747e-05)	(2, 4.88771976393476e-05)	(3, 5.614272701816954e-05)	(4, 4.88771976393476e-05)	(5, 4.88771976393476e-05)	(6, 6.737127242180345e-05)	(7, 7.001328310501143e-05)	(8, 6.406875906779348e-05)	(9, 0.00011889048074435903)	(10, 0.00017007943773151362)	(12, 0.0001479525982596468)	(14, 0.00014266857689323084)	(16, 0.021770498280969143)	(18, 0.00011624847006115106)	(20, 5.911498903677852e-05)	(22, 7.43065504652244e-05)	(24, 5.482172167656555e-05)	(26, 8.355358785645232e-05)	(28, 5.482172167656555e-05)	(30, 5.217971099335758e-05)	(32, 5.085870565175359e-05)	(34, 3.1043625527693744e-05)	(36, 2.5099101490475795e-05)	(38, 1.5521812763846872e-05)	(40, 2.44385988196738e-05)	(42, 2.311759347806981e-05)	(44, 2.9062117515287764e-05)	(46, 4.722594096234261e-05)	(48, 2.675035816748078e-05)	(50, 3.071350179343402e-05)	(52, 1.6512889175276696e-05)	(54, 2.0806541196089584e-05)	(56, 2.0806830976405427e-05)	(58, 1.4531961775074904e-05)	(60, 3.0385415814209885e-05)	(62, 3.534002307419466e-05)	(64, 4.128559825525344e-05)	(66, 1.9156765806034432e-05)	(68, 2.6093197894046404e-05)	(70, 3.831463208252332e-05)	(72, 2.477278623421058e-05)	(74, 2.44429070076143e-05)	(76, 3.2370938718906227e-05)	(78, 4.426325227073622e-05)	(80, 4.1621649631866916e-05)	(82, 2.8078820724941897e-05)	(84, 2.8079622060972442e-05)	(86, 4.3277039012476645e-05)	(88, 8.193202263945649e-05)	(90, 5.4183028413219985e-05)	(92, 0.0013047463334579555)	(94, 0.0025547735502681915)	(96, 2.1478197346395813e-05)	(98, 2.3131779966014788e-05)	(100, 2.7099138155203497e-05)	(102, 3.734691495428941e-05)	(104, 4.429152820041435e-05)	(106, 0.0037754148916015772)	(108, 0.0018983433750474287)	(110, 1.5540602593478585e-05)	(112, 2.2818338793320872e-05)	(114, 5.722107906670779e-05)	(116, 0.00010023984881554727)	(118, 3.441393474485947e-05)	(120, 4.733174847662602e-05)	(122, 6.290765297258113e-05)	(124, 5.233471264339185e-05)	(126, 3.7124733170123726e-05)	(128, 0.005762735041182694)	(130, 0.011497235046636758)	(132, 2.4916706440374602e-05)	(134, 0.0003337227174989033)	(136, 0.0006484359120594275)
564_R2	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 1.981508012405984e-06)	(6, 6.605026708019946e-07)	(7, 1.3210053416039893e-06)	(8, 0.0)	(9, 0.0)	(10, 3.302513354009973e-07)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 9.90754006202992e-07)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 3.302513354009973e-07)	(32, 0.0)	(34, 0.0)	(36, 3.302513354009973e-07)	(38, 0.0)	(40, 0.0)	(42, 3.302513354009973e-07)	(44, 3.302513354009973e-07)	(46, 3.302513354009973e-07)	(48, 6.605026708019946e-07)	(50, 0.0)	(52, 3.3025781404519377e-07)	(54, 0.0)	(56, 6.60534630851453e-07)	(58, 6.605441119168872e-07)	(60, 6.605530129347146e-07)	(62, 3.3028088619064965e-07)	(64, 3.302851274879454e-07)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)	(78, 6.606477079977298e-07)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 1.982238161560795e-06)	(90, 0.0)	(92, 0.008838579643191916)	(94, 0.004396550801814097)	(96, 3.304371977885411e-07)	(98, 0.0)	(100, 0.0)	(102, 0.0)	(104, 2.974856827412769e-06)	(106, 0.00021718737731557777)	(108, 0.0004294685246998077)	(110, 0.007624049530391515)	(112, 0.0038217074271639563)	(114, 3.3077094016800566e-07)	(116, 0.0)	(118, 0.0)	(120, 3.3101902923797076e-07)	(122, 6.622592979260042e-07)	(124, 6.625998628272512e-07)	(126, 3.316210610440024e-07)	(128, 0.0)	(130, 0.0)	(132, 1.9951375239815944e-05)	(134, 9.980800200808377e-06)	(136, 0.0)
