Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72
552_R1	(1, 4.971496908881047e-05)	(2, 4.261283064755183e-05)	(3, 5.208234856923002e-05)	(4, 4.4191083634498196e-05)	(5, 4.4191083634498196e-05)	(6, 7.023225791911322e-05)	(7, 6.155186649090821e-05)	(8, 5.602798103659593e-05)	(9, 0.00013178412441002143)	(10, 0.0001807099670053587)	(12, 0.00013849169960454346)	(14, 0.0001538796662272705)	(16, 0.021709658961940714)	(18, 0.00012152547999487005)	(20, 5.366060155617639e-05)	(22, 6.865400493216684e-05)	(24, 5.0504095582283654e-05)	(26, 7.378332713974252e-05)	(28, 5.208234856923002e-05)	(30, 4.7347589608390925e-05)	(32, 4.182370415407865e-05)	(34, 3.472156571282001e-05)	(36, 1.8544472596619778e-05)	(38, 2.0122725583566142e-05)	(40, 3.393243921934683e-05)	(42, 2.604117428461501e-05)	(44, 2.7224864024824783e-05)	(46, 3.55106922062932e-05)	(48, 2.7224864024824783e-05)	(50, 2.8014098509367845e-05)	(52, 1.578282454636414e-05)	(54, 2.051795639607557e-05)	(56, 2.4858624955419705e-05)	(58, 1.3810531658907645e-05)	(60, 3.354032210420712e-05)	(62, 2.6438041949525274e-05)	(64, 3.5119715553664546e-05)	(66, 2.0914339238758775e-05)	(68, 2.1309341771559074e-05)	(70, 3.5516319721288124e-05)	(72, 1.5390763797434978e-05)	(74, 1.6969719347243725e-05)	(76, 2.683661145567961e-05)	(78, 3.078420002670174e-05)	(80, 4.223123346405466e-05)	(82, 2.052451438525322e-05)	(84, 1.618359516640379e-05)	(86, 3.4342755199800045e-05)	(88, 6.079469858858909e-05)	(90, 3.9480197404145434e-05)	(92, 0.0009720895519376688)	(94, 0.0019100209241864282)	(96, 1.540199442400411e-05)	(98, 1.0664347031629165e-05)	(100, 3.081288174395222e-05)	(102, 2.647219951836006e-05)	(104, 3.556688595351164e-05)	(106, 0.0038602956856843692)	(108, 0.0019464737433759448)	(110, 1.265616396218615e-05)	(112, 1.7804035327336625e-05)	(114, 4.630947888537122e-05)	(116, 7.405181042440324e-05)	(118, 2.971691465029113e-05)	(120, 4.6785074960018485e-05)	(122, 4.840758507338465e-05)	(124, 4.567469314271613e-05)	(126, 3.182322136883171e-05)	(128, 0.0036654104061324606)	(130, 0.007341317906885982)	(132, 2.082258142323089e-05)	(134, 0.00022052557507466625)	(136, 0.0004294734512597323)
552_R2	(1, 7.891264934731821e-07)	(2, 7.891264934731821e-07)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 1.5782529869463642e-06)	(7, 7.891264934731821e-07)	(8, 0.0)	(9, 7.891264934731821e-07)	(10, 1.5782529869463642e-06)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 1.9728162336829554e-06)	(20, 0.0)	(22, 0.0)	(24, 3.9456324673659105e-07)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 3.9456324673659105e-07)	(42, 0.0)	(44, 3.9456324673659105e-07)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 3.945705996473667e-07)	(54, 0.0)	(56, 3.94581275322352e-07)	(58, 0.0)	(60, 3.9459203565457876e-07)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 3.9463520744238437e-07)	(74, 3.9464494124165016e-07)	(76, 3.9465645110545783e-07)	(78, 3.9466967815417887e-07)	(80, 3.9468487820579195e-07)	(82, 0.0)	(84, 3.947224518750341e-07)	(86, 1.1842351116599892e-06)	(88, 1.973858065867012e-06)	(90, 0.0)	(92, 0.007149739237859751)	(94, 0.0035420630271062155)	(96, 0.0)	(98, 0.0)	(100, 0.0)	(102, 3.9511053244802973e-07)	(104, 8.69420993163391e-06)	(106, 0.00017352945350199237)	(108, 0.00034201166111098044)	(110, 0.007191988308541804)	(112, 0.0035913489030118544)	(114, 7.916362302327048e-07)	(116, 0.0)	(118, 0.0)	(120, 7.930160755421086e-07)	(122, 1.98408056294048e-06)	(124, 1.1916745800479195e-06)	(126, 7.957931920823495e-07)	(128, 3.991747015145223e-07)	(130, 0.0)	(132, 1.8028331378534717e-05)	(134, 9.627601563474357e-06)	(136, 0.0)
553_R1	(1, 6.278010879905297e-05)	(2, 4.966187710969862e-05)	(3, 4.5913810912740235e-05)	(4, 4.685082746197983e-05)	(5, 4.310276126502144e-05)	(6, 6.465414189753216e-05)	(7, 5.809502605285499e-05)	(8, 6.746519154525095e-05)	(9, 0.00012556021759810594)	(10, 0.00017147402851084618)	(12, 0.00012415469277424654)	(14, 0.00014898563132909585)	(16, 0.02125528340295101)	(18, 0.00010354032869097541)	(20, 5.013038538431841e-05)	(22, 8.01149149599855e-05)	(24, 5.668950122899559e-05)	(26, 6.840220809449055e-05)	(28, 5.3409943306657006e-05)	(30, 4.4039777814261034e-05)	(32, 5.106740193355801e-05)	(34, 3.5138120596484873e-05)	(36, 2.6236463378708706e-05)	(38, 1.5460773062453344e-05)	(40, 2.529944682946911e-05)	(42, 2.0614364083271123e-05)	(44, 2.6236463378708706e-05)	(46, 3.2795579223385876e-05)	(48, 2.529944682946911e-05)	(50, 2.7173564589363375e-05)	(52, 1.686656979852053e-05)	(54, 2.389459548572245e-05)	(56, 2.014667548135257e-05)	(58, 2.0146945353645635e-05)	(60, 3.560905776919758e-05)	(62, 2.9987053651843072e-05)	(64, 3.748447902433449e-05)	(66, 1.9679738403422465e-05)	(68, 2.6708805226768865e-05)	(70, 3.139538185085364e-05)	(72, 2.7178933964421934e-05)	(74, 2.4368163854307975e-05)	(76, 2.6243664410359808e-05)	(78, 4.171059166896075e-05)	(80, 2.9058351466291443e-05)	(82, 2.7653976238222488e-05)	(84, 2.0624728752590765e-05)	(86, 3.09394908595509e-05)	(88, 6.704164417841445e-05)	(90, 4.876273194931196e-05)	(92, 0.0012004582092713311)	(94, 0.002344030538844033)	(96, 1.031946594587261e-05)	(98, 1.3136200622511413e-05)	(100, 2.533916900026336e-05)	(102, 3.37933141580056e-05)	(104, 3.849675956577928e-05)	(106, 0.0036765480042209725)	(108, 0.0018442697409381164)	(110, 1.6447477169174704e-05)	(112, 1.8334603725488992e-05)	(114, 5.314739033708577e-05)	(116, 9.646720575458787e-05)	(118, 3.390124702347051e-05)	(120, 4.9944064061762075e-05)	(122, 5.5168883504866914e-05)	(124, 4.6251607821516895e-05)	(126, 3.402340919238327e-05)	(128, 0.005175960810991079)	(130, 0.010317878204092716)	(132, 2.139157378492866e-05)	(134, 0.0002993668044648736)	(136, 0.0005812032061150657)
553_R2	(1, 0.0)	(2, 9.370165492395966e-07)	(3, 9.370165492395966e-07)	(4, 0.0)	(5, 0.0)	(6, 9.370165492395966e-07)	(7, 9.370165492395966e-07)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 1.8740330984791932e-06)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 4.685082746197983e-07)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 4.685082746197983e-07)	(40, 0.0)	(42, 0.0)	(44, 4.685082746197983e-07)	(46, 4.685082746197983e-07)	(48, 0.0)	(50, 4.685097342993686e-07)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 4.6863787033480904e-07)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 4.6882513069227194e-07)	(90, 4.6887535529147265e-07)	(92, 0.008244769547882244)	(94, 0.004092474330381551)	(96, 0.0)	(98, 4.6915523429973645e-07)	(100, 0.0)	(102, 0.0)	(104, 2.8168863586071544e-06)	(106, 0.00021884102404168236)	(108, 0.00043547619660332516)	(110, 0.007293961655238018)	(112, 0.0036491743745328286)	(114, 4.703481386165257e-07)	(116, 4.705934638643209e-07)	(118, 0.0)	(120, 1.4136092364322798e-06)	(122, 0.0)	(124, 4.7202307437596774e-07)	(126, 0.0)	(128, 0.0)	(130, 4.7452289652932864e-07)	(132, 2.140123949796592e-05)	(134, 1.0475415993768004e-05)	(136, 9.532202491929346e-07)
554_R1	(1, 4.226764655751681e-05)	(2, 4.0402897444685186e-05)	(3, 5.469930730972763e-05)	(4, 4.475397870795898e-05)	(5, 4.475397870795898e-05)	(6, 5.469930730972763e-05)	(7, 6.961730021238062e-05)	(8, 6.899571717477009e-05)	(9, 0.00013612668523670855)	(10, 0.00017466483356856212)	(12, 0.0001420317240940087)	(14, 0.00015694971699666167)	(16, 0.022340937537798075)	(18, 0.0001174791941083923)	(20, 5.2212975159285475e-05)	(22, 7.396838147565442e-05)	(24, 6.0293554648222506e-05)	(26, 8.79539998218916e-05)	(28, 5.501009882853291e-05)	(30, 5.003743452764857e-05)	(32, 5.159139212167493e-05)	(34, 4.320002111393262e-05)	(36, 3.0146777324111253e-05)	(38, 1.7404325053095156e-05)	(40, 3.0457568842916527e-05)	(42, 2.6106487579642738e-05)	(44, 2.362015542920057e-05)	(46, 4.630793630198533e-05)	(48, 3.170073491813761e-05)	(50, 3.4809082408159206e-05)	(52, 1.5229674509811246e-05)	(54, 1.7095219949291166e-05)	(56, 2.144746951331573e-05)	(58, 1.5542108930457558e-05)	(60, 4.134307640228807e-05)	(62, 3.605947861786381e-05)	(64, 4.818396171529954e-05)	(66, 1.9273968327504416e-05)	(68, 2.33157445263282e-05)	(70, 3.388622575969825e-05)	(72, 2.3316679089586025e-05)	(74, 2.5493425800434423e-05)	(76, 3.575369894866901e-05)	(78, 4.072900997980755e-05)	(80, 5.036831300327272e-05)	(82, 2.9537658688156402e-05)	(84, 2.5496262280597317e-05)	(86, 4.2909412785090254e-05)	(88, 8.208969084173547e-05)	(90, 5.410605587347683e-05)	(92, 0.0013085345186757123)	(94, 0.002573614397774153)	(96, 1.928096048938113e-05)	(98, 1.4616721631552556e-05)	(100, 3.700974002122474e-05)	(102, 4.478679748906801e-05)	(104, 5.443094450577965e-05)	(106, 0.004030893885541139)	(108, 0.0020172726191739496)	(110, 1.8354188788454525e-05)	(112, 2.6133277024832434e-05)	(114, 6.50272461983625e-05)	(116, 0.00010921944280833098)	(118, 3.641100881187492e-05)	(120, 5.758127071126331e-05)	(122, 5.385620397895923e-05)	(124, 5.5122579630592396e-05)	(126, 4.863137879675812e-05)	(128, 0.005739751589175364)	(130, 0.011437594882445754)	(132, 2.500717971759179e-05)	(134, 0.00032296554428803216)	(136, 0.000619136859927715)
554_R2	(1, 6.215830376105413e-07)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 6.215830376105413e-07)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 1.864749112831624e-06)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 3.1079151880527067e-07)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 3.1079151880527067e-07)	(38, 0.0)	(40, 0.0)	(42, 3.1079151880527067e-07)	(44, 3.1079151880527067e-07)	(46, 6.215830376105413e-07)	(48, 0.0)	(50, 0.0)	(52, 3.1080970126217866e-07)	(54, 0.0)	(56, 3.108329881144459e-07)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 6.217291122838269e-07)	(66, 3.108707738762021e-07)	(68, 0.0)	(70, 3.1088321009099044e-07)	(72, 3.1088947013198746e-07)	(74, 0.0)	(76, 3.1090226741831974e-07)	(78, 6.218180965612679e-07)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 9.328160826696438e-07)	(88, 3.109468544717259e-07)	(90, 0.0)	(92, 0.009478212816551318)	(94, 0.004714380076076971)	(96, 0.0)	(98, 0.0)	(100, 0.0)	(102, 3.1102274402024175e-07)	(104, 1.5551895109459618e-06)	(106, 0.0002438666343891757)	(108, 0.0004886964814904761)	(110, 0.008160347991508646)	(112, 0.004081888063136554)	(114, 3.1114580013407646e-07)	(116, 0.0)	(118, 0.0)	(120, 0.0)	(122, 0.0)	(124, 6.229784252759417e-07)	(126, 6.237418970002032e-07)	(128, 3.1270051823012595e-07)	(130, 0.0)	(132, 2.846896861929097e-05)	(134, 1.3767783674074507e-05)	(136, 0.0)
555_R1	(1, 7.192613534174321e-05)	(2, 5.205180847099837e-05)	(3, 6.53013597181616e-05)	(4, 5.0159015435689346e-05)	(5, 3.312387811790806e-05)	(6, 5.867658409457999e-05)	(7, 6.151577364754354e-05)	(8, 6.53013597181616e-05)	(9, 0.00012113875425977804)	(10, 0.00018218132964849433)	(12, 0.00012965632291866869)	(14, 0.00013675429680107756)	(16, 0.02135922300694477)	(18, 9.274685873014257e-05)	(20, 4.8739420659207577e-05)	(22, 6.151577364754354e-05)	(24, 5.3471403247480157e-05)	(26, 7.287253185939774e-05)	(28, 5.0159015435689346e-05)	(30, 4.6373429365071287e-05)	(32, 4.590023110624402e-05)	(34, 3.5016671153217086e-05)	(36, 2.791869727080822e-05)	(38, 1.9874326870744837e-05)	(40, 3.3597076376735317e-05)	(42, 2.6025904235499187e-05)	(44, 3.028468856494451e-05)	(46, 3.3597076376735317e-05)	(48, 2.0347525129572093e-05)	(50, 3.028489392472204e-05)	(52, 1.3723202902807593e-05)	(54, 2.697382808962273e-05)	(56, 2.2715308471049623e-05)	(58, 1.3724123815259097e-05)	(60, 3.691392716187432e-05)	(62, 4.40137518459332e-05)	(64, 3.833539117870939e-05)	(66, 2.0351353336599646e-05)	(68, 2.1298461762616017e-05)	(70, 3.5971749964815136e-05)	(72, 2.035309303114828e-05)	(74, 1.9407133743329704e-05)	(76, 2.41415485451465e-05)	(78, 4.307805421996098e-05)	(80, 5.065485771587788e-05)	(82, 2.1304733202980244e-05)	(84, 1.84653440269013e-05)	(86, 3.930098156711045e-05)	(88, 8.050283243533371e-05)	(90, 5.446310538293112e-05)	(92, 0.0012712612945396803)	(94, 0.002480309429306996)	(96, 1.1370448295842691e-05)	(98, 1.3741417483790186e-05)	(100, 2.1800568992007137e-05)	(102, 4.123972549568337e-05)	(104, 4.40935437038516e-05)	(106, 0.003373269131291006)	(108, 0.00169682901602854)	(110, 1.5184713522323827e-05)	(112, 2.325993097230983e-05)	(114, 5.3661819650934615e-05)	(116, 9.169407163334717e-05)	(118, 2.852064430474177e-05)	(120, 4.9940038185199556e-05)	(122, 6.234707031092812e-05)	(124, 5.0490118776527824e-05)	(126, 4.340073674419882e-05)	(128, 0.005501592267994239)	(130, 0.010977104058800742)	(132, 1.8704882474561564e-05)	(134, 0.00029622453097370504)	(136, 0.0005814050370587571)
555_R2	(1, 9.463965176545159e-07)	(2, 9.463965176545159e-07)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 1.8927930353090319e-06)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 4.7319825882725797e-07)	(16, 0.0)	(18, 1.8927930353090319e-06)	(20, 4.7319825882725797e-07)	(22, 4.7319825882725797e-07)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 4.7319825882725797e-07)	(44, 9.463965176545159e-07)	(46, 9.463965176545159e-07)	(48, 0.0)	(50, 4.732014653345856e-07)	(52, 0.0)	(54, 4.732250877952027e-07)	(56, 1.4197068936560931e-06)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 4.7328772817976383e-07)	(68, 0.0)	(70, 4.7331321641723807e-07)	(72, 0.0)	(74, 0.0)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 9.470167428961481e-07)	(88, 1.4206470390924135e-06)	(90, 1.4207868696560655e-06)	(92, 0.008262320667049867)	(94, 0.004091886528471655)	(96, 0.0)	(98, 0.0)	(100, 9.478638709946277e-07)	(102, 4.7402753369968396e-07)	(104, 2.370664993103617e-06)	(106, 0.00020677306418132526)	(108, 0.000416035029902838)	(110, 0.006914478750517483)	(112, 0.0034639552057661783)	(114, 0.0)	(116, 0.0)	(118, 0.0)	(120, 0.0)	(122, 0.0)	(124, 9.528486240977829e-07)	(126, 0.0)	(128, 0.0)	(130, 9.583568320431973e-07)	(132, 2.4962530521614062e-05)	(134, 1.2013524691546265e-05)	(136, 9.618731286457696e-07)
556_R1	(1, 5.5554385933522204e-05)	(2, 3.7355535369092514e-05)	(3, 4.789171201165707e-05)	(4, 3.92712038495588e-05)	(5, 3.7355535369092514e-05)	(6, 6.0343557134687914e-05)	(7, 6.0343557134687914e-05)	(8, 7.66267392186513e-05)	(9, 0.00012834978819124097)	(10, 0.00018581984260522945)	(12, 0.00014319621891485464)	(14, 0.0001441540531550878)	(16, 0.022275872007982055)	(18, 0.00013170220803205695)	(20, 5.747005441398849e-05)	(22, 7.566890497841817e-05)	(24, 5.315980033293935e-05)	(26, 6.465381121573705e-05)	(28, 6.513272833585362e-05)	(30, 5.699113729387192e-05)	(32, 5.124413185247307e-05)	(34, 3.879228672944223e-05)	(36, 3.400311552827653e-05)	(38, 2.011451904489597e-05)	(40, 3.5439866888626235e-05)	(42, 3.0171778567343957e-05)	(44, 2.9692861447227387e-05)	(46, 4.501820929095765e-05)	(48, 3.400311552827653e-05)	(50, 3.352463511835029e-05)	(52, 1.580524474728017e-05)	(54, 2.921700169323541e-05)	(56, 3.1612990929452156e-05)	(58, 1.4849017441952867e-05)	(60, 3.5447123549751594e-05)	(62, 4.3112635314155494e-05)	(64, 4.9341410729855035e-05)	(66, 2.2036576837195997e-05)	(68, 2.1558138097006045e-05)	(70, 2.8745044120840082e-05)	(72, 1.724757736935025e-05)	(74, 2.4434923937962624e-05)	(76, 2.6831503067070783e-05)	(78, 3.3540727309684796e-05)	(80, 3.162549207289072e-05)	(82, 2.4918265573133693e-05)	(84, 2.1085826723557633e-05)	(86, 4.2653404454802074e-05)	(88, 8.004017000455423e-05)	(90, 5.991469786290456e-05)	(92, 0.0012789230202668314)	(94, 0.0024871241944795356)	(96, 1.8698395484930086e-05)	(98, 1.2466948740332546e-05)	(100, 2.2059663496234246e-05)	(102, 3.597181685848263e-05)	(104, 4.413222007377727e-05)	(106, 0.0035830004304686185)	(108, 0.0017985688066274744)	(110, 2.01591502514986e-05)	(112, 1.9684058758432507e-05)	(114, 5.474630327748157e-05)	(116, 9.895945288220031e-05)	(118, 4.6134377003151044e-05)	(120, 4.951945622560118e-05)	(122, 5.2911082881926036e-05)	(124, 5.0061811173847284e-05)	(126, 3.181476970604184e-05)	(128, 0.0053747599089382135)	(130, 0.010718437398469581)	(132, 2.0844121681137746e-05)	(134, 0.00028281381486594374)	(136, 0.0005523674376153158)
556_R2	(1, 9.578342402331414e-07)	(2, 0.0)	(3, 9.578342402331414e-07)	(4, 9.578342402331414e-07)	(5, 0.0)	(6, 2.873502720699424e-06)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 9.578342402331414e-07)	(14, 0.0)	(16, 0.0)	(18, 4.789171201165707e-07)	(20, 0.0)	(22, 0.0)	(24, 9.578342402331414e-07)	(26, 4.789171201165707e-07)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 1.436751360349712e-06)	(36, 4.789171201165707e-07)	(38, 4.789171201165707e-07)	(40, 4.789171201165707e-07)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 4.789171201165707e-07)	(50, 4.789231202914075e-07)	(52, 0.0)	(54, 0.0)	(56, 4.789818294746421e-07)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 1.4372453961700341e-06)	(72, 0.0)	(74, 4.791141310036786e-07)	(76, 4.791320871050252e-07)	(78, 0.0)	(80, 9.583449336994453e-07)	(82, 0.0)	(84, 0.0)	(86, 1.4377521263095916e-06)	(88, 2.3964080144415215e-06)	(90, 0.0)	(92, 0.00886473504379274)	(94, 0.004406163624139813)	(96, 0.0)	(98, 0.0)	(100, 4.795603651453186e-07)	(102, 0.0)	(104, 3.3579185257003068e-06)	(106, 0.00022454007499619314)	(108, 0.0004510898748875358)	(110, 0.007419232377332338)	(112, 0.003707437600901285)	(114, 0.0)	(116, 4.804105119354341e-07)	(118, 0.0)	(120, 0.0)	(122, 9.621363275015846e-07)	(124, 9.62946734100671e-07)	(126, 9.645592477865414e-07)	(128, 0.0)	(130, 4.841744600073663e-07)	(132, 2.27714421677099e-05)	(134, 1.1151586251325675e-05)	(136, 1.940537449893746e-06)
557_R1	(1, 5.6861473608270315e-05)	(2, 5.1916997642333764e-05)	(3, 4.1203966382804575e-05)	(4, 4.202804571046067e-05)	(5, 3.708356974452412e-05)	(6, 6.675042554014342e-05)	(7, 6.75745048677995e-05)	(8, 6.75745048677995e-05)	(9, 0.00012196374049310155)	(10, 0.0001627556672120781)	(12, 0.0001405055253653636)	(14, 0.00016605198452270244)	(16, 0.022276924424863294)	(18, 0.00012649617679521004)	(20, 5.809759259975445e-05)	(22, 6.427818755717514e-05)	(24, 5.232903730616181e-05)	(26, 8.28199724294372e-05)	(28, 5.76855529359264e-05)	(30, 3.914376806366435e-05)	(32, 4.4912323357256986e-05)	(34, 3.502337142538389e-05)	(36, 3.049093512327539e-05)	(38, 1.8953824536090104e-05)	(40, 2.9666855795619297e-05)	(42, 2.88427764679632e-05)	(44, 3.461133176155585e-05)	(46, 4.820864066788135e-05)	(48, 2.348626083819861e-05)	(50, 2.8430803343169104e-05)	(52, 1.1949284960144562e-05)	(54, 2.2662626835048004e-05)	(56, 2.801947585969078e-05)	(58, 1.2773692377817026e-05)	(60, 3.9969640379753616e-05)	(62, 3.296493656913689e-05)	(64, 3.791004634152909e-05)	(66, 2.3900069556619672e-05)	(68, 1.8955450973296064e-05)	(70, 2.843356850284553e-05)	(72, 1.3598883315745995e-05)	(74, 2.7198281418071083e-05)	(76, 3.3380415378965635e-05)	(78, 3.214489110201061e-05)	(80, 3.956407429238015e-05)	(82, 2.307980408955582e-05)	(84, 2.0195580596976416e-05)	(86, 3.9980697484123524e-05)	(88, 7.749214671708497e-05)	(90, 4.5755991057597504e-05)	(92, 0.0013418530462071777)	(94, 0.0026439166100867962)	(96, 1.6080061156678133e-05)	(98, 1.6493915308049805e-05)	(100, 2.3093970297145742e-05)	(102, 3.7532377810962175e-05)	(104, 4.826257712963108e-05)	(106, 0.0034102464514067067)	(108, 0.0017074775815785997)	(110, 1.5270407656532874e-05)	(112, 2.1052963907261017e-05)	(114, 6.812892367374643e-05)	(116, 0.00011523075373513983)	(118, 4.461904464188712e-05)	(120, 5.9512700338812003e-05)	(122, 6.573741116689672e-05)	(124, 5.0463338866197236e-05)	(126, 3.518278791126692e-05)	(128, 0.005867713574649866)	(130, 0.01172225373160485)	(132, 2.5343394372843285e-05)	(134, 0.0002997397905249558)	(136, 0.000593125198131268)
557_R2	(1, 8.240793276560915e-07)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 4.120396638280458e-07)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 4.120396638280458e-07)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 4.120396638280458e-07)	(28, 4.120396638280458e-07)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 8.240793276560915e-07)	(40, 0.0)	(42, 0.0)	(44, 4.120396638280458e-07)	(46, 1.648158655312183e-06)	(48, 4.120396638280458e-07)	(50, 4.120404974332535e-07)	(52, 4.1204356872879726e-07)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 2.0603209646290895e-06)	(66, 0.0)	(68, 0.0)	(70, 4.120794497420692e-07)	(72, 0.0)	(74, 4.120941897315441e-07)	(76, 0.0)	(78, 4.1211321402776676e-07)	(80, 0.0)	(82, 0.0)	(84, 4.121543934974171e-07)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.008922618618884832)	(94, 0.0044278416050732875)	(96, 0.0)	(98, 1.6493992230331773e-06)	(100, 4.12394847149479e-07)	(102, 0.0)	(104, 8.250085535855575e-07)	(106, 0.00022691198597297763)	(108, 0.00045472789526334093)	(110, 0.007017897003463223)	(112, 0.0035134381765411903)	(114, 4.129125108502053e-07)	(116, 4.1302770159034375e-07)	(118, 0.0)	(120, 4.1330791985595724e-07)	(122, 0.0)	(124, 0.0)	(126, 0.0)	(128, 0.0)	(130, 0.0)	(132, 2.5334718668976013e-05)	(134, 1.2883136639490577e-05)	(136, 0.0)
558_R1	(1, 5.936350156801269e-05)	(2, 4.374152747116724e-05)	(3, 5.077141581474769e-05)	(4, 2.81195533743218e-05)	(5, 3.202504689853316e-05)	(6, 7.02988834358045e-05)	(7, 7.186108084548904e-05)	(8, 8.357756141812313e-05)	(9, 0.0001241946940699213)	(10, 0.0001730133631225633)	(12, 0.0001437221616909781)	(14, 0.00016207798125477147)	(16, 0.02219218585262622)	(18, 0.00011169711479244493)	(20, 5.233361322443225e-05)	(22, 6.873668602611996e-05)	(24, 5.5458008043801326e-05)	(26, 9.021690040928244e-05)	(28, 6.639338991159314e-05)	(30, 5.233361322443225e-05)	(32, 4.374152747116724e-05)	(34, 3.7883287184850204e-05)	(36, 3.35872443082177e-05)	(38, 1.718417150652999e-05)	(40, 3.8664385889692475e-05)	(42, 3.0853398841269755e-05)	(44, 2.733845466947953e-05)	(46, 3.397779366063884e-05)	(48, 2.694790531705839e-05)	(50, 4.413217127572258e-05)	(52, 1.874656864565001e-05)	(54, 3.046342270895377e-05)	(56, 2.265246411844802e-05)	(58, 2.4214895007632672e-05)	(60, 3.1245251820189216e-05)	(62, 3.3979492571661107e-05)	(64, 3.554205530293031e-05)	(66, 1.6794751382413092e-05)	(68, 2.6559405621749707e-05)	(70, 3.7105488489967306e-05)	(72, 1.249884810420577e-05)	(74, 2.0310915034571697e-05)	(76, 2.4217268205901653e-05)	(78, 3.7889036916538615e-05)	(80, 4.023361543334614e-05)	(82, 3.2812746095595716e-05)	(84, 2.304774325170281e-05)	(86, 3.75027023919962e-05)	(88, 6.836704733165153e-05)	(90, 5.0007977053714706e-05)	(92, 0.0011436034673322597)	(94, 0.002237332556943249)	(96, 1.4067334822087193e-05)	(98, 2.1102676514598006e-05)	(100, 3.282941612609841e-05)	(102, 3.0096867942076816e-05)	(104, 4.573723157517552e-05)	(106, 0.0037990569205774327)	(108, 0.001901589947783388)	(110, 1.838185248719038e-05)	(112, 2.2297536258375776e-05)	(114, 4.3823024736927544e-05)	(116, 7.5928082454516e-05)	(118, 4.149925258084341e-05)	(120, 5.404632456168274e-05)	(122, 5.093356184270997e-05)	(124, 4.5862127742841874e-05)	(126, 3.451900059553906e-05)	(128, 0.0049776284455198315)	(130, 0.009930006801895406)	(132, 2.5596151094946247e-05)	(134, 0.0002711199441568576)	(136, 0.0005291469226585372)
