Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72
559_R1	(1, 35.367999681737494)	(2, 35.32445907171606)	(3, 35.33578757075168)	(4, 35.34513319560249)	(5, 35.35981613206796)	(6, 35.32878237154953)	(7, 35.366974558205)	(8, 35.33893478087901)	(9, 35.32106198162308)	(10, 35.29440401230249)	(12, 35.270386749305175)	(14, 35.26409497392169)	(16, 35.24503796377843)	(18, 35.258593809245525)	(20, 35.220444670337656)	(22, 35.18671024668088)	(24, 35.185821210549854)	(26, 35.18572613511341)	(28, 35.14248390990976)	(30, 35.12076135799319)	(32, 35.10817937933324)	(34, 35.121971847486414)	(36, 35.08859379278367)	(38, 35.05191706243707)	(40, 35.020440371050185)	(42, 35.00689945374082)	(44, 35.0150754172394)	(46, 35.001758392115875)	(48, 34.999964104927855)	(50, 34.98626816528142)	(52, 35.00223708404516)	(54, 34.93332303120399)	(56, 34.89352716363616)	(58, 34.91187129149384)	(60, 34.88026036856803)	(62, 34.80624201215539)	(64, 34.797574402451886)	(66, 34.80635351033999)	(68, 34.78753499314576)	(70, 34.75837268404062)	(72, 34.72936025494381)	(74, 34.71606434128003)	(76, 34.69982916016551)	(78, 34.69823083571909)	(80, 34.671701184953974)	(82, 34.637183507623305)	(84, 34.59485274177208)	(86, 34.54844815465786)	(88, 34.5092531880013)	(90, 34.49658286957217)	(92, 34.48607452428467)	(94, 34.464266315895216)	(96, 34.41144482031109)	(98, 34.38208859253393)	(100, 34.36264943987298)	(102, 34.33711148766628)	(104, 34.339099988032814)	(106, 34.29600529706918)	(108, 34.23401075129896)	(110, 34.213291258314115)	(112, 34.19968557657612)	(114, 34.20725343482973)	(116, 34.160861395051484)	(118, 34.073379350527844)	(120, 34.08264949521113)	(122, 34.08284206307318)	(124, 34.056547927142816)	(126, 33.967778344847346)	(128, 33.94562688133432)	(130, 33.915490713961056)	(132, 33.885868795111634)	(134, 33.87654148751828)	(136, 33.82584151236445)
559_R2	(1, 35.83608521204239)	(2, 35.84736795261181)	(3, 35.82252563796543)	(4, 35.82277963339452)	(5, 35.81398731888531)	(6, 35.811199904521246)	(7, 35.78872581410726)	(8, 35.79277791587444)	(9, 35.73559598769751)	(10, 35.73765990084476)	(12, 35.734567862620345)	(14, 35.71595595631024)	(16, 35.67642841974435)	(18, 35.61886143508954)	(20, 35.62035042073755)	(22, 35.61779223219993)	(24, 35.592428790136054)	(26, 35.54945483553236)	(28, 35.532063336982375)	(30, 35.5155295997849)	(32, 35.51071240867101)	(34, 35.49484355751635)	(36, 35.41954215194839)	(38, 35.38669574378771)	(40, 35.3536187626722)	(42, 35.339386787716165)	(44, 35.32445113710255)	(46, 35.274971098472065)	(48, 35.19816487095278)	(50, 35.21477936362201)	(52, 35.210113717981)	(54, 35.198126853672406)	(56, 35.16113466646449)	(58, 35.17972046991437)	(60, 35.06292476232461)	(62, 35.04693784601148)	(64, 35.01001493427934)	(66, 34.921578849042916)	(68, 34.895078552196814)	(70, 34.906230468104894)	(72, 34.857886530942906)	(74, 34.807291640474936)	(76, 34.72580466076087)	(78, 34.716795275455)	(80, 34.71416141207713)	(82, 34.66434682996072)	(84, 34.61622759151065)	(86, 34.55781551722099)	(88, 34.493965969803625)	(90, 34.46261628028226)	(92, 34.42283300663607)	(94, 34.366080945452126)	(96, 34.30826787174233)	(98, 34.265171244519166)	(100, 34.184054437583114)	(102, 34.12215061063768)	(104, 34.09267624426195)	(106, 34.00490679487373)	(108, 34.00393249606532)	(110, 33.91756407215057)	(112, 33.82919441643045)	(114, 33.79346993854891)	(116, 33.73936428542778)	(118, 33.634435789404414)	(120, 33.59932929558194)	(122, 33.543508898272194)	(124, 33.48718459310753)	(126, 33.393955243311446)	(128, 33.34068219276426)	(130, 33.241823102308594)	(132, 33.163730469625925)	(134, 33.09814341885027)	(136, 33.04616437563852)
560_R1	(1, 35.96017725107618)	(2, 35.934229096155285)	(3, 35.93296892132667)	(4, 35.936900082893715)	(5, 35.96041259444101)	(6, 35.91640684506115)	(7, 35.95671695293583)	(8, 35.94258372575752)	(9, 35.913796716205105)	(10, 35.898611340769776)	(12, 35.87351371422719)	(14, 35.86729936748728)	(16, 35.84624147999621)	(18, 35.85597745015106)	(20, 35.82776799199141)	(22, 35.797774321165576)	(24, 35.78799836902927)	(26, 35.78812760296835)	(28, 35.75028747184318)	(30, 35.72478441677977)	(32, 35.717588546451914)	(34, 35.7309469171866)	(36, 35.689520862021666)	(38, 35.65720774607928)	(40, 35.63078473779839)	(42, 35.60993802892622)	(44, 35.62187295676229)	(46, 35.60681919212629)	(48, 35.596457617532174)	(50, 35.5853361916609)	(52, 35.60192083543353)	(54, 35.52916837187142)	(56, 35.49257286053488)	(58, 35.508664465976)	(60, 35.468609063257176)	(62, 35.40120943265825)	(64, 35.39500319623956)	(66, 35.39321126109611)	(68, 35.37424405983541)	(70, 35.346128769766075)	(72, 35.31023349616473)	(74, 35.29922290890694)	(76, 35.28152335925972)	(78, 35.26977553250609)	(80, 35.24411850683353)	(82, 35.21131875431915)	(84, 35.16256455171783)	(86, 35.11846377463953)	(88, 35.07787207705857)	(90, 35.05880520802463)	(92, 35.0497321190289)	(94, 35.027565794274885)	(96, 34.96573650431116)	(98, 34.933671345418354)	(100, 34.914235054274094)	(102, 34.87927316150119)	(104, 34.88133877425881)	(106, 34.8379307009743)	(108, 34.76563171585122)	(110, 34.74436054052552)	(112, 34.729185131688695)	(114, 34.72861668555083)	(116, 34.67982583538959)	(118, 34.59172149274878)	(120, 34.59117265334541)	(122, 34.58714755351454)	(124, 34.55971974942034)	(126, 34.461489882444745)	(128, 34.438978964435854)	(130, 34.402505451591004)	(132, 34.36084297031996)	(134, 34.351573997716784)	(136, 34.293271339576954)
560_R2	(1, 36.00201527540258)	(2, 36.02560666793091)	(3, 35.978593380940076)	(4, 35.97435576399727)	(5, 35.97152678160069)	(6, 35.95404311054515)	(7, 35.929165021531674)	(8, 35.94514600961357)	(9, 35.859913544985616)	(10, 35.86454242333614)	(12, 35.84650195709078)	(14, 35.82255354248221)	(16, 35.770935171393)	(18, 35.6944318885044)	(20, 35.695286053421896)	(22, 35.686630859295406)	(24, 35.64254036088263)	(26, 35.58936570206609)	(28, 35.566429584830914)	(30, 35.53680186783597)	(32, 35.52572123886517)	(34, 35.502877417336705)	(36, 35.40073949138497)	(38, 35.36056632942041)	(40, 35.316916570438025)	(42, 35.288865692176756)	(44, 35.26666953941863)	(46, 35.200421593450535)	(48, 35.09924274486207)	(50, 35.116692790623986)	(52, 35.106996255553504)	(54, 35.077890726275626)	(56, 35.02956456870333)	(58, 35.05059901083949)	(60, 34.89802199041413)	(62, 34.87340894965037)	(64, 34.82346273922286)	(66, 34.702307071108066)	(68, 34.67091361695707)	(70, 34.677305185201725)	(72, 34.60622969362878)	(74, 34.54282897786632)	(76, 34.43956992634533)	(78, 34.4086952264644)	(80, 34.40269092139886)	(82, 34.33970045285342)	(84, 34.26681050566876)	(86, 34.19201733503223)	(88, 34.10675298927954)	(90, 34.05528420766423)	(92, 34.005358689069965)	(94, 33.93070934883329)	(96, 33.84457505694526)	(98, 33.78667562029458)	(100, 33.6851682516493)	(102, 33.59800990054729)	(104, 33.55817500839547)	(106, 33.45501455005825)	(108, 33.431590045241634)	(110, 33.3295601417047)	(112, 33.21493137476391)	(114, 33.15680961338278)	(116, 33.09454188538807)	(118, 32.96170648911176)	(120, 32.8972854497862)	(122, 32.83117692949353)	(124, 32.75369657681903)	(126, 32.62810331038318)	(128, 32.56253255099527)	(130, 32.43705120074827)	(132, 32.32645133530829)	(134, 32.24249666854955)	(136, 32.16979851839821)
561_R1	(1, 35.877733622001614)	(2, 35.85058689809412)	(3, 35.85646415986449)	(4, 35.8658239934075)	(5, 35.88434643798868)	(6, 35.846895438028305)	(7, 35.884801812263035)	(8, 35.86820678417144)	(9, 35.84435333370814)	(10, 35.83010925377149)	(12, 35.81002177462514)	(14, 35.80678093238246)	(16, 35.791782486415904)	(18, 35.803413128233345)	(20, 35.77613478972173)	(22, 35.750861436437894)	(24, 35.74837172441167)	(26, 35.75064349240631)	(28, 35.719111810064106)	(30, 35.69972772802255)	(32, 35.692840675225426)	(34, 35.708064506297546)	(36, 35.676280813098316)	(38, 35.65018602360743)	(40, 35.626633740481665)	(42, 35.6147926767641)	(44, 35.62316856688028)	(46, 35.61517409097797)	(48, 35.610814788847605)	(50, 35.6016648344978)	(52, 35.61900656739546)	(54, 35.55918897254533)	(56, 35.528352099496104)	(58, 35.545668110779715)	(60, 35.5160090354443)	(62, 35.45799690761113)	(64, 35.4542398862711)	(66, 35.45859492926111)	(68, 35.443130033698914)	(70, 35.42055791108828)	(72, 35.39475457794631)	(74, 35.38575283607754)	(76, 35.37395087310338)	(78, 35.36954688969283)	(80, 35.3482384426281)	(82, 35.322672654971896)	(84, 35.28387851723197)	(86, 35.24643135617162)	(88, 35.21587625475015)	(90, 35.20318728102821)	(92, 35.1959387083683)	(94, 35.17992638836313)	(96, 35.13134050582268)	(98, 35.10694322176283)	(100, 35.09212838999969)	(102, 35.067313923536574)	(104, 35.069789400321284)	(106, 35.03407632664772)	(108, 34.97760123779799)	(110, 34.960281090708946)	(112, 34.950743258322376)	(114, 34.9542932774162)	(116, 34.91332264323867)	(118, 34.83969144267779)	(120, 34.84471363657728)	(122, 34.843376965843646)	(124, 34.821110479918374)	(126, 34.74124173406204)	(128, 34.721633189149145)	(130, 34.69451643837605)	(132, 34.663802308115564)	(134, 34.65455735325381)	(136, 34.60727478282634)
561_R2	(1, 36.168478754615165)	(2, 36.186681106565196)	(3, 36.157246688495114)	(4, 36.15640960495776)	(5, 36.15392014258848)	(6, 36.13822063072942)	(7, 36.12288880843667)	(8, 36.13362504937209)	(9, 36.07182649218175)	(10, 36.08044607017591)	(12, 36.07469873701468)	(14, 36.05912544133351)	(16, 36.02330141679994)	(18, 35.96664597107831)	(20, 35.97194365910582)	(22, 35.97209871876703)	(24, 35.94514780696473)	(26, 35.90737483059803)	(28, 35.89316053441112)	(30, 35.875604391913164)	(32, 35.87251337626266)	(34, 35.86095653563308)	(36, 35.78932005508535)	(38, 35.76113566935719)	(40, 35.73251603105629)	(42, 35.71648104510419)	(44, 35.70475801724656)	(46, 35.66139835061705)	(48, 35.58763579797915)	(50, 35.603846184713426)	(52, 35.6016717582476)	(54, 35.58640870691396)	(56, 35.55421932062966)	(58, 35.571887681071196)	(60, 35.46308832009087)	(62, 35.448724672575764)	(64, 35.41619310559814)	(66, 35.33159195901114)	(68, 35.30854472700955)	(70, 35.31853924406323)	(72, 35.26957838181767)	(74, 35.224239530587624)	(76, 35.15077234047078)	(78, 35.13560554111952)	(80, 35.1326587907339)	(82, 35.0885457970503)	(84, 35.03838644662828)	(86, 34.98505719750929)	(88, 34.92733257962556)	(90, 34.89243894810227)	(92, 34.855284401008355)	(94, 34.80266854481307)	(96, 34.742880726286714)	(98, 34.700944106268054)	(100, 34.626638953485724)	(102, 34.563640700088044)	(104, 34.5339768997337)	(106, 34.453095625540044)	(108, 34.443110912178895)	(110, 34.36368038555304)	(112, 34.28039745163436)	(114, 34.24063429886305)	(116, 34.18754504435001)	(118, 34.08634668338884)	(120, 34.04559674944683)	(122, 33.9918856487029)	(124, 33.935214460625836)	(126, 33.83822851594432)	(128, 33.787235103577466)	(130, 33.69124986855361)	(132, 33.6078283517466)	(134, 33.53956688846863)	(136, 33.48292743732324)
562_R1	(1, 35.73839155990345)	(2, 35.707793976035944)	(3, 35.715995396058595)	(4, 35.716233057620734)	(5, 35.73341583812355)	(6, 35.69888666540248)	(7, 35.731557838877656)	(8, 35.71380590088953)	(9, 35.696672063490816)	(10, 35.67674269226802)	(12, 35.65533077959539)	(14, 35.64482950840189)	(16, 35.62401606558729)	(18, 35.63776718563719)	(20, 35.60901237984393)	(22, 35.577670245662354)	(24, 35.572895451371664)	(26, 35.56982448889208)	(28, 35.529838109918416)	(30, 35.512373672549515)	(32, 35.5039159163623)	(34, 35.51475045532632)	(36, 35.47905787092135)	(38, 35.44489544385635)	(40, 35.416761553549605)	(42, 35.40572524797622)	(44, 35.414480403726046)	(46, 35.39704849479996)	(48, 35.39211495301626)	(50, 35.382887138373064)	(52, 35.39980551344583)	(54, 35.33320024583836)	(56, 35.29431138198628)	(58, 35.309567043759316)	(60, 35.27763105582282)	(62, 35.21090023934594)	(64, 35.203497432166905)	(66, 35.20778378175923)	(68, 35.187715760577746)	(70, 35.15939252362259)	(72, 35.13202941411704)	(74, 35.12069118868857)	(76, 35.1031732059094)	(78, 35.09649956366973)	(80, 35.07198266910963)	(82, 35.040683074764374)	(84, 34.9984411387585)	(86, 34.95423243820521)	(88, 34.91481399511818)	(90, 34.900947312412704)	(92, 34.893247277911286)	(94, 34.87134695533584)	(96, 34.81763223454116)	(98, 34.78711786266068)	(100, 34.7670018989574)	(102, 34.73984540427499)	(104, 34.74366134078237)	(106, 34.700432468619574)	(108, 34.63544888253436)	(110, 34.61470603521892)	(112, 34.600937432147674)	(114, 34.60769423102154)	(116, 34.56129090937884)	(118, 34.47374256617177)	(120, 34.47880804276228)	(122, 34.47866135401843)	(124, 34.45212428446195)	(126, 34.3631240738568)	(128, 34.33987394257895)	(130, 34.30501413057422)	(132, 34.272470669685944)	(134, 34.26363613109076)	(136, 34.20901851567136)
562_R2	(1, 35.623134374288526)	(2, 35.64444224274767)	(3, 35.60578675180645)	(4, 35.597714195232584)	(5, 35.58956651233118)	(6, 35.5814786242631)	(7, 35.54740934956507)	(8, 35.55899146101297)	(9, 35.48131441546853)	(10, 35.481722953320244)	(12, 35.47404327882237)	(14, 35.446991840148186)	(16, 35.390046441589945)	(18, 35.31566154190689)	(20, 35.31394476223771)	(22, 35.3073939985471)	(24, 35.26944421434574)	(26, 35.21065673976598)	(28, 35.18504466964231)	(30, 35.16217647563475)	(32, 35.15237367669497)	(34, 35.12907852430952)	(36, 35.02696393950319)	(38, 34.982023328249156)	(40, 34.93620644821786)	(42, 34.9154372012937)	(44, 34.894672253606686)	(46, 34.824794920203246)	(48, 34.72283904277264)	(50, 34.741547587833416)	(52, 34.732633413344246)	(54, 34.713402017146535)	(56, 34.66402289038375)	(58, 34.685025438072614)	(60, 34.530271051986595)	(62, 34.50543765688177)	(64, 34.454667795253634)	(66, 34.33743255877666)	(68, 34.30248492661907)	(70, 34.311877119394566)	(72, 34.247046610695584)	(74, 34.18010008269324)	(76, 34.07393857495482)	(78, 34.05296474984501)	(80, 34.04698800322866)	(82, 33.98146770477338)	(84, 33.915559650380125)	(86, 33.83721791414054)	(88, 33.74738333434175)	(90, 33.703600149779604)	(92, 33.652471513025446)	(94, 33.57557313943234)	(96, 33.49587806631118)	(98, 33.43815543695846)	(100, 33.33239048343934)	(102, 33.25208549353465)	(104, 33.21182354732758)	(106, 33.10465605037295)	(108, 33.09489964325367)	(110, 32.98860878785249)	(112, 32.86956053111602)	(114, 32.82063477020233)	(116, 32.757665239934376)	(118, 32.621756385436264)	(120, 32.56611039326107)	(122, 32.49735684005803)	(124, 32.420704825266995)	(126, 32.301741847269)	(128, 32.235569177068356)	(130, 32.105431106688414)	(132, 32.00156499962863)	(134, 31.918268752088203)	(136, 31.84718210317684)
563_R1	(1, 35.78709198172466)	(2, 35.75523285586835)	(3, 35.76030602292288)	(4, 35.75697568773038)	(5, 35.77694975643435)	(6, 35.73904155738996)	(7, 35.76756301291082)	(8, 35.74435296001865)	(9, 35.729532061720036)	(10, 35.70833423401551)	(12, 35.68634830071308)	(14, 35.66816989967441)	(16, 35.64888899723434)	(18, 35.66336991687642)	(20, 35.632305301820445)	(22, 35.599585857639426)	(24, 35.58948864906082)	(26, 35.585664800136904)	(28, 35.54053628681931)	(30, 35.52372673922265)	(32, 35.507858215501486)	(34, 35.51631467216665)	(36, 35.48119871911893)	(38, 35.44287358409679)	(40, 35.41046703168286)	(42, 35.398173759117284)	(44, 35.40632785227034)	(46, 35.387792316121775)	(48, 35.380375205561926)	(50, 35.36716268567087)	(52, 35.37145801466225)	(54, 35.306193376582954)	(56, 35.26681254615738)	(58, 35.27351671324524)	(60, 35.237559394874154)	(62, 35.16605466085444)	(64, 35.15582410926361)	(66, 35.1611005479095)	(68, 35.139492843648284)	(70, 35.103537684109156)	(72, 35.06681901373492)	(74, 35.05589434221963)	(76, 35.03756116093737)	(78, 35.027407903614275)	(80, 34.99501529288599)	(82, 34.9570995210065)	(84, 34.91494128884439)	(86, 34.869434800072355)	(88, 34.81979446113409)	(90, 34.80716080998481)	(92, 34.793257824129064)	(94, 34.76626133479584)	(96, 34.71293621107281)	(98, 34.671113421882424)	(100, 34.64857172840017)	(102, 34.613551583595)	(104, 34.617322741888835)	(106, 34.572294817910716)	(108, 34.502518827136115)	(110, 34.47709291017206)	(112, 34.4535523817692)	(114, 34.46132917638277)	(116, 34.40858192773363)	(118, 34.320548133603964)	(120, 34.321201510511486)	(122, 34.31801609604457)	(124, 34.28599643110309)	(126, 34.189838408278305)	(128, 34.16363819875272)	(130, 34.126700593934885)	(132, 34.08886635079125)	(134, 34.08047761425928)	(136, 34.02228303347096)
563_R2	(1, 35.57750054880724)	(2, 35.594345253848424)	(3, 35.55070780523546)	(4, 35.54223208077243)	(5, 35.52942032841968)	(6, 35.52386455071168)	(7, 35.48453319159775)	(8, 35.49635060981228)	(9, 35.40798186532514)	(10, 35.40580175266456)	(12, 35.388504171343016)	(14, 35.356921138179615)	(16, 35.29543668421325)	(18, 35.217535017906)	(20, 35.207040942983966)	(22, 35.19180993143435)	(24, 35.151629612554714)	(26, 35.087187890853755)	(28, 35.05217883826253)	(30, 35.02324541435426)	(32, 35.00952194548563)	(34, 34.982961392874756)	(36, 34.86963533218224)	(38, 34.816996026288315)	(40, 34.77095733844803)	(42, 34.73829898091996)	(44, 34.71578709034958)	(46, 34.63011300978603)	(48, 34.53035064849021)	(50, 34.546692867834096)	(52, 34.52897297771794)	(54, 34.501657613182516)	(56, 34.43783503932524)	(58, 34.460120142974986)	(60, 34.29749787714287)	(62, 34.26360372022587)	(64, 34.2036210568895)	(66, 34.07389490453052)	(68, 34.04050868211529)	(70, 34.04001552084411)	(72, 33.960844461318935)	(74, 33.89207961937533)	(76, 33.77797595223766)	(78, 33.75207853110126)	(80, 33.73560116822555)	(82, 33.65971522886187)	(84, 33.590156015842204)	(86, 33.50141851426407)	(88, 33.40701403652288)	(90, 33.35606272498101)	(92, 33.29274621282387)	(94, 33.206862937476544)	(96, 33.12129506366817)	(98, 33.053305609325584)	(100, 32.93869516524771)	(102, 32.84639755360166)	(104, 32.80314418168233)	(106, 32.69272006967443)	(108, 32.665586668478646)	(110, 32.55465408554192)	(112, 32.43461152458437)	(114, 32.36988220493419)	(116, 32.29953063091944)	(118, 32.15117214476094)	(120, 32.08631587598073)	(122, 32.01407070785122)	(124, 31.930756358191488)	(126, 31.802056317619215)	(128, 31.72333349215343)	(130, 31.582861031440444)	(132, 31.472018540445816)	(134, 31.383200671499253)	(136, 31.306468666242154)
564_R1	(1, 35.62853371405764)	(2, 35.596213442547715)	(3, 35.60571713146174)	(4, 35.60596466144265)	(5, 35.62336947485058)	(6, 35.58360188381174)	(7, 35.61826441668281)	(8, 35.59558795312349)	(9, 35.57645729907697)	(10, 35.553559055233364)	(12, 35.53245448235012)	(14, 35.52073629640908)	(16, 35.493554369099016)	(18, 35.50527418648165)	(20, 35.472685942433145)	(22, 35.43845282216345)	(24, 35.4337120741513)	(26, 35.42686259540482)	(28, 35.37709947874318)	(30, 35.35622935788797)	(32, 35.34836327306075)	(34, 35.361654617842994)	(36, 35.31797882259349)	(38, 35.27630196602187)	(40, 35.24312676297245)	(42, 35.2310845311186)	(44, 35.242061560407706)	(46, 35.22189490461952)	(48, 35.21346972079402)	(50, 35.20012032472552)	(52, 35.22009077917752)	(54, 35.145105511278416)	(56, 35.100077865206)	(58, 35.11469266500611)	(60, 35.07541184056245)	(62, 34.99883261898117)	(64, 34.99253653825241)	(66, 34.997374238963445)	(68, 34.973202748433025)	(70, 34.938740514104396)	(72, 34.90763456736989)	(74, 34.89443866916142)	(76, 34.875115482317966)	(78, 34.86847573363829)	(80, 34.83770459572597)	(82, 34.800708161766245)	(84, 34.753933243274176)	(86, 34.70333708225931)	(88, 34.658756999575644)	(90, 34.64231687264053)	(92, 34.63135288101823)	(94, 34.60886131240652)	(96, 34.548149993896956)	(98, 34.51249935856521)	(100, 34.488456337166646)	(102, 34.457127207435974)	(104, 34.46187564358254)	(106, 34.414342137808255)	(108, 34.34213771701349)	(110, 34.316374974288294)	(112, 34.30045032703792)	(114, 34.30974835839979)	(116, 34.25845589635547)	(118, 34.16059275707484)	(120, 34.16727544943152)	(122, 34.16741107148053)	(124, 34.13778954759605)	(126, 34.03951329507002)	(128, 34.014949797609226)	(130, 33.97633205437407)	(132, 33.94067593878478)	(134, 33.93082805054542)	(136, 33.873176583251386)
564_R2	(1, 35.32670437000852)	(2, 35.35213537409108)	(3, 35.306398087258245)	(4, 35.29718690855701)	(5, 35.2849707069047)	(6, 35.275981582596366)	(7, 35.234107509834786)	(8, 35.24903911062206)	(9, 35.15963039776488)	(10, 35.16199442599154)	(12, 35.15554650314628)	(14, 35.12452039745193)	(16, 35.05423459424746)	(18, 34.97014676541076)	(20, 34.96842272464195)	(22, 34.96410819570076)	(24, 34.92179672816303)	(26, 34.8514588773481)	(28, 34.821449988699456)	(30, 34.7982904797219)	(32, 34.78890090585431)	(34, 34.76416202931044)	(36, 34.645334616663604)	(38, 34.59199032717617)	(40, 34.541970899150606)	(42, 34.521776238049185)	(44, 34.50082873930609)	(46, 34.420159289201905)	(48, 34.3037473381247)	(50, 34.326722049238214)	(52, 34.320585706756205)	(54, 34.30234563451931)	(56, 34.24806095587566)	(58, 34.27303584324466)	(60, 34.09684248809468)	(62, 34.07103202651604)	(64, 34.015861996455214)	(66, 33.88634501424549)	(68, 33.84746645671004)	(70, 33.86147430517656)	(72, 33.791675292832)	(74, 33.72023082976304)	(76, 33.60279635790824)	(78, 33.5806220526143)	(80, 33.57713876041652)	(82, 33.5067721911687)	(84, 33.43783645958281)	(86, 33.350610727767936)	(88, 33.25041186387044)	(90, 33.206460372967)	(92, 33.15264155807856)	(94, 33.070073863262905)	(96, 32.98461424503792)	(98, 32.923210288822006)	(100, 32.80824994780892)	(102, 32.72412970753355)	(104, 32.682968615940275)	(106, 32.57100271008355)	(108, 32.56574373480017)	(110, 32.45264453695198)	(112, 32.32300481330323)	(114, 32.27384318426935)	(116, 32.21308091729891)	(118, 32.06870275541809)	(120, 32.00867260376347)	(122, 31.939484314547272)	(124, 31.860845347329576)	(126, 31.735849934802758)	(128, 31.669970379167435)	(130, 31.53315922164154)	(132, 31.42580306412649)	(134, 31.340163319950417)	(136, 31.26772005841377)
