Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72
552_R1	(1, 35.50233307615175)	(2, 35.46512969972569)	(3, 35.47887158004809)	(4, 35.49059002956352)	(5, 35.50229371452225)	(6, 35.47496948368937)	(7, 35.510099146168294)	(8, 35.48788685308633)	(9, 35.473107800139765)	(10, 35.453901325382134)	(12, 35.43741614939162)	(14, 35.43203749477716)	(16, 35.415876014528635)	(18, 35.43222016572351)	(20, 35.402978759966)	(22, 35.374604103129485)	(24, 35.37607354740989)	(26, 35.376786365371444)	(28, 35.34183262286171)	(30, 35.3268157508638)	(32, 35.32030429333107)	(34, 35.33517679858263)	(36, 35.30336221310083)	(38, 35.27486566384051)	(40, 35.24953992347177)	(42, 35.24425738051859)	(44, 35.253217450212986)	(46, 35.241770487830735)	(48, 35.241084444931104)	(50, 35.23511679946333)	(52, 35.25426370280006)	(54, 35.194515647558646)	(56, 35.15940910336022)	(58, 35.17835175117489)	(60, 35.153653196674654)	(62, 35.09210784750633)	(64, 35.087984375115525)	(66, 35.09890019637332)	(68, 35.0824773407265)	(70, 35.05975555773924)	(72, 35.038767566221686)	(74, 35.029579300258725)	(76, 35.01984194316688)	(78, 35.019339602079064)	(80, 34.99888444874452)	(82, 34.97192085683399)	(84, 34.93802983918569)	(86, 34.89795800619062)	(88, 34.86698351197721)	(90, 34.858529511944525)	(92, 34.85404293750184)	(94, 34.83916928799192)	(96, 34.7925611281771)	(98, 34.77005470162388)	(100, 34.756759634197216)	(102, 34.73791752774911)	(104, 34.74243203065007)	(106, 34.70658058408537)	(108, 34.65381301587661)	(110, 34.638005958578724)	(112, 34.63099766343141)	(114, 34.64101030836294)	(116, 34.60184449562757)	(118, 34.52607883352177)	(120, 34.53904454035491)	(122, 34.542334947198654)	(124, 34.52134311623634)	(126, 34.44597107619925)	(128, 34.427989854368064)	(130, 34.40465827985311)	(132, 34.38096547172653)	(134, 34.37492450048476)	(136, 34.331171353276304)
552_R2	(1, 35.96136973293971)	(2, 35.97249750549224)	(3, 35.95143063740682)	(4, 35.95135668836312)	(5, 35.94355015983126)	(6, 35.94145287467576)	(7, 35.92099585932703)	(8, 35.92596150880859)	(9, 35.87228948070079)	(10, 35.87517752584161)	(12, 35.874081938128754)	(14, 35.85773845374578)	(16, 35.822919955680135)	(18, 35.77033834650665)	(20, 35.77298900267006)	(22, 35.771581571895155)	(24, 35.748648269718636)	(26, 35.71052859906469)	(28, 35.69530851515781)	(30, 35.68150599046439)	(32, 35.67711397675909)	(34, 35.66359444071749)	(36, 35.59482373975946)	(38, 35.56546612723453)	(40, 35.536060105744845)	(42, 35.52301329592916)	(44, 35.50986420742865)	(46, 35.46472309440866)	(48, 35.39365923526256)	(50, 35.41100278022728)	(52, 35.407113685689794)	(54, 35.39632077371519)	(56, 35.362474390156805)	(58, 35.38048832681213)	(60, 35.2731694764391)	(62, 35.25817726603212)	(64, 35.223652392200606)	(66, 35.1414449934491)	(68, 35.11709844044589)	(70, 35.12924970508854)	(72, 35.082974913132055)	(74, 35.03539238899719)	(76, 34.95958201807579)	(78, 34.9499502520393)	(80, 34.94747658892066)	(82, 34.90176602427984)	(84, 34.85546992990372)	(86, 34.79891626389026)	(88, 34.73937378382472)	(90, 34.71046255861614)	(92, 34.672373668402614)	(94, 34.61807287237875)	(96, 34.56159433361994)	(98, 34.51933196871436)	(100, 34.44186107360926)	(102, 34.38359646747409)	(104, 34.35354472395264)	(106, 34.267768110853964)	(108, 34.26473695919893)	(110, 34.18129224310442)	(112, 34.096447425948966)	(114, 34.060667163134006)	(116, 34.00472855955539)	(118, 33.90195319970891)	(120, 33.86703492027504)	(122, 33.81095135450367)	(124, 33.75566358231049)	(126, 33.66175728342923)	(128, 33.60888762587152)	(130, 33.51153734031486)	(132, 33.43264023176453)	(134, 33.36738172054888)	(136, 33.313810492822924)
553_R1	(1, 35.54874243430584)	(2, 35.51615556614863)	(3, 35.511115616494905)	(4, 35.52493081046375)	(5, 35.54575818651916)	(6, 35.49348910771203)	(7, 35.54945128732534)	(8, 35.52869768258285)	(9, 35.49409768122043)	(10, 35.4848664987077)	(12, 35.457113488099296)	(14, 35.44818164489338)	(16, 35.428856165813926)	(18, 35.43757351656154)	(20, 35.40718034001351)	(22, 35.379120011402364)	(24, 35.36845720815488)	(26, 35.366835705701504)	(28, 35.329006286172294)	(30, 35.30203122886881)	(32, 35.29330457823194)	(34, 35.311424847885434)	(36, 35.26753966843164)	(38, 35.2309899933098)	(40, 35.20484398482367)	(42, 35.185847965448005)	(44, 35.195171795472035)	(46, 35.18434742246097)	(48, 35.171717114029136)	(50, 35.16209193138347)	(52, 35.18475022837141)	(54, 35.105147678956264)	(56, 35.065857135389706)	(58, 35.08752722087239)	(60, 35.04594471899899)	(62, 34.97343653560219)	(64, 34.972506791197716)	(66, 34.97022453826338)	(68, 34.94982290622173)	(70, 34.92447565147606)	(72, 34.88830608758806)	(74, 34.87603716242188)	(76, 34.862488087403435)	(78, 34.85048966445878)	(80, 34.82425319914317)	(82, 34.79482186468081)	(84, 34.74329942092917)	(86, 34.69587006609207)	(88, 34.658865709926715)	(90, 34.638522966331486)	(92, 34.62858089949137)	(94, 34.611250720155724)	(96, 34.54814796398736)	(98, 34.51615324278335)	(100, 34.499158975643454)	(102, 34.46507439647879)	(104, 34.46710115915827)	(106, 34.42720362558612)	(108, 34.35316969503853)	(110, 34.33041844884998)	(112, 34.32076977945911)	(114, 34.321805596323216)	(116, 34.27193481128346)	(118, 34.184688344774806)	(120, 34.184815852770505)	(122, 34.18475325174245)	(124, 34.160666449872245)	(126, 34.06094713899964)	(128, 34.0372274415723)	(130, 34.00423515928146)	(132, 33.965092884705314)	(134, 33.954893212960485)	(136, 33.90161736084847)
553_R2	(1, 35.5974643620045)	(2, 35.62448260640073)	(3, 35.573456798631796)	(4, 35.57974298966618)	(5, 35.57456587015981)	(6, 35.54829391259422)	(7, 35.531279650424615)	(8, 35.54518597862304)	(9, 35.45365867997175)	(10, 35.468962933789825)	(12, 35.457330716645906)	(14, 35.4360974952976)	(16, 35.38423018107629)	(18, 35.30386168132759)	(20, 35.30562900229636)	(22, 35.30783303388314)	(24, 35.268665784290675)	(26, 35.21324785199966)	(28, 35.19413708557738)	(30, 35.166324597843506)	(32, 35.16040456476607)	(34, 35.14712428543469)	(36, 35.04168000939191)	(38, 35.00011721140014)	(40, 34.962385133835156)	(42, 34.936806535720415)	(44, 34.92182157497658)	(46, 34.86163998173155)	(48, 34.75533320069552)	(50, 34.77672918982583)	(52, 34.775881772723274)	(54, 34.75325768642786)	(56, 34.708611510646435)	(58, 34.73772144370159)	(60, 34.58109066947347)	(62, 34.559936565220056)	(64, 34.51762998540559)	(66, 34.3988046410597)	(68, 34.36871966942148)	(70, 34.38597468848057)	(72, 34.31681091953357)	(74, 34.25500572090254)	(76, 34.159296561432484)	(78, 34.13472550190946)	(80, 34.1323112189871)	(82, 34.07593515776305)	(84, 34.007503140928264)	(86, 33.933234370098695)	(88, 33.85428680732234)	(90, 33.80790632499374)	(92, 33.76058095588157)	(94, 33.69372227517627)	(96, 33.60954206410131)	(98, 33.55487683500853)	(100, 33.461296829489726)	(102, 33.3782389134558)	(104, 33.341338622151014)	(106, 33.24422452797838)	(108, 33.2276857652425)	(110, 33.12801157583378)	(112, 33.02058614103194)	(114, 32.96701229969734)	(116, 32.90766768627513)	(118, 32.78177466122932)	(120, 32.721922474764014)	(122, 32.657492208820905)	(124, 32.59001222042415)	(126, 32.46574423527551)	(128, 32.40251201435472)	(130, 32.28304416839721)	(132, 32.17563332056677)	(134, 32.09533354714111)	(136, 32.03195153286824)
554_R1	(1, 35.3667331903481)	(2, 35.32704609549787)	(3, 35.33755900400294)	(4, 35.34776010780885)	(5, 35.363876382275585)	(6, 35.33131241769813)	(7, 35.37117102595593)	(8, 35.3467229157048)	(9, 35.326956463223844)	(10, 35.303206459098085)	(12, 35.280490312283376)	(14, 35.273396710312795)	(16, 35.25420998657561)	(18, 35.270861848066694)	(20, 35.23547074046719)	(22, 35.19992686329663)	(24, 35.199519953284806)	(26, 35.20179252302861)	(28, 35.16010931681429)	(30, 35.137977470486604)	(32, 35.12866491963295)	(34, 35.14328134841699)	(36, 35.107197613946596)	(38, 35.0736655400039)	(40, 35.04156649778318)	(42, 35.02936588876979)	(44, 35.038820654714534)	(46, 35.02543505358241)	(48, 35.02263504887579)	(50, 35.014402945474046)	(52, 35.03323082413256)	(54, 34.96097369093312)	(56, 34.92034924773081)	(58, 34.9418972702318)	(60, 34.90937513096074)	(62, 34.83528182965898)	(64, 34.82897367175285)	(66, 34.83773357674444)	(68, 34.81897451937088)	(70, 34.79085013970844)	(72, 34.763524791468114)	(74, 34.751538437000704)	(76, 34.73687157680018)	(78, 34.73537947482926)	(80, 34.710895210709765)	(82, 34.678125016448874)	(84, 34.63457570063075)	(86, 34.58759163129898)	(88, 34.55120159145928)	(90, 34.53894500713912)	(92, 34.53219525255779)	(94, 34.51176243545916)	(96, 34.456472129114005)	(98, 34.428504744996744)	(100, 34.41150053053342)	(102, 34.386131569627764)	(104, 34.39197048154993)	(106, 34.34880754333145)	(108, 34.28535173884899)	(110, 34.266479130108216)	(112, 34.25726927517278)	(114, 34.26801840345836)	(116, 34.221839756888414)	(118, 34.13300095789654)	(120, 34.14647360269615)	(122, 34.15080371919801)	(124, 34.12683682841252)	(126, 34.03790418600098)	(128, 34.01626622509336)	(130, 33.9887082526199)	(132, 33.961791331886324)	(134, 33.95508963580666)	(136, 33.905985906468835)
554_R2	(1, 35.29004365508206)	(2, 35.30891937907012)	(3, 35.26789095775137)	(4, 35.26618970984075)	(5, 35.254290453607744)	(6, 35.25075020255371)	(7, 35.216882958605474)	(8, 35.2258082445792)	(9, 35.1436730513998)	(10, 35.14853240732876)	(12, 35.1432933822646)	(14, 35.11640877528306)	(16, 35.05926217434558)	(18, 34.98241436228275)	(20, 34.98121549021479)	(22, 34.977131437916555)	(24, 34.94040874716265)	(26, 34.87993452629664)	(28, 34.85695653451942)	(30, 34.83466444408463)	(32, 34.826894991769336)	(34, 34.80471320124458)	(36, 34.69934525115625)	(38, 34.65372309188008)	(40, 34.608399600145574)	(42, 34.58951827880226)	(44, 34.57006119441495)	(46, 34.501004832491105)	(48, 34.3952563150801)	(50, 34.41962932271183)	(52, 34.41448016625496)	(54, 34.399168324061336)	(56, 34.35079027591425)	(58, 34.378439219644775)	(60, 34.216017868990846)	(62, 34.19511182100506)	(64, 34.14501102239499)	(66, 34.02627690237198)	(68, 33.99230741352559)	(70, 34.011122049617555)	(72, 33.94763589868054)	(74, 33.88079673619741)	(76, 33.7741350368446)	(78, 33.761555902279355)	(80, 33.761617670717456)	(82, 33.697725419838044)	(84, 33.63563807391388)	(86, 33.5568101878897)	(88, 33.47138435465726)	(90, 33.4333888241425)	(92, 33.38475868098598)	(94, 33.31267743066031)	(96, 33.23641935489398)	(98, 33.18409216982083)	(100, 33.079285886555155)	(102, 33.00304186991159)	(104, 32.96830151259796)	(106, 32.86366163150743)	(108, 32.86455634058147)	(110, 32.758222596266975)	(112, 32.64302209605751)	(114, 32.601970718821875)	(116, 32.54487045847752)	(118, 32.41393680871691)	(120, 32.366325425149896)	(122, 32.30159219057645)	(124, 32.237664064716256)	(126, 32.1237346886203)	(128, 32.06114617050672)	(130, 31.937782573990894)	(132, 31.843391936841577)	(134, 31.768356313297154)	(136, 31.708271788840854)
555_R1	(1, 35.690990625033955)	(2, 35.65853033176233)	(3, 35.664808167886505)	(4, 35.665650877201685)	(5, 35.6851000827567)	(6, 35.64622006013101)	(7, 35.68255658533171)	(8, 35.663509342769636)	(9, 35.6407445505826)	(10, 35.619931190159114)	(12, 35.59898438782663)	(14, 35.58902092403203)	(16, 35.56150163921555)	(18, 35.574408732150815)	(20, 35.54554182128105)	(22, 35.51105236869988)	(24, 35.504873199144654)	(26, 35.50259041030037)	(28, 35.45487738505645)	(30, 35.432509085690484)	(32, 35.4275974959711)	(34, 35.438996941397875)	(36, 35.396263040728854)	(38, 35.35876635169707)	(40, 35.326167425531565)	(42, 35.31271525552195)	(44, 35.32320291415173)	(46, 35.30386721466306)	(48, 35.295236220381526)	(50, 35.283456628193605)	(52, 35.30117220557251)	(54, 35.22665437686251)	(56, 35.185231903412216)	(58, 35.19976322670196)	(60, 35.16001219328575)	(62, 35.087084278332405)	(64, 35.08023372086929)	(66, 35.081587070666934)	(68, 35.05994668150475)	(70, 35.02749576548874)	(72, 34.995471464452734)	(74, 34.982962731296524)	(76, 34.9624712220992)	(78, 34.95342750174615)	(80, 34.92598387152759)	(82, 34.88986543593536)	(84, 34.84165884455298)	(86, 34.79349223525525)	(88, 34.74989626358341)	(90, 34.73247061625298)	(92, 34.72322401781186)	(94, 34.6986086828518)	(96, 34.637925833168296)	(98, 34.60370382136409)	(100, 34.58041168900928)	(102, 34.54712531970233)	(104, 34.55144575855151)	(106, 34.50402170769496)	(108, 34.43076138984269)	(110, 34.406782332614156)	(112, 34.3898518391164)	(114, 34.39584946012313)	(116, 34.34459349478755)	(118, 34.24820370263538)	(120, 34.251533786311846)	(122, 34.25075883311758)	(124, 34.2204739699842)	(126, 34.12079632413317)	(128, 34.09623110305486)	(130, 34.05661109755809)	(132, 34.01797165928464)	(134, 34.00897057756053)	(136, 33.94699610889153)
555_R2	(1, 35.35987044626646)	(2, 35.38350217551953)	(3, 35.33270399226771)	(4, 35.32414314489607)	(5, 35.311633855541054)	(6, 35.30352976752072)	(7, 35.26294144239687)	(8, 35.278276349978796)	(9, 35.187244352274675)	(10, 35.18852110742475)	(12, 35.17505654908472)	(14, 35.14168596905458)	(16, 35.06997384235737)	(18, 34.985612454260185)	(20, 34.9838206417333)	(22, 34.973975363935836)	(24, 34.92698763332314)	(26, 34.8567141003125)	(28, 34.82447184733458)	(30, 34.79746694795338)	(32, 34.78546914332831)	(34, 34.756806147784204)	(36, 34.635327798062)	(38, 34.5825065550262)	(40, 34.529042377516134)	(42, 34.50366986070444)	(44, 34.4793856856921)	(46, 34.39632370947762)	(48, 34.27664179542927)	(50, 34.29796548377716)	(52, 34.286646328175834)	(54, 34.2626520031586)	(56, 34.2045257502277)	(58, 34.227043977824586)	(60, 34.048330777341064)	(62, 34.02044846193508)	(64, 33.96070960519081)	(66, 33.82511036960122)	(68, 33.78715280312639)	(70, 33.79436287491375)	(72, 33.71858427039959)	(74, 33.6454857392784)	(76, 33.52421579654045)	(78, 33.497314800977705)	(80, 33.48967794555088)	(82, 33.41558325885238)	(84, 33.340257687178564)	(86, 33.25003859924644)	(88, 33.14489284698798)	(90, 33.09427249049367)	(92, 33.0384950861493)	(94, 32.95063054176579)	(96, 32.860937636360944)	(98, 32.795905506839176)	(100, 32.677994873836994)	(102, 32.58648446166944)	(104, 32.54268137296072)	(106, 32.42603388179376)	(108, 32.41195304282923)	(110, 32.29747846916129)	(112, 32.16238825067664)	(114, 32.10747132966145)	(116, 32.04367689690743)	(118, 31.89326018280537)	(120, 31.825946915138957)	(122, 31.753116849309023)	(124, 31.668250551491695)	(126, 31.534399275358915)	(128, 31.463418968732697)	(130, 31.32172523249958)	(132, 31.205902533935387)	(134, 31.116708436638483)	(136, 31.039174784034234)
556_R1	(1, 35.57268194679196)	(2, 35.53559662604038)	(3, 35.54166988898069)	(4, 35.54536853716432)	(5, 35.56301634569034)	(6, 35.52941866223927)	(7, 35.56612562888762)	(8, 35.545457654062034)	(9, 35.5283871322326)	(10, 35.505903510767084)	(12, 35.48229127800547)	(14, 35.47217496800211)	(16, 35.447375116566036)	(18, 35.465376179149025)	(20, 35.43530997307164)	(22, 35.39959409187918)	(24, 35.39443557979498)	(26, 35.39329399463409)	(28, 35.35063763695857)	(30, 35.33192241795523)	(32, 35.32401623383446)	(34, 35.33376968749259)	(36, 35.29411870236678)	(38, 35.259785694358655)	(40, 35.23195427360639)	(42, 35.22028205766319)	(44, 35.227546689199016)	(46, 35.2093971431521)	(48, 35.20420168740125)	(50, 35.19544878435566)	(52, 35.21425576754195)	(54, 35.14224800726168)	(56, 35.10062034752407)	(58, 35.116547602375334)	(60, 35.0828807307781)	(62, 35.01219919995396)	(64, 35.005373327927444)	(66, 35.009099844767334)	(68, 34.988321799748476)	(70, 34.95882534243782)	(72, 34.93018787622481)	(74, 34.918681515865096)	(76, 34.90126049159563)	(78, 34.89440522066839)	(80, 34.86967740563665)	(82, 34.835801578178454)	(84, 34.79186543866803)	(86, 34.74520600435637)	(88, 34.704551828172235)	(90, 34.689849198599944)	(92, 34.683209198419725)	(94, 34.660838187502364)	(96, 34.60439499950106)	(98, 34.57344314548057)	(100, 34.55200969599345)	(102, 34.523932423975495)	(104, 34.52950691051367)	(106, 34.484973363039906)	(108, 34.41798739786552)	(110, 34.39627827951156)	(112, 34.382647820552194)	(114, 34.391434323615414)	(116, 34.344242785851)	(118, 34.25290681046523)	(120, 34.260943348458554)	(122, 34.26213368179687)	(124, 34.23629170276831)	(126, 34.14420654862904)	(128, 34.12117928803163)	(130, 34.08723659409114)	(132, 34.05525161043606)	(134, 34.04747530965325)	(136, 33.993609584423496)
556_R2	(1, 35.3341104466019)	(2, 35.353078581736376)	(3, 35.30660561380135)	(4, 35.300939679450046)	(5, 35.28572337145622)	(6, 35.28073151295148)	(7, 35.242487394757724)	(8, 35.25353673109449)	(9, 35.169024755589916)	(10, 35.17036527813332)	(12, 35.15991878829984)	(14, 35.12762203531385)	(16, 35.06112137121864)	(18, 34.98019182986933)	(20, 34.97778148310633)	(22, 34.969795995099645)	(24, 34.92536356849499)	(26, 34.85755986191019)	(28, 34.82926690394009)	(30, 34.80413443977491)	(32, 34.79306766127663)	(34, 34.765122205568886)	(36, 34.649698864577545)	(38, 34.59899121568303)	(40, 34.54753814665856)	(42, 34.5249574151686)	(44, 34.50209207760166)	(46, 34.42253430813784)	(48, 34.309354909366945)	(50, 34.32997176753871)	(52, 34.32020290132924)	(54, 34.299198960656625)	(56, 34.24363504424804)	(58, 34.26551167381337)	(60, 34.093941698607125)	(62, 34.0675798383603)	(64, 34.01231525996235)	(66, 33.883701836087525)	(68, 33.844948374925835)	(70, 33.85560194843108)	(72, 33.78486326491092)	(74, 33.71288895058612)	(76, 33.596845433772096)	(78, 33.57577267196064)	(80, 33.56899234030246)	(82, 33.497595410648934)	(84, 33.42899708530678)	(86, 33.34239461453899)	(88, 33.244114045878604)	(90, 33.19814821704321)	(92, 33.14399645912563)	(94, 33.06323420986215)	(96, 32.978822330691315)	(98, 32.91736184040304)	(100, 32.80410737150072)	(102, 32.718237513733456)	(104, 32.67747508608264)	(106, 32.56556773308978)	(108, 32.557029595389835)	(110, 32.445304373634855)	(112, 32.31827129216461)	(114, 32.268599336665915)	(116, 32.20582331467895)	(118, 32.06419833271305)	(120, 32.00512949041211)	(122, 31.935702735710635)	(124, 31.85952615844851)	(126, 31.73615052368014)	(128, 31.66672820601537)	(130, 31.531361061980043)	(132, 31.427248440138122)	(134, 31.342610233549774)	(136, 31.275547595169076)
557_R1	(1, 35.9321223822739)	(2, 35.902149356285676)	(3, 35.901791747061445)	(4, 35.900609597025124)	(5, 35.92876106158591)	(6, 35.88476387008122)	(7, 35.92479941558931)	(8, 35.90967542556136)	(9, 35.880785231568886)	(10, 35.858431943833125)	(12, 35.82996292030343)	(14, 35.81979837152201)	(16, 35.794416114291096)	(18, 35.80767696808953)	(20, 35.77599382916214)	(22, 35.73580678491045)	(24, 35.72460764573714)	(26, 35.72539596002197)	(28, 35.678970342711764)	(30, 35.65030573631484)	(32, 35.64083648386415)	(34, 35.65220144840018)	(36, 35.60472519999396)	(38, 35.56802828414958)	(40, 35.53467155959922)	(42, 35.51162597930188)	(44, 35.522213614530514)	(46, 35.502841388438185)	(48, 35.490534398220724)	(50, 35.478893633884496)	(52, 35.49550129485778)	(54, 35.41082040729482)	(56, 35.36648501517689)	(58, 35.38313755629359)	(60, 35.33773276862638)	(62, 35.2580278445924)	(64, 35.24933285528019)	(66, 35.24589228239588)	(68, 35.22346455084121)	(70, 35.18945462567265)	(72, 35.149362738217235)	(74, 35.134916257348394)	(76, 35.110515655580684)	(78, 35.09749840668677)	(80, 35.06839561643619)	(82, 35.02871306339917)	(84, 34.97236809042003)	(86, 34.92082638183706)	(88, 34.87180696977146)	(90, 34.85122634728209)	(92, 34.84216886124861)	(94, 34.813063034201676)	(96, 34.74292688881377)	(98, 34.70445289380041)	(100, 34.67886421808533)	(102, 34.63858279386529)	(104, 34.64283758287273)	(106, 34.59011887102232)	(108, 34.506482240312124)	(110, 34.48150968396454)	(112, 34.46308416158358)	(114, 34.46569739391403)	(116, 34.408276493077324)	(118, 34.30326341926939)	(120, 34.30359478761822)	(122, 34.3024142966073)	(124, 34.269259470023776)	(126, 34.15704233791523)	(128, 34.13057623322946)	(130, 34.08610216872273)	(132, 34.04096492189126)	(134, 34.033090341328446)	(136, 33.9619178517774)
557_R2	(1, 35.34050925679656)	(2, 35.36554355065176)	(3, 35.30287445214897)	(4, 35.29249697775087)	(5, 35.279339999151695)	(6, 35.2668911107148)	(7, 35.22101032933168)	(8, 35.23828051035661)	(9, 35.12431548159678)	(10, 35.120949665556054)	(12, 35.096249927305905)	(14, 35.05778710835187)	(16, 34.97420105117746)	(18, 34.87072376275017)	(20, 34.86093622614075)	(22, 34.84464084443211)	(24, 34.78431301710515)	(26, 34.701959049174306)	(28, 34.66210192920184)	(30, 34.623201210974685)	(32, 34.60238792972327)	(34, 34.56602246682526)	(36, 34.42090959634691)	(38, 34.357464944427676)	(40, 34.292165133366815)	(42, 34.25585565017754)	(44, 34.223796797003075)	(46, 34.124385586025184)	(48, 33.98261031511137)	(50, 34.00168704391874)	(52, 33.98624104252424)	(54, 33.94973589797765)	(56, 33.879376457710066)	(58, 33.904841177899506)	(60, 33.69150404242933)	(62, 33.65362924418521)	(64, 33.581286597063894)	(66, 33.41650006698977)	(68, 33.3710826636417)	(70, 33.37737696396738)	(72, 33.28256037051771)	(74, 33.19370589525399)	(76, 33.05183873458299)	(78, 33.0094741139514)	(80, 32.99943997173891)	(82, 32.911585513948026)	(84, 32.818085136212275)	(86, 32.710834590514594)	(88, 32.58770610935852)	(90, 32.52239564229245)	(92, 32.455852816852726)	(94, 32.35177452734763)	(96, 32.239485166648585)	(98, 32.1606062388835)	(100, 32.023866849983904)	(102, 31.914401421260347)	(104, 31.860875137239567)	(106, 31.728616973019722)	(108, 31.701986976089167)	(110, 31.57183238031309)	(112, 31.413690643419834)	(114, 31.34222977164883)	(116, 31.27057281453255)	(118, 31.09718898407256)	(120, 31.00989208534166)	(122, 30.927025176360125)	(124, 30.825223057143482)	(126, 30.67133047710766)	(128, 30.587554797618083)	(130, 30.42546745558908)	(132, 30.289587877103713)	(134, 30.18502177831245)	(136, 30.0965592119666)
558_R1	(1, 35.97358459310299)	(2, 35.94398909904896)	(3, 35.95224921785267)	(4, 35.95395294253669)	(5, 35.98071685224283)	(6, 35.93773731780219)	(7, 35.97486064281315)	(8, 35.9565103456172)	(9, 35.928813444752066)	(10, 35.9044051022211)	(12, 35.88168608481952)	(14, 35.87943251351322)	(16, 35.85276594042218)	(18, 35.86297556442837)	(20, 35.82847816047631)	(22, 35.79167898752236)	(24, 35.789089856212456)	(26, 35.789712450462616)	(28, 35.73822326742602)	(30, 35.70955009472267)	(32, 35.70206042434296)	(34, 35.71898491567957)	(36, 35.67570829425203)	(38, 35.63380397732804)	(40, 35.59978087994253)	(42, 35.57714466290916)	(44, 35.59216708516763)	(46, 35.575691178817216)	(48, 35.56334444922711)	(50, 35.54750531768799)	(52, 35.56377204379586)	(54, 35.48342136864164)	(56, 35.442297780155364)	(58, 35.45693126232732)	(60, 35.40988024354271)	(62, 35.32931581287708)	(64, 35.32189201685526)	(66, 35.324483975692885)	(68, 35.30173359511556)	(70, 35.263776673632194)	(72, 35.22329934578261)	(74, 35.21088238082834)	(76, 35.188421765637344)	(78, 35.178781533184214)	(80, 35.14601889088527)	(82, 35.10381782884846)	(84, 35.04972803496508)	(86, 35.00066498696127)	(88, 34.95110466098747)	(90, 34.93045605464048)	(92, 34.91735492959593)	(94, 34.889473180626645)	(96, 34.82072282879882)	(98, 34.78201246733444)	(100, 34.75728414612733)	(102, 34.714999560414824)	(104, 34.71803911163893)	(106, 34.66558512696363)	(108, 34.58431663076273)	(110, 34.559084223035555)	(112, 34.536915054025584)	(114, 34.53888211506002)	(116, 34.48190486915763)	(118, 34.37778507197422)	(120, 34.377367161466225)	(122, 34.37190167783604)	(124, 34.338307348959475)	(126, 34.22488171486523)	(128, 34.19943197646878)	(130, 34.15503991198133)	(132, 34.107225406828405)	(134, 34.0964232987905)	(136, 34.02796065963755)
558_R2	(1, 35.88488371935895)	(2, 35.909943076416454)	(3, 35.86049259224344)	(4, 35.849158787548284)	(5, 35.83747137946944)	(6, 35.82691886094282)	(7, 35.78810534768839)	(8, 35.80569465947116)	(9, 35.714436468567456)	(10, 35.717143405184025)	(12, 35.70339513847134)	(14, 35.672115123044954)	(16, 35.60187748946409)	(18, 35.51624981342481)	(20, 35.51799481917538)	(22, 35.51000418723582)	(24, 35.46290723157037)	(26, 35.393763565780574)	(28, 35.36144384158465)	(30, 35.334487496496095)	(32, 35.32253430786645)	(34, 35.29557344021639)	(36, 35.17592438130323)	(38, 35.12398599621247)	(40, 35.07205872225077)	(42, 35.04550230360458)	(44, 35.022027655221436)	(46, 34.93916165910145)	(48, 34.82194249281075)	(50, 34.84183131508603)	(52, 34.830874688449754)	(54, 34.805292790748524)	(56, 34.747505521653395)	(58, 34.77100081865822)	(60, 34.59196600372697)	(62, 34.56254474542408)	(64, 34.503546413535275)	(66, 34.36611673068873)	(68, 34.32717241597305)	(70, 34.33470197461296)	(72, 34.25608450045618)	(74, 34.18193597015642)	(76, 34.06087186167938)	(78, 34.02616402320691)	(80, 34.02023361578878)	(82, 33.94400755208523)	(84, 33.866169356179704)	(86, 33.7780879423202)	(88, 33.676854190635126)	(90, 33.62074502967401)	(92, 33.56524529311954)	(94, 33.4747184048436)	(96, 33.38002645604571)	(98, 33.312401935280526)	(100, 33.191582440008204)	(102, 33.09673395411331)	(104, 33.0509091665713)	(106, 32.933833104040644)	(108, 32.91208703254439)	(110, 32.79646933614466)	(112, 32.65852830659129)	(114, 32.59715756481011)	(116, 32.530505906544136)	(118, 32.37675666348505)	(120, 32.30154970259306)	(122, 32.22684051540795)	(124, 32.13811188695833)	(126, 31.999701437453638)	(128, 31.92378006018535)	(130, 31.776998615876725)	(132, 31.653576473261225)	(134, 31.55974159388105)	(136, 31.477964962197408)
